date,vol_21,var_5pct_21,turnover
2021-01-27,,,0.0
2021-01-28,,,0.0020568269025464
2021-01-29,,,0.008961822113009901
2021-02-01,,,0.023603480214225602
2021-02-02,,,0.1475914985617907
2021-02-03,,,0.1223211273826221
2021-02-04,,,0.1487150424080328
2021-02-05,,,0.12387977745450969
2021-02-08,,,0.110647671494376
2021-02-09,,,0.1236700367529483
2021-02-10,,,0.0898781284449339
2021-02-11,,,0.051687949532219
2021-02-12,,,0.072497787028326
2021-02-15,,,0.0519290492600931
2021-02-16,,,0.063266180832105
2021-02-17,,,0.0446091328615733
2021-02-18,,,0.0613725207157991
2021-02-19,,,0.0650916178763689
2021-02-22,,,0.050100712129778305
2021-02-23,,,0.0669356500808157
2021-02-24,0.23552170258751193,-0.029676360276349494,0.096654306729057
2021-02-25,0.25074660331525644,-0.030148350997996398,0.1029193532138897
2021-02-26,0.24923238016442778,-0.030148350997996398,0.0730430393145123
2021-03-01,0.24911741248921915,-0.030148350997996398,0.0622004537657299
2021-03-02,0.2605038063669972,-0.030162950174828798,0.07279138469498711
2021-03-03,0.23173736270557974,-0.030162950174828798,0.06385504437056269
2021-03-04,0.22184563327487564,-0.030162950174828798,0.0587278098387476
2021-03-05,0.20836256858060484,-0.030162950174828798,0.0733046486058107
2021-03-08,0.21140039789887013,-0.032736522157751094,0.07866952407401501
2021-03-09,0.20808611368517016,-0.032736522157751094,0.0557514564039273
2021-03-10,0.20901201799117256,-0.032736522157751094,0.06828704235103
2021-03-11,0.20838724791513977,-0.032736522157751094,0.0517630688941591
2021-03-12,0.20863523786885343,-0.032736522157751094,0.0387630012893038
2021-03-15,0.20429187768280888,-0.032736522157751094,0.058912844678828
2021-03-16,0.19988151239614144,-0.032736522157751094,0.0699167451686728
2021-03-17,0.20194889751239464,-0.032736522157751094,0.066133111312842
2021-03-18,0.20086082788123819,-0.032736522157751094,0.054740092933888
2021-03-19,0.18890046659806528,-0.032736522157751094,0.08200841595942489
2021-03-22,0.1728971706034373,-0.032736522157751094,0.0988162774994209
2021-03-23,0.15844413322877057,-0.032736522157751094,0.07720087938734
2021-03-24,0.17995141106599027,-0.032736522157751094,0.11490160434892299
2021-03-25,0.19765970958741777,-0.032736522157751094,0.0632220685337036
2021-03-26,0.20487846233940585,-0.032736522157751094,0.07284301996548931
2021-03-29,0.22336231895748543,-0.032736522157751094,0.0788938792960424
2021-03-30,0.23359697137025107,-0.032736522157751094,0.0558186016577302
2021-03-31,0.22748918384771877,-0.032542993350740804,0.0703177347841034
2021-04-01,0.22119928053319637,-0.032542993350740804,0.0637163085542892
2021-04-02,0.22685976811814768,-0.032542993350740804,0.0935037861232825
2021-04-05,0.2271022699296099,-0.032542993350740804,0.09773367782541761
2021-04-06,0.21327416409852715,-0.03212026836697861,0.06379350538195461
2021-04-07,0.21118382047718542,-0.03212026836697861,0.0693570096896371
2021-04-08,0.19533951017163234,-0.0268520165390557,0.0826210454411935
2021-04-09,0.1977573893963886,-0.0268520165390557,0.08107303674898461
2021-04-12,0.20302882732175462,-0.0268520165390557,0.0853491829774949
2021-04-13,0.24887342436776125,-0.0268520165390557,0.1129032877892215
2021-04-14,0.2771750923308735,-0.0268520165390557,0.1003086409981466
2021-04-15,0.2808055401322616,-0.022811503857355496,0.0766937426534649
2021-04-16,0.26520373167817385,-0.0152760046132757,0.08476110941656531
2021-04-19,0.2336257978828513,-0.008439037171920103,0.0845847668260893
2021-04-20,0.2337908762150539,-0.008439037171920103,0.2080867205364303
2021-04-21,0.22162185268397996,-0.0070786073084045005,0.08099958812263171
2021-04-22,0.239559723118205,-0.008439037171920103,0.1866268251299168
2021-04-23,0.2526748778693408,-0.018077161775538902,0.11366857573550651
2021-04-26,0.3175425029761564,-0.019904790373079597,0.0990236464205651
2021-04-27,0.3495252253018564,-0.0418805279833729,0.13708213566982852
2021-04-28,0.35610907188009044,-0.0418805279833729,0.1161492844246047
2021-04-29,0.37580033616075026,-0.0418805279833729,0.10141914318423591
2021-04-30,0.3925484717358436,-0.0418805279833729,0.12436039533128809
2021-05-03,0.39180728214834526,-0.0418805279833729,0.139827354312208
2021-05-04,0.4046280451795306,-0.0418805279833729,0.1984853547936197
2021-05-05,0.4148085706563618,-0.0418805279833729,0.171439879020036
2021-05-06,0.4256845691580043,-0.0418805279833729,0.21954177147143944
2021-05-07,0.4243406379511408,-0.0418805279833729,0.1660765281863488
2021-05-10,0.4219529533050559,-0.0418805279833729,0.20151042811287273
2021-05-11,0.4274724624889939,-0.0418805279833729,0.1022888744579866
2021-05-12,0.393378920273243,-0.0418805279833729,0.1271269773409473
2021-05-13,0.3688802023927221,-0.0418805279833729,0.1126322840774193
2021-05-14,0.3607398086182473,-0.0418805279833729,0.1089268720905882
2021-05-17,0.38436147636873846,-0.0418805279833729,0.08554916246965691
2021-05-18,0.3925368331097247,-0.0418805279833729,0.0949678450089273
2021-05-19,0.3961145309218597,-0.0418805279833729,0.08011429224042341
2021-05-20,0.40333907315906564,-0.0418805279833729,0.1539900448384279
2021-05-21,0.4091988338684965,-0.0418805279833729,0.0930735065590234
2021-05-24,0.42127422530263625,-0.0418805279833729,0.08823605919379969
2021-05-25,0.400727585071794,-0.03714310143572449,0.0926129680893825
2021-05-26,0.37665392740176556,-0.0368114985115159,0.1024270188193773
2021-05-27,0.37048489751265073,-0.0368114985115159,0.12150758729519569
2021-05-28,0.3474740156202765,-0.03673601226940159,0.08048576599594309
2021-05-31,0.32044182236707536,-0.035134562069584305,0.1526154768061575
2021-06-01,0.31804150878926424,-0.035134562069584305,0.34129412733390674
