"week_start","ticker","score","target_weight","predicted_week_gain","close_start","close_end","realized_week_gain","tradeable_flag"
"2021-12-07","TTD","0.2774055403544858","0.1","27.899880941641893","77.8499984741211","92.5","0.18818242534389862","True"
"2021-12-07","GNRC","0.2428755238004008","0.1","-1.006271215682881","448.1499938964844","345.4800109863281","-0.22909736540991987","True"
"2021-12-07","NKE","0.23016946360649","0.1","5.393701907670972","161.82000732421875","166.83999633789062","0.031022054050547254","True"
"2021-12-07","FSLR","0.1824317714523673","0.1","-0.9805306715416406","94.29000091552734","97.06999969482422","0.029483495092840428","True"
"2021-12-07","DECK","0.1621807656404441","0.1","-0.9131254134980183","65.65666961669922","63.05666732788086","-0.03959997215815336","True"
"2021-12-07","CMG","0.1528415913508609","0.1","-0.727690259097745","32.31119918823242","33.818599700927734","0.046652570952683714","True"
"2021-12-07","AXON","0.1382748513898334","0.1","-1.0022331879081354","179.9199981689453","138.88999938964844","-0.2280457936686371","True"
"2021-12-07","MSCI","0.1326492625155075","0.1","-0.26345075921222605","559.9500122070312","621.760009765625","0.11038484902423873","True"
"2021-12-07","AZO","0.1280504327823453","0.1","47.29639333616234","1577.550048828125","1986.0999755859373","0.25897747400236293","True"
"2021-12-07","NVDA","0.1192178445550468","0.1","65.10283598925021","20.512500762939453","28.160999298095703","0.37287011581615737","True"
"2022-03-01","GDDY","0.1996025640743757","0.1","6.664877805964707","84.5","83.12999725341797","-0.016213050255408645","True"
"2022-03-01","CF","0.1859665438549989","0.1","601.8625838377885","70.58999633789062","87.0999984741211","0.23388586191735472","True"
"2022-03-01","MELI","0.1839359700195079","0.1","-1.000744398641051","1332.93994140625","1096.760009765625","-0.17718722674890774","True"
"2022-03-01","JBL","0.1679100742409155","0.1","-0.9520468730675646","70.45999908447266","57.02999877929688","-0.19060460516150302","True"
"2022-03-01","AVGO","0.1674845245820352","0.1","4.654164229590756","66.33200073242188","57.86000061035156","-0.1277211606543529","True"
"2022-03-01","LW","0.1643582251168153","0.1","-0.6727886774153774","63.91999816894531","61.09000015258789","-0.044274062850839346","True"
"2022-03-01","ANET","0.1586909483175426","0.1","4.110261409380178","35.560001373291016","30.084999084472656","-0.15396518777782198","True"
"2022-03-01","MOS","0.1509888765106051","0.1","820.0329160648262","40.18999862670898","55.65999984741211","0.3849216658201693","True"
"2022-03-01","ELV","0.1446282775849445","0.1","23.374993082317943","464.8599853515625","469.0199890136719","0.008948939020774649","True"
"2022-03-01","CNC","0.1429338002400393","0.1","32.113207827980645","82.6500015258789","84.77999877929688","0.025771291156613474","True"
"2023-03-07","CCL","0.4909145060614741","0.1","-0.9835539593671451","18.959999084472656","9.239999771118164","-0.5126582163875056","True"
"2023-03-07","MSTR","0.3252465532672695","0.1","-0.9973790723209118","37.78400039672852","22.31599998474121","-0.40937963819539314","True"
"2023-03-07","NCLH","0.3193155504767976","0.1","-1.000052931150674","21.90999984741211","13.489999771118164","-0.3842994128221534","True"
"2023-03-07","GNRC","0.2996900963319314","0.1","-0.9486535774997719","150.60000610351562","113.63999938964844","-0.24541836132770511","True"
"2023-03-07","COIN","0.2971304078038397","0.1","-0.9721595988413713","79.93000030517578","59.16999816894531","-0.2597272870883022","True"
"2023-03-07","DAL","0.263773086519586","0.1","8.644303268908283","47.959999084472656","35.68000030517578","-0.25604668502324057","True"
"2023-03-07","TSLA","0.2612609567146091","0.1","-1.0001415624196355","279.82000732421875","174.47999572753906","-0.37645632492113223","True"
"2023-03-07","URI","0.2471059620729058","0.1","73.39800288622013","448.6300048828125","408.1499938964844","-0.09023028006542266","True"
"2023-03-07","LUV","0.2219355868255455","0.1","-0.9855306976960114","37.040000915527344","31.059999465942383","-0.16144711937839384","True"
"2023-03-07","F","0.2025319662460183","0.1","-0.27198751360760465","15.239999771118164","12.029999732971191","-0.2106299269262688","True"
"2025-04-08","AMD","0.2868573288118661","0.1","-0.999858889907571","176.77999877929688","94.5","-0.46543726296785604","True"
