date,regime_label,weight,return_close_to_close,predicted_factor_return,factor_contribution,idiosyncratic_contribution,turnover_cost,liquidity_cost,net_contribution,turnover_raw,turnover_pressure,liquidity_aversion_regime,spread_bps,adv_20,liquidity_score,cost_total,attribution_sector_run_date
2026-01-21 00:00:00+00:00,normal,-3.9856565580219456,8.25343174365361,-1.7263968032921184e-14,-104.60295324420758,105.36029424860095,-109.83274218579085,-0.005355837852900459,-109.08075701925038,337.9163865491948,1126.3879551639825,464.40000000000003,5200.672586809993,406628440514.4331,7.536226388668599,0.002771823553253361,2026-01-23 16:21:21 UTC
