cagr,ann_return,ann_vol,sharpe,max_drawdown,nav_start,nav_end,rows
0.7384344465396973,0.73917408700265,0.1681946800127799,3.377848684665228,-0.12894687918584102,1.0025673365565146,17.41720736954988,1301
