"week","ticker","predicted_score","side","target_weight","predicted_week_gain","close_start","close_end","realized_week_gain","tradeable_flag","realized_return"
"2021-07-12","TTD","0.2774055403544858","long","0.1","27.899880941641893","77.8499984741211","92.5","0.1881824253438986","True","0.5957322705133856"
"2021-07-12","TTD","0.2774055403544858","short","0.1","-27.8998809416419","77.8499984741211","92.5","-0.188182425343899","True","-0.595732270513386"
"2021-07-12","GNRC","0.2428755238004008","long","0.1","-1.006271215682881","448.1499938964844","345.4800109863281","-0.2290973654099198","True","0.0862529479624225"
"2021-07-12","GNRC","0.2428755238004008","short","0.1","1.00627121568288","448.1499938964844","345.4800109863281","0.22909736540992","True","-0.0862529479624225"
"2021-07-12","NKE","0.23016946360649","long","0.1","5.393701907670972","161.82000732421875","166.83999633789062","0.0310220540505472","True","0.2831730526151637"
"2021-07-12","NKE","0.23016946360649","short","0.1","-5.39370190767097","161.82000732421875","166.83999633789062","-0.0310220540505472","True","-0.283173052615164"
"2021-07-12","FSLR","0.1824317714523673","long","0.1","-0.9805306715416406","94.29000091552734","97.06999969482422","0.0294834950928404","True","0.3491533670995823"
"2021-07-12","FSLR","0.1824317714523673","short","0.1","0.980530671541641","94.29000091552734","97.06999969482422","-0.0294834950928404","True","-0.349153367099582"
"2021-07-12","DECK","0.1621807656404441","long","0.1","-0.9131254134980183","65.65666961669922","63.05666732788086","-0.0395999721581533","True","0.2469519534163433"
"2021-07-12","DECK","0.1621807656404441","short","0.1","0.913125413498018","65.65666961669922","63.05666732788086","0.0395999721581533","True","-0.246951953416343"
"2021-07-12","CMG","0.1528415913508609","long","0.1","-0.727690259097745","32.31119918823242","33.818599700927734","0.0466525709526837","True","0.2935779016469955"
"2021-07-12","CMG","0.1528415913508609","short","0.1","0.727690259097745","32.31119918823242","33.818599700927734","-0.0466525709526837","True","-0.293577901646995"
"2021-07-12","AXON","0.1382748513898334","long","0.1","-1.0022331879081354","179.9199981689453","138.88999938964844","-0.2280457936686371","True","0.0489734168603113"
"2021-07-12","AXON","0.1382748513898334","short","0.1","1.00223318790814","179.9199981689453","138.88999938964844","0.228045793668637","True","-0.0489734168603113"
"2021-07-12","MSCI","0.1326492625155075","long","0.1","-0.263450759212226","559.9500122070312","621.760009765625","0.1103848490242387","True","0.3763815100658834"
"2021-07-12","MSCI","0.1326492625155075","short","0.1","0.263450759212226","559.9500122070312","621.760009765625","-0.110384849024239","True","-0.376381510065883"
