date,impact_on_final_nav
2023-04-11,0.10130404225122645
2021-02-02,0.10134713836463725
2021-08-24,0.10234267022601504
2022-09-27,0.10290800851246414
2021-05-06,0.10324312929069006
2021-10-15,0.10372535645544123
2023-01-13,0.10447767502148025
2023-06-29,0.10448312959243038
2023-05-10,0.10508417580088436
2025-05-07,0.10535694031492204
2025-09-30,0.1056695204239865
2022-11-07,0.10574943013267635
2021-07-28,0.1061887279947228
2023-08-10,0.10660815315284948
2023-11-22,0.10671418291172029
2024-04-29,0.10704317867049241
2021-11-24,0.10764058575892045
2021-06-24,0.10790904700664998
2022-04-27,0.10802074929097286
2021-11-03,0.10867545776068888
2021-06-01,0.10884860909156249
2021-10-29,0.10946286853797076
2024-07-02,0.10950016263672163
2023-09-25,0.10956745509946351
2024-12-16,0.11011967075580988
2023-04-18,0.11037974194189464
2021-05-27,0.11175422083688079
2021-12-23,0.11182004356678069
2024-11-19,0.11222772712514413
2024-07-30,0.11267976634826046
2023-04-10,0.11289986995845691
2025-11-07,0.11307324759324454
2024-11-20,0.11343914643490259
2021-04-09,0.11384596047179278
2023-07-25,0.11393236828537255
2021-02-03,0.11457625308935575
2024-02-09,0.11483235264238761
2021-05-03,0.11522122205331514
2023-12-26,0.11566675074453887
2023-10-10,0.11615162999972091
2023-08-25,0.11646415632603623
2021-07-02,0.11662680983802179
2021-04-29,0.11696107033102088
2024-05-20,0.11757705386378223
2023-07-17,0.11779197282684983
2021-10-25,0.1178452998579872
2023-09-11,0.1180437979747764
2022-10-27,0.11817821584686501
2021-10-20,0.1187715422387945
2023-06-06,0.11948210541987961
2022-07-05,0.12029343342837372
2024-01-22,0.1208261514320341
2022-03-22,0.12093050241561937
2022-04-07,0.12099818629342898
2023-07-18,0.1210624214922065
2021-07-22,0.12106370354089675
2025-09-15,0.12119283125261268
2024-09-11,0.12165639430308264
2023-02-14,0.12173267879995923
2024-09-23,0.12248554640170628
2023-12-07,0.1228642679832677
2024-10-09,0.12303070872647195
2025-09-10,0.12357292610231836
2021-05-26,0.12376351602776757
2024-10-24,0.12418463426661587
2025-05-08,0.12431963240069183
2025-10-29,0.1247058542520374
2024-03-13,0.12486129310103333
2025-07-03,0.12504721509451872
2025-09-29,0.12572205578521126
2021-11-02,0.12590281756224206
2021-03-11,0.12643268251934558
2024-02-27,0.12712561629645483
2023-10-11,0.1280438832399041
2023-12-08,0.12892445713234954
2025-10-27,0.1291064742176496
2023-08-28,0.12959754876053525
2022-06-06,0.1297613292857725
2022-09-14,0.13024159767249627
2025-12-18,0.1302830202128515
2024-08-19,0.13035293149802987
2025-06-02,0.13097647362929804
2025-03-05,0.13190239325710598
2023-05-15,0.13310567585738436
2021-03-17,0.1333971772662169
2025-12-11,0.13386543196774386
2022-03-29,0.13456696465038695
2021-05-24,0.1347332275651118
2025-11-26,0.13499787682275136
2023-11-29,0.13617057550910264
2022-09-12,0.13639589537761923
2023-09-01,0.13671240415214228
2022-01-14,0.1370048514575077
2025-08-13,0.13719366446080622
2024-12-06,0.13752893277927639
2025-06-06,0.13754867073481916
2025-06-23,0.13761901159943216
2024-05-14,0.13772502072264786
2021-02-12,0.13864029463294747
2022-03-25,0.13883833819308197
2023-01-12,0.13889913855427785
2025-01-28,0.13951036644926032
2025-07-25,0.13965885140372902
2021-10-21,0.14020966851826563
2025-07-09,0.1407011372613533
2025-02-10,0.1408580450893769
2024-11-18,0.14263563375939392
2024-04-26,0.1427155858755204
2021-05-20,0.14332696645195697
2024-10-18,0.14333594215659362
2021-11-12,0.14367304944143847
2024-08-21,0.1457389339854773
2024-01-18,0.14588343091123857
2025-03-31,0.14617865741021263
2023-02-23,0.1465584677997756
2024-09-16,0.14732359368587442
2021-02-11,0.14764279168346459
2021-07-29,0.1478258717701641
2025-12-05,0.14856717432313846
2025-04-29,0.15011325148845436
2025-12-03,0.1506935192843298
2021-02-09,0.15174280594906764
2023-06-08,0.15178441092778838
2024-10-28,0.15241917947722633
2021-11-04,0.15243317639184278
2023-01-11,0.152582460041564
2023-09-14,0.15290417903380793
2022-08-24,0.15320729848229625
2023-11-20,0.1532610972519505
2024-02-12,0.15353011128767802
2024-08-30,0.15353488415086142
2025-04-23,0.15356492157200907
2023-03-02,0.1538027851592885
2025-06-30,0.15385186019650868
2023-03-20,0.15385662592324428
2021-06-04,0.15420133979404801
2021-10-05,0.15431122868708028
2025-02-05,0.1543518455425996
2024-11-21,0.15440547744449792
2024-04-03,0.1547311654427103
2023-11-30,0.15704425439939962
2021-08-04,0.15735266547172808
2024-02-02,0.15810548037119626
2024-07-12,0.15853607970963704
2025-02-04,0.15884856897362873
2025-01-06,0.15890168196576887
2024-06-18,0.15905646802706008
2021-08-20,0.15936065398075244
2021-08-23,0.1611844487388301
2025-10-08,0.16130074469753886
2024-06-17,0.16235982338767102
2024-03-27,0.16263933086137752
2022-02-02,0.16330050076619262
2024-01-29,0.16380110872577838
2022-03-18,0.1643060680932735
2022-07-20,0.1649113840655645
2023-02-07,0.16517490050247974
2023-12-19,0.16534716877360517
2024-05-03,0.1664414309543899
2024-09-12,0.16661083634395527
2025-07-22,0.16686396698540548
2023-09-28,0.166864611940702
2025-05-16,0.167475189228114
2024-07-10,0.16808558636427257
2022-03-16,0.16876838153625948
2021-07-21,0.16934169339965147
2021-11-16,0.16951363344393744
2024-11-07,0.17019259070497753
2021-10-07,0.1709010885557338
2025-07-10,0.17114740689343635
2024-10-16,0.17220046950642168
2025-04-14,0.17240833132024683
2021-03-15,0.17324318054071114
2022-01-04,0.17365451961162431
2024-05-09,0.17397620175155082
2022-01-11,0.17430970817519872
2025-03-07,0.17502553062954504
2025-09-04,0.17545103736040682
2025-01-17,0.1755442093992389
2021-09-02,0.17568645358712148
2024-02-26,0.17616327876877697
2025-02-18,0.17820810506855503
2022-11-11,0.17986138563208948
2024-02-07,0.18012768558399575
2022-09-19,0.18022894520383997
2025-01-16,0.18031041872465794
2021-08-27,0.18043265767222316
2023-10-30,0.18108057454490334
2024-08-15,0.18128198079135274
2023-04-28,0.1815623989167893
2023-01-10,0.1819918698281957
2025-12-19,0.18220487732193047
2025-06-26,0.18240588971643026
2025-01-14,0.1835103046659591
2023-08-23,0.18414672585033007
2024-08-06,0.18493957509611883
2026-01-15,0.18548826111080932
2021-04-21,0.18588927182499038
2024-02-29,0.18590872326599553
2025-12-22,0.18609405935674447
2022-01-31,0.18705539151375672
2024-04-05,0.1874544574209306
2023-10-09,0.18745796053690109
2025-10-24,0.18792885346655824
2024-06-10,0.18808314316147443
2023-04-13,0.1887745184960931
2021-09-15,0.18923917066318868
2023-06-13,0.1897732829361805
2021-11-11,0.19009995666756854
2025-09-26,0.1902415628910029
2023-10-16,0.1905200741624511
2022-07-21,0.19068954046485956
2024-02-08,0.19092732452102512
2023-06-15,0.19111529005868247
2021-12-10,0.19191102080554437
2025-06-03,0.19222355731409588
2023-10-24,0.19285047390015675
2021-02-05,0.19339553936121529
2022-12-08,0.19393877454808642
2024-07-22,0.1943577639191431
2023-10-04,0.19521574984616977
2024-03-25,0.1953797181124874
2025-07-17,0.19663988478484515
2025-10-15,0.19782291108484115
2024-11-22,0.19808850679026618
2024-09-13,0.19825983649497722
2024-12-11,0.1985387635353956
2024-04-22,0.19945112053838718
2023-07-28,0.2001343972626596
2023-08-07,0.20072261810382205
2024-12-04,0.20097169121211686
2024-01-25,0.20152041403484502
2025-10-20,0.2015997852649269
2022-02-01,0.20195989999452466
2021-07-09,0.20365900827365113
2022-02-24,0.20408681099857534
2024-03-07,0.20441728907534265
2023-11-01,0.20477776873204537
2021-12-22,0.2054661845953296
2023-10-31,0.20572219456650306
2021-04-05,0.20592545427606157
2023-07-11,0.20622251171110348
2022-09-09,0.2067299399831302
2023-05-17,0.20794211581562627
2023-02-15,0.2086418032394027
2021-03-10,0.20939966328325252
2021-02-01,0.20956456445643173
2024-09-09,0.21071358869247758
2021-03-12,0.21175453611056055
2021-04-15,0.2119858758074095
2025-10-01,0.2123609926757075
2025-07-02,0.21402213702756775
2025-06-24,0.21497422420469717
2023-06-01,0.21504572872717642
2024-12-24,0.21632584857715745
2023-06-30,0.21643504724104162
2022-09-08,0.21657158538607968
2025-02-28,0.21737981957854577
2022-10-24,0.21793849406988822
2024-03-12,0.21833363304175707
2024-05-06,0.21904734456205863
2024-06-12,0.2197551604130328
2023-06-12,0.21978727557850472
2022-06-07,0.21996089541556058
2022-06-15,0.2200772147787324
2025-11-24,0.2214942103486868
2022-05-23,0.22159308737086403
2023-10-06,0.2242517581749291
2021-04-23,0.22578565813948065
2022-02-08,0.22741442479606824
2025-03-24,0.22748357107627284
2024-10-04,0.2275517014191383
2023-01-26,0.22785903330537363
2024-09-19,0.22811868880977462
2023-08-29,0.22885033743752675
2021-04-01,0.22946120479356538
2021-10-14,0.22958858533378979
2024-01-08,0.22997219416266704
2022-05-03,0.23024393288305994
2021-05-07,0.23150236877814528
2021-09-22,0.23251693352261504
2024-08-13,0.23332000664484626
2024-03-21,0.23361828305835353
2024-10-11,0.23479182280682567
2024-08-23,0.23620685300946254
2025-09-18,0.2365150385415821
2022-12-12,0.2380298635679214
2023-02-13,0.23877792447365898
2025-01-15,0.23957257666862497
2025-05-13,0.24041917380154307
2025-10-23,0.24143826933090884
2022-04-19,0.2418471574645989
2026-01-09,0.2429583883215521
2022-12-13,0.24343287980691042
2021-03-08,0.24358148782674585
2023-03-21,0.2436404110280141
2024-05-02,0.24426706203558005
2023-06-02,0.24466658603612537
2022-08-03,0.24606015925851157
2023-12-21,0.2461951029936155
2021-03-25,0.24623442185789712
2025-07-23,0.24673915050788017
2021-09-23,0.24704966097610354
2021-10-28,0.24898882758920673
2022-05-25,0.2503573835532806
2023-11-03,0.2511058198200119
2025-03-17,0.25279215134919014
2025-01-03,0.252933287187078
2025-11-05,0.25316914194624107
2023-07-10,0.25463106334993846
2022-07-29,0.25622581972640396
2025-11-10,0.2566201884054481
2021-06-21,0.2567819009104251
2025-08-12,0.25760258939181496
2023-12-01,0.2577615004384995
2022-11-22,0.25822711947837645
2025-01-30,0.2593393217726872
2024-03-01,0.2598446030747317
2022-12-29,0.2605818145628117
2021-07-23,0.26058238108597453
2024-03-04,0.2610183217698409
2022-10-18,0.26263459817641926
2022-11-15,0.2627520607143984
2023-01-23,0.26453890451653045
2024-04-23,0.26508823360156325
2022-04-13,0.2670952245400228
2022-07-07,0.26736596040386507
2024-05-15,0.26753929271194543
2026-01-05,0.26830293246932513
2021-08-03,0.2689534256323212
2022-03-24,0.2700663029758616
2022-02-09,0.2711618923043409
2022-03-09,0.27472173372424796
2023-05-18,0.2752695162805725
2023-03-29,0.2772103834091283
2023-11-10,0.27781876316546517
2023-03-03,0.27800252263676806
2022-03-15,0.2783459385481455
2023-05-25,0.278595896478993
2024-03-20,0.2793264732934706
2024-11-08,0.2798415225160091
2023-03-31,0.282498493946248
2023-01-31,0.28279274781559266
2021-05-14,0.28294247063493677
2025-02-13,0.2834648118631082
2025-09-11,0.283750270104604
2023-12-14,0.28420655121217153
2023-07-13,0.284785834477534
2024-02-15,0.28498885806147706
2022-07-15,0.2863037781299096
2024-07-16,0.2864999407582374
2025-01-21,0.28704815388994953
2024-11-11,0.28738817550440476
2025-06-16,0.2875671803095132
2021-12-27,0.28794312339596045
2021-02-04,0.2890979391056847
2023-02-01,0.2893220622375464
2023-05-05,0.29133390772861845
2021-02-19,0.29262404097883066
2022-07-01,0.29285818008716474
2025-10-13,0.29420212598389106
2021-12-02,0.2943492365323172
2024-03-06,0.294832705673723
2022-06-23,0.29532302460681875
2021-05-13,0.2955148778360575
2022-03-17,0.2965537448331208
2023-05-26,0.2973886077633722
2025-03-14,0.3004742811357964
2021-10-01,0.30112294885887786
2024-05-24,0.3013281415560456
2021-12-15,0.3036298392127197
2022-10-25,0.30396714693014953
2024-06-05,0.30412181988167997
2021-11-29,0.3053436063733874
2024-12-20,0.306779363148193
2025-11-25,0.3068373590244028
2022-11-04,0.3074311596558242
2025-04-24,0.3146868563049164
2024-01-19,0.31658629935548205
2025-11-21,0.3175444066268654
2021-07-20,0.3186135133602874
2022-12-21,0.3202015010777714
2022-01-28,0.320467402530539
2023-02-02,0.3223300613456991
2021-03-26,0.3223702539637759
2025-05-02,0.32257847184544125
2023-01-04,0.3229593700132013
2022-04-28,0.33096357392468023
2024-02-01,0.331548833273259
2022-08-25,0.33199935436912387
2023-11-02,0.33794278387112175
2021-12-21,0.3394740425424675
2026-01-02,0.3397678113738973
2022-10-13,0.34116713520986297
2024-11-05,0.3455288129764977
2022-06-02,0.3458825310413964
2025-08-04,0.349252539737178
2023-01-20,0.3498307252801056
2025-04-11,0.3512799985600882
2025-05-27,0.351794285988811
2022-07-28,0.3545963910532159
2022-08-12,0.3566463256777621
2024-02-14,0.3580352445035863
2021-02-24,0.35913029883608133
2023-04-27,0.3595035072945521
2023-12-13,0.36317497557434
2022-10-17,0.36652728695084147
2024-08-08,0.36987702138213263
2022-05-26,0.37029403901694874
2023-03-16,0.37045475217474844
2023-06-27,0.3708299811866612
2022-10-28,0.3716085463738039
2025-08-22,0.3764104221213157
2024-07-26,0.3775077371518234
2023-03-14,0.37804731073788317
2025-12-10,0.3781156347489346
2021-03-01,0.3828867262496138
2022-02-15,0.38568462163064343
2022-07-27,0.38983614175905607
2022-03-02,0.39078192369091547
2026-01-06,0.3927620374574295
2023-11-14,0.39489150260664024
2021-02-08,0.39705303350041327
2025-04-22,0.40504709539645384
2022-09-07,0.4075213711990865
2021-03-05,0.4098720787276799
2023-01-06,0.4242004150122809
2022-05-27,0.42444136648413294
2022-05-13,0.43433965938852326
2021-12-07,0.43555179208464156
2022-10-03,0.43734528226542396
2022-05-17,0.45001284443535994
2022-06-21,0.4506758318604387
2025-05-12,0.4761125301142011
2022-02-25,0.4835197010384436
2022-11-30,0.4844729299874219
2022-08-10,0.4895863359002516
2022-07-19,0.5005301175745874
2022-10-21,0.5061579205983846
2024-02-22,0.5195600894304333
2022-06-24,0.5231325060852432
2022-09-28,0.5530556449019001
2022-05-04,0.5756973768214928
2022-10-04,0.6424097867001045
2024-11-06,0.6933955241441556
2022-11-10,0.9161826644125666
2025-04-09,0.9575515953589437
