strategy,mean_weekly_return,std_weekly_return,hit_rate,ir_weekly,ir_annual,pearson_corr,spearman_corr,n_picks,n_weeks,n_tickers
longonly,0.02550266273969929,0.23641831108794636,0.5142857142857142,0.10787092853485632,0.777868327928672,-0.15308637620994378,-0.28009797917942436,70,7,58
