PS C:\Quant\scripts> & "C:\Quant\quant_freshness_audit.ps1"
=== Quant Freshness Audit ===

=== Freshness Report ===

FileName                                                               Cadence LastUpdated         Status
quant_expected_returns_timeseries.csv                                  Daily   02/02/2026 15:56:23 RED
restore_prices_date_and_run.py                                         Daily   02/02/2026 16:00:42 RED
generate_verification_report.py                                        Daily   02/02/2026 16:09:22 RED
print_verification_headers.py                                          Daily   02/02/2026 16:14:04 RED
test_selection_gate.py                                                 Daily   02/02/2026 16:47:53 RED
inspect_attribution.py                                                 Daily   02/02/2026 17:07:50 RED
dashboard_quant_v3.py                                                  Daily   02/02/2026 17:17:12 RED
build_strategy_returns_from_attr.py                                    Daily   02/02/2026 17:27:49 RED
fix_strategy_returns_cum.py                                            Daily   02/02/2026 17:35:23 RED
auto_fix_strategy_returns.py                                           Daily   02/02/2026 17:38:58 RED
build_strategy_returns_full.py                                         Daily   02/02/2026 17:50:53 RED
verify_quant.py                                                        Daily   02/02/2026 17:52:31 RED
cleanup_quant.py                                                       Daily   02/02/2026 17:53:24 RED
weekly_picks_quant_v1.py                                               Daily   02/02/2026 17:57:52 RED
make_price_returns.py                                                  Daily   02/02/2026 20:15:56 RED
app.py                                                                 Daily   03/02/2026 07:15:26 RED
PIP.txt                                                                Daily   03/02/2026 07:20:41 RED
export_worst_episode.py                                                Daily   03/02/2026 08:05:25 RED
per_day_impact.py                                                      Daily   03/02/2026 08:14:13 RED
per_day_impacts.csv                                                    Daily   03/02/2026 08:14:40 RED
reconcile_trades_vs_mark.py                                            Daily   03/02/2026 09:43:10 RED
cleanup_quant.ps1                                                      Daily   03/02/2026 10:42:14 RED
verification_diagnostics_longonly.csv                                  Daily   03/02/2026 15:55:03 RED
verification_time_series_longonly.png                                  Daily   03/02/2026 15:55:03 RED
verification_diagnostics_longshort.csv                                 Daily   03/02/2026 15:55:03 RED
verification_time_series_longshort.png                                 Daily   03/02/2026 15:55:03 RED
verification_run_report.txt                                            Daily   03/02/2026 15:55:03 RED
regen_run_report_fixed.txt                                             Daily   03/02/2026 16:14:03 RED
regen_run_report_fixed2.txt                                            Daily   03/02/2026 16:15:43 RED
diag_ingest.py                                                         Daily   03/02/2026 16:24:18 RED
patch_regen.py                                                         Daily   03/02/2026 16:25:35 RED
diag_weekly_build.py                                                   Daily   03/02/2026 16:26:35 RED
force_realized_build.py                                                Daily   03/02/2026 16:32:59 RED
force_realized_build_fixed.py                                          Daily   03/02/2026 16:33:54 RED
realized_weekly_from_ingest.csv                                        Daily   03/02/2026 16:34:11 RED
regen_run_report.txt                                                   Daily   03/02/2026 16:34:45 RED
run_verification_using_realized.py                                     Daily   03/02/2026 16:36:22 RED
ensure_realized_return_now.py                                          Daily   03/02/2026 16:37:14 RED
run_verification_now.py                                                Daily   03/02/2026 16:37:16 RED
fix_and_run_verification.py                                            Daily   03/02/2026 16:38:14 RED
ensure_and_rebuild_realized.py                                         Daily   03/02/2026 16:38:47 RED
patch_safe_match_tolerant.py                                           Daily   03/02/2026 16:40:09 RED
patch_safe_match_fix.py                                                Daily   03/02/2026 16:40:40 RED
fix_syntax_patch.py                                                    Daily   03/02/2026 16:41:16 RED
fix_escaped_newlines.py                                                Daily   03/02/2026 16:42:20 RED
fix_safe_match_indent.py                                               Daily   03/02/2026 16:43:01 RED
apply_safe_match_patch_and_run.py                                      Daily   03/02/2026 16:46:19 RED
apply_patch_run.log                                                    Daily   03/02/2026 16:48:38 RED
apply_and_run_safe_match_patch.py                                      Daily   03/02/2026 16:49:19 RED
regen_and_verify.py                                                    Daily   03/02/2026 16:49:19 RED
regen_and_verify.cpython-312.pyc                                       Daily   03/02/2026 16:49:20 RED
make_hist.py                                                           Daily   03/02/2026 17:00:44 RED
realized_return_hist_longonly.png                                      Daily   03/02/2026 17:00:45 RED
make_hist_run.log                                                      Daily   03/02/2026 17:00:45 RED
predicted_vs_picks_weekly_longonly.cleaned.csv                         Daily   03/02/2026 17:05:45 RED
predicted_vs_picks_weekly_longonly.20260203_171841.csv                 Daily   03/02/2026 17:06:13 RED
realized_return_mismatches_top5.csv                                    Daily   03/02/2026 17:10:28 RED
realized_return_mismatches_swap_test.csv                               Daily   03/02/2026 17:11:08 RED
regenerated_realized_longonly.20260203_171841.csv                      Daily   03/02/2026 17:12:43 RED
run_verification_log.txt                                               Daily   03/02/2026 17:12:43 RED
predicted_vs_picks_weekly_longonly.20260203_172239.csv                 Daily   03/02/2026 17:18:42 RED
regenerated_realized_longonly.20260203_172239.csv                      Daily   03/02/2026 17:18:42 RED
fontlist-v390.json                                                     Daily   03/02/2026 17:22:38 RED
predicted_vs_picks_weekly_longonly.20260203_172413.csv                 Daily   03/02/2026 17:22:39 RED
regenerated_realized_longonly.20260203_172413.csv                      Daily   03/02/2026 17:22:43 RED
rebuild_mpl_cache.py                                                   Daily   03/02/2026 17:24:12 RED
mpl_cache_test.png                                                     Daily   03/02/2026 17:24:13 RED
predicted_vs_picks_weekly_longonly.20260203_172451.csv                 Daily   03/02/2026 17:24:13 RED
regenerated_realized_longonly.20260203_172451.csv                      Daily   03/02/2026 17:24:18 RED
predicted_vs_picks_weekly_longonly.20260203_172921.csv                 Daily   03/02/2026 17:24:51 RED
regenerated_realized_longonly.20260203_172921.csv                      Daily   03/02/2026 17:24:55 RED
predicted_vs_picks_weekly_longonly.20260203_173201.csv                 Daily   03/02/2026 17:29:21 RED
regenerated_realized_longonly.20260203_173201.csv                      Daily   03/02/2026 17:29:24 RED
predicted_vs_picks_weekly_longonly.20260203_173302.csv                 Daily   03/02/2026 17:32:01 RED
regenerated_realized_longonly.20260203_173302.csv                      Daily   03/02/2026 17:32:05 RED
predicted_vs_picks_weekly_longonly.20260203_173353.csv                 Daily   03/02/2026 17:33:02 RED
regenerated_realized_longonly.20260203_173353.csv                      Daily   03/02/2026 17:33:06 RED
regenerated_realized_longonly.csv                                      Daily   03/02/2026 17:33:58 RED
regen_verification_diagnostics_longonly.csv                            Daily   03/02/2026 17:33:58 RED
regen_time_series_longonly.png                                         Daily   03/02/2026 17:33:59 RED
regen_verification_diagnostics_longshort.csv                           Daily   03/02/2026 17:33:59 RED
regen_time_series_longshort.png                                        Daily   03/02/2026 17:33:59 RED
regenerated_realized_longshort.csv                                     Daily   03/02/2026 19:42:49 RED
predicted_vs_picks_weekly_longshort_fixed.csv                          Daily   03/02/2026 19:45:13 RED
build_prices_quant_v1.py                                               Daily   04/02/2026 06:47:19 RED
aggregate_verification_weekly.py                                       Daily   04/02/2026 06:53:59 RED
build_weekly_selection_longonly.py                                     Daily   04/02/2026 07:07:05 RED
weekly_selection_canonical.csv                                         Daily   04/02/2026 07:07:28 RED
validate_weekly_selection_longshort.py                                 Daily   04/02/2026 07:25:40 RED
longshort_tickers.txt                                                  Daily   04/02/2026 07:34:34 RED
pricepanel_tickers.txt                                                 Daily   04/02/2026 07:36:47 RED
predicted_vs_picks_weekly_longonly.csv                                 Daily   04/02/2026 12:52:24 RED
realized_vs_picks_weekly_longonly.csv                                  Daily   04/02/2026 12:52:24 RED
realized_vs_picks_weekly_longshort.csv                                 Daily   04/02/2026 12:52:39 RED
weekly_portfolio_predicted_vs_realized.csv                             Daily   04/02/2026 12:52:39 RED
CQuant Recurse File  Select-String to_csv.txt                          Daily   04/02/2026 15:49:46 RED
build_weekly_selection_longshort.py                                    Daily   04/02/2026 16:31:16 RED
weekly_selection_longshort_canonical.csv                               Daily   04/02/2026 16:33:15 RED
compute_performance.py                                                 Daily   04/02/2026 16:48:35 RED
performance_anatomy.py                                                 Daily   04/02/2026 17:01:37 RED
dashboard_visuals.py                                                   Daily   04/02/2026 17:14:37 RED
dashboard_full.py                                                      Daily   04/02/2026 17:25:32 RED
script_manifest.yaml                                                   Daily   05/02/2026 06:47:38 RED
script_manifest.csv                                                    Daily   05/02/2026 06:47:38 RED
README.md                                                              Daily   05/02/2026 06:48:28 RED
.gitignore                                                             Daily   05/02/2026 06:48:28 RED
CACHEDIR.TAG                                                           Daily   05/02/2026 06:48:28 RED
__init__.cpython-312.pyc                                               Daily   05/02/2026 06:49:20 RED
test_selection_gate.cpython-312-pytest-9.0.1.pyc                       Daily   05/02/2026 06:49:20 RED
test_dashboard_reconciliation.py                                       Daily   05/02/2026 06:53:51 RED
pytest.ini                                                             Daily   05/02/2026 06:55:26 RED
test_dashboard_reconciliation.cpython-312-pytest-9.0.1.pyc             Daily   05/02/2026 06:55:27 RED
test_end_to_end.py                                                     Daily   05/02/2026 07:28:17 RED
lastfailed                                                             Daily   05/02/2026 07:29:32 RED
test_end_to_end.cpython-312-pytest-9.0.1.pyc                           Daily   05/02/2026 07:29:33 RED
test_pipeline_success.py                                               Daily   05/02/2026 11:25:32 RED
test_master_pipeline.py                                                Daily   05/02/2026 11:25:32 RED
validate_pipeline.ps1                                                  Daily   05/02/2026 11:29:14 RED
test_pipeline_success.cpython-312-pytest-9.0.1.pyc                     Daily   05/02/2026 11:31:12 RED
test_master_pipeline.cpython-312-pytest-9.0.1.pyc                      Daily   05/02/2026 11:31:48 RED
run_verification.py                                                    Daily   05/02/2026 15:39:32 RED
master_pipeline_quant_v1 .txt                                          Daily   05/02/2026 16:02:45 RED
generate_manifest.py                                                   Daily   05/02/2026 16:05:27 RED
master_pipeline_quant_v1.py                                            Daily   05/02/2026 16:10:47 RED
pipeline.log                                                           Daily   05/02/2026 16:14:01 RED
nodeids                                                                Daily   05/02/2026 16:14:01 RED
top10_fraction_by_date.csv                                             Daily   05/02/2026 16:49:29 RED
TREE.txt                                                               Daily   05/02/2026 21:24:42 RED
df_perf_export.parquet                                                 Daily   06/02/2026 01:00:46 RED
inspect_artifacts.py                                                   Daily   06/02/2026 07:34:31 RED
make_minimal_risk.py                                                   Daily   06/02/2026 07:38:39 RED
make_minimal_risk.py                                                   Daily   06/02/2026 07:39:33 RED
quant_risk_daily_v1.csv                                                Daily   06/02/2026 07:39:41 RED
performance.hash                                                       Daily   06/02/2026 07:51:32 RED
portfolio.hash                                                         Daily   06/02/2026 07:51:32 RED
contributors.hash                                                      Daily   06/02/2026 07:51:34 RED
dashboard_app.hash                                                     Daily   06/02/2026 08:03:10 RED
prices.hash                                                            Daily   06/02/2026 08:03:10 RED
weekly_selection.hash                                                  Daily   06/02/2026 08:03:10 RED
dump_snapshot.py                                                       Daily   06/02/2026 08:04:03 RED
data_snapshot.json                                                     Daily   06/02/2026 08:04:05 RED
dump_health.py                                                         Daily   06/02/2026 08:04:12 RED
health_snapshot.json                                                   Daily   06/02/2026 08:04:13 RED
dump_banner.py                                                         Daily   06/02/2026 08:04:49 RED
banner_snapshot.json                                                   Daily   06/02/2026 08:04:50 RED
inspect_dashboard.py                                                   Daily   06/02/2026 08:05:07 RED
compute_health.py                                                      Daily   06/02/2026 08:06:14 RED
health_standalone.json                                                 Daily   06/02/2026 08:06:15 RED
dashboard_app1.py                                                      Daily   06/02/2026 08:20:50 RED
manual_write_audit.py                                                  Daily   06/02/2026 08:22:11 RED
latest_banner.json.bak_20260206_085008                                 Daily   06/02/2026 08:46:55 RED
latest_banner.json.bak_20260206_085058                                 Daily   06/02/2026 08:50:10 RED
latest_banner.json.bak_20260206_085203                                 Daily   06/02/2026 08:51:00 RED
dashboard_app.py.bak_20260206_122835                                   Daily   06/02/2026 12:25:39 RED
validate_mon_open_fri_close.py                                         Daily   06/02/2026 13:04:22 RED
validate_single_pick_cli.py                                            Daily   06/02/2026 13:21:15 RED
validate_all_weekly_picks.py                                           Daily   06/02/2026 13:24:30 RED
quant_weekly_report_last_2m_with_combined.py                           Daily   06/02/2026 14:38:00 RED
convert_parquet_to_csv.py                                              Daily   06/02/2026 14:51:34 RED
prepare_df_perf_for_validation.py                                      Daily   06/02/2026 15:02:33 RED
df_perf_export.csv                                                     Daily   06/02/2026 15:13:29 RED
show_parquet_dates.py                                                  Daily   06/02/2026 15:21:53 RED
weekly_validation_single_script.py                                     Daily   06/02/2026 15:29:20 RED
inspect_parquet_columns.py                                             Daily   06/02/2026 15:30:38 RED
quant_weekly_picks_quant_v1.backup.parquet                             Daily   06/02/2026 15:33:36 RED
master_pipeline_run.log                                                Daily   06/02/2026 15:33:36 RED
auto_backfill_and_validate.py                                          Daily   06/02/2026 15:34:46 RED
backfill_from_price_and_validate.py                                    Daily   06/02/2026 15:35:56 RED
writer_backfill.log                                                    Daily   06/02/2026 15:43:38 RED
quant_weekly_picks_quant_v1.price_backfilled.parquet                   Daily   06/02/2026 15:43:40 RED
backfill_price.log                                                     Daily   06/02/2026 15:43:40 RED
weekly_picks_report_last_2m.csv                                        Daily   06/02/2026 15:43:41 RED
validator_run.log                                                      Daily   06/02/2026 15:43:41 RED
logging_quant_v1.py.bak_20260207_112754                                Daily   06/02/2026 17:01:10 RED
logging_quant_v1.py.bak_20260207_112350                                Daily   06/02/2026 17:01:10 RED
strategy_returns.parquet                                               Daily   06/02/2026 17:09:53 RED
strategy_returns_manifest.json                                         Daily   06/02/2026 17:09:53 RED
quant_weekly_picks_quant_v1.parquet                                    Daily   06/02/2026 17:09:54 RED
predicted_vs_picks_weekly_longshort.csv                                Daily   06/02/2026 17:23:37 RED
latest_banner.json                                                     Daily   06/02/2026 18:36:35 RED
predicted_longshort_sample.20260206_172620.csv                         Daily   06/02/2026 19:46:46 RED
realized_longshort_sample.20260206_172620.csv                          Daily   06/02/2026 19:46:46 RED
predicted_longshort_sample.20260207_020002.csv                         Daily   07/02/2026 03:27:20 RED
realized_longshort_sample.20260207_020002.csv                          Daily   07/02/2026 03:27:20 RED
df_perf_diagnostics.py                                                 Daily   07/02/2026 10:14:10 RED
dashboard_app.cpython-312.pyc                                          Daily   07/02/2026 10:16:13 RED
dashboard_app.backup.py                                                Daily   07/02/2026 10:36:22 RED
canonical_log_tail_20260207_112546.txt                                 Daily   07/02/2026 11:25:46 RED
canonical_log_tail_20260207_112907.txt                                 Daily   07/02/2026 11:29:07 RED
preflight.ps1                                                          Daily   07/02/2026 11:36:28 RED
test_imports.py                                                        Daily   07/02/2026 11:36:50 RED
nightly_health.yml                                                     Daily   07/02/2026 11:39:39 RED
canonical_pipeline_quant_v1.cpython-312.pyc                            Daily   07/02/2026 11:41:11 RED
__init__.cpython-312.pyc                                               Daily   07/02/2026 11:41:12 RED
ingestion_5years_quant_v1.cpython-312.pyc                              Daily   07/02/2026 11:41:12 RED
master_pipeline_quant_v1.cpython-312.pyc                               Daily   07/02/2026 11:41:12 RED
hotfix_logging_api_backcompat.patch                                    Daily   07/02/2026 11:48:27 RED
hotfix_logging_api_backcompat.bundle                                   Daily   07/02/2026 11:48:27 RED
hotfix_branch_name.txt                                                 Daily   07/02/2026 11:48:27 RED
hotfix_commit_id.txt                                                   Daily   07/02/2026 11:48:27 RED
hotfix_logging_api_backcompat_bundle.zip                               Daily   07/02/2026 11:49:20 RED
canonical_log_tail_20260207_115241.txt                                 Daily   07/02/2026 11:52:41 RED
canonical_launcher.py                                                  Daily   07/02/2026 14:27:19 RED
powershell                                                             Daily   07/02/2026 14:44:12 RED
$CANONICAL_LOG                                                         Daily   07/02/2026 14:45:15 RED
logging_quant_v1.cpython-312.pyc                                       Daily   07/02/2026 14:57:51 RED
ingestion_5years_quant_v1.py                                           Daily   07/02/2026 15:05:16 RED
canonical_launcher.py                                                  Daily   07/02/2026 16:30:34 RED
logging_quant_v1.py                                                    Daily   07/02/2026 16:54:27 RED
verified_snapshot_20260207_165853.zip                                  Daily   07/02/2026 16:59:08 RED
attribution_suite.log                                                  Log     25/01/2026 10:48:18 RED
logging_quant_v1.py.bak.20260207_114405                                Log     25/01/2026 18:04:36 RED
patch_logging_integration_quant_v1.py                                  Log     25/01/2026 18:05:20 RED
master_pipeline_20260205_030015.log                                    Log     05/02/2026 03:01:02 RED
master_pipeline_20260205_065528.log                                    Log     05/02/2026 06:56:01 RED
master_pipeline_20260205_065602.log                                    Log     05/02/2026 06:56:34 RED
master_pipeline_20260205_070129.log                                    Log     05/02/2026 07:01:58 RED
master_pipeline_20260205_070543.log                                    Log     05/02/2026 07:06:17 RED
master_pipeline_20260205_071011.log                                    Log     05/02/2026 07:10:42 RED
master_pipeline_20260205_071044.log                                    Log     05/02/2026 07:11:22 RED
master_pipeline_20260205_071125.log                                    Log     05/02/2026 07:12:00 RED
master_pipeline_20260205_071200.log                                    Log     05/02/2026 07:12:34 RED
master_pipeline_20260205_071234.log                                    Log     05/02/2026 07:13:14 RED
master_pipeline_20260205_072857.log                                    Log     05/02/2026 07:29:32 RED
master_pipeline_20260205_072933.log                                    Log     05/02/2026 07:30:00 RED
master_pipeline_20260205_073000.log                                    Log     05/02/2026 07:30:27 RED
master_pipeline_20260205_073028.log                                    Log     05/02/2026 07:30:58 RED
master_pipeline_20260205_101355.log                                    Log     05/02/2026 10:14:30 RED
master_pipeline_20260205_101433.log                                    Log     05/02/2026 10:15:18 RED
master_pipeline_20260205_101519.log                                    Log     05/02/2026 10:16:03 RED
master_pipeline_20260205_101604.log                                    Log     05/02/2026 10:16:45 RED
master_pipeline_20260205_102050.log                                    Log     05/02/2026 10:21:22 RED
master_pipeline_20260205_102124.log                                    Log     05/02/2026 10:21:50 RED
master_pipeline_20260205_102152.log                                    Log     05/02/2026 10:22:19 RED
master_pipeline_20260205_102219.log                                    Log     05/02/2026 10:22:49 RED
master_pipeline_20260205_102250.log                                    Log     05/02/2026 10:23:20 RED
master_pipeline_20260205_103202.log                                    Log     05/02/2026 10:32:34 RED
master_pipeline_20260205_103236.log                                    Log     05/02/2026 10:33:02 RED
master_pipeline_20260205_103304.log                                    Log     05/02/2026 10:33:33 RED
master_pipeline_20260205_104215.log                                    Log     05/02/2026 10:42:41 RED
master_pipeline_20260205_104241.log                                    Log     05/02/2026 10:43:07 RED
master_pipeline_20260205_104308.log                                    Log     05/02/2026 10:43:35 RED
master_pipeline_20260205_112915.log                                    Log     05/02/2026 11:29:46 RED
master_pipeline_20260205_113039.log                                    Log     05/02/2026 11:31:10 RED
master_pipeline_20260205_113112.log                                    Log     05/02/2026 11:31:47 RED
master_pipeline_20260205_113149.log                                    Log     05/02/2026 11:32:38 RED
master_pipeline_20260205_113240.log                                    Log     05/02/2026 11:33:33 RED
master_pipeline_20260205_113333.log                                    Log     05/02/2026 11:34:23 RED
master_pipeline_20260205_113424.log                                    Log     05/02/2026 11:35:12 RED
master_pipeline_20260205_153943.log                                    Log     05/02/2026 15:39:43 RED
master_pipeline_20260205_161110.log                                    Log     05/02/2026 16:11:41 RED
master_pipeline_20260205_161141.log                                    Log     05/02/2026 16:12:15 RED
master_pipeline_20260205_161217.log                                    Log     05/02/2026 16:12:53 RED
master_pipeline_20260205_161253.log                                    Log     05/02/2026 16:13:27 RED
master_pipeline_20260205_161328.log                                    Log     05/02/2026 16:14:01 RED
master_pipeline_20260206_010007.log                                    Log     06/02/2026 01:00:46 RED
dashboard_stdout.log                                                   Log     06/02/2026 11:50:50 RED
dashboard_stderr.log                                                   Log     06/02/2026 14:22:06 RED
master_pipeline_20260206_153246.log                                    Log     06/02/2026 15:33:36 RED
master_pipeline_20260206_154258.log                                    Log     06/02/2026 15:43:38 RED
master_pipeline_20260206_164839.log                                    Log     06/02/2026 16:49:23 RED
master_pipeline_20260206_165030.log                                    Log     06/02/2026 16:51:18 RED
quant_v1_20260206.log                                                  Log     06/02/2026 17:09:21 RED
daily_status.csv                                                       Log     06/02/2026 17:09:54 RED
master_pipeline_20260206_170922.log                                    Log     06/02/2026 17:09:54 RED
daily_verification_20260206_172317.log                                 Log     06/02/2026 17:23:37 RED
daily_verification_20260206_172620.log                                 Log     06/02/2026 19:46:46 RED
pipeline_failure.flag                                                  Log     07/02/2026 01:07:40 RED
daily_verification_20260207_020002.log                                 Log     07/02/2026 03:27:20 RED
dashboard_compute.log                                                  Log     07/02/2026 10:20:02 RED
quant_v1.log                                                           Log     07/02/2026 11:41:12 RED
master_pipeline_20260207_114112.log                                    Log     07/02/2026 11:41:12 RED
quant_v1_20260207.log                                                  Log     07/02/2026 11:41:28 RED
logging_quant_v1.py.bak.20260207_114827                                Log     07/02/2026 11:44:13 RED
master_pipeline_20260207_114438.log                                    Log     07/02/2026 11:44:38 RED
logging_quant_v1.py.bak.20260207_115723                                Log     07/02/2026 11:48:27 RED
canonical_v1_20260207.log                                              Log     07/02/2026 11:52:41 RED
logging_quant_v1.py                                                    Log     07/02/2026 11:57:23 RED
logging_quant_v1.cpython-312.pyc                                       Log     07/02/2026 14:27:53 RED
canonical_import_debug.log                                             Log     07/02/2026 16:55:44 RED
canonical_direct_run.log                                               Log     07/02/2026 16:58:24 RED
attribution_regime_aggregated.csv                                      Weekly  23/01/2026 16:21:22 RED
attribution_sector.csv                                                 Weekly  23/01/2026 16:39:12 RED
attribution_expected_vs_realised.csv                                   Weekly  24/01/2026 12:00:14 RED
factor_returns_aligned.csv                                             Weekly  25/01/2026 10:44:36 RED
attribution_rolling.csv                                                Weekly  25/01/2026 10:44:40 RED
attribution_regime_summary.csv                                         Weekly  25/01/2026 10:44:40 RED
liquidity_costs_enhanced.csv                                           Weekly  25/01/2026 10:45:24 RED
attribution_diagnostics.csv                                            Weekly  25/01/2026 10:48:16 RED
summary.py                                                             Weekly  01/02/2026 11:36:35 RED
summary.cpython-312.pyc                                                Weekly  01/02/2026 12:51:56 RED
quant_generate_historical_weights_ensemble_v1.py                       Daily   07/02/2026 17:20:07 YELLOW
quant_weekly_10x10_v1.py                                               Daily   07/02/2026 17:20:07 YELLOW
scripts_snapshot_20260207_172314.zip                                   Daily   07/02/2026 17:23:29 YELLOW
scripts_snapshot_20260207_172508.zip                                   Daily   07/02/2026 17:25:20 YELLOW
healthcheck_quant.ps1                                                  Daily   07/02/2026 17:31:42 YELLOW
README.txt                                                             Daily   07/02/2026 17:31:57 YELLOW
predicted_longshort_sample.20260208_020002.csv                         Daily   08/02/2026 03:22:02 YELLOW
realized_longshort_sample.20260208_020002.csv                          Daily   08/02/2026 03:22:02 YELLOW
logging_quant_v1.py                                                    Daily   08/02/2026 09:26:12 YELLOW
logging_quant_v1.cpython-312.pyc                                       Daily   08/02/2026 09:26:19 YELLOW
run_master_pipeline_wrapper.ps1                                        Daily   08/02/2026 09:58:15 YELLOW
canonical_pipeline_quant_v1.py                                         Daily   08/02/2026 10:38:29 YELLOW
price_returns_quant_v1.py                                              Daily   08/02/2026 10:47:13 YELLOW
price_returns.parquet                                                  Daily   08/02/2026 10:47:24 YELLOW
optimiser_regime_features_v1.py                                        Daily   08/02/2026 10:58:35 YELLOW
expected_returns_quant_v1.py                                           Daily   08/02/2026 11:31:18 YELLOW
optimiser_quant_v3.py                                                  Daily   08/02/2026 11:33:22 YELLOW
portfolio_optimised_quant_v3.parquet                                   Daily   08/02/2026 11:36:49 YELLOW
attribution_quant_v3.py                                                Daily   08/02/2026 11:56:44 YELLOW
realized_returns_quant_v2.py                                           Daily   08/02/2026 12:16:10 YELLOW
realized_returns.parquet                                               Daily   08/02/2026 12:16:38 YELLOW
attribution_quant_v3.parquet                                           Daily   08/02/2026 12:38:07 YELLOW
optimiser_regime.py                                                    Daily   08/02/2026 12:49:56 YELLOW
optimiser_regime_quant_v1.parquet                                      Daily   08/02/2026 12:50:14 YELLOW
expected_returns_quant_v1.parquet                                      Daily   08/02/2026 12:50:47 YELLOW
dashboard_metrics_quant_v1.py                                          Daily   08/02/2026 14:39:34 YELLOW
__init__.py                                                            Daily   08/02/2026 15:05:28 YELLOW
risk_metrics_page.py                                                   Daily   08/02/2026 15:05:53 YELLOW
diagnostics_page.py                                                    Daily   08/02/2026 15:06:01 YELLOW
how_quant_works_page.py                                                Daily   08/02/2026 15:06:12 YELLOW
__init__.cpython-312.pyc                                               Daily   08/02/2026 15:17:43 YELLOW
home_page.py                                                           Daily   08/02/2026 15:26:38 YELLOW
home_page.cpython-312.pyc                                              Daily   08/02/2026 15:26:55 YELLOW
risk_metrics_page.cpython-312.pyc                                      Daily   08/02/2026 15:26:55 YELLOW
diagnostics_page.cpython-312.pyc                                       Daily   08/02/2026 15:26:55 YELLOW
how_quant_works_page.cpython-312.pyc                                   Daily   08/02/2026 15:26:55 YELLOW
predicted_longshort_sample.20260209_020001.csv                         Daily   09/02/2026 03:22:53 YELLOW
realized_longshort_sample.20260209_020001.csv                          Daily   09/02/2026 03:22:53 YELLOW
validate_dashboard_inputs.py                                           Daily   09/02/2026 15:54:19 YELLOW
README.md                                                              Daily   09/02/2026 15:55:56 YELLOW
dashboard_app_commit.py                                                Daily   09/02/2026 16:11:51 YELLOW
dashboard_app_66330ce.py                                               Daily   09/02/2026 16:37:14 YELLOW
recomputed_regenerate.meta.json                                        Daily   09/02/2026 17:00:31 YELLOW
predicted_longshort_sample.20260210_020002.csv                         Daily   10/02/2026 03:24:48 YELLOW
realized_longshort_sample.20260210_020002.csv                          Daily   10/02/2026 03:24:48 YELLOW
Development.docx                                                       Daily   10/02/2026 11:22:48 YELLOW
validate_optimiser_regime_quant_v1.py                                  Daily   10/02/2026 11:26:28 YELLOW
fix_cum_return.py                                                      Daily   10/02/2026 12:07:38 YELLOW
fix_strategy_returns.py                                                Daily   10/02/2026 12:11:10 YELLOW
strategy_returns_fixed.parquet                                         Daily   10/02/2026 12:11:28 YELLOW
discover_perf.py                                                       Daily   10/02/2026 12:43:12 YELLOW
compare_returns.py                                                     Daily   10/02/2026 12:47:20 YELLOW
strategy_returns_backup_before_repair.parquet                          Daily   10/02/2026 12:52:13 YELLOW
repair_strategy_returns.py                                             Daily   10/02/2026 12:53:48 YELLOW
dashboard_app.txt                                                      Daily   10/02/2026 13:07:32 YELLOW
repair_strategy_returns.py                                             Daily   10/02/2026 16:41:52 YELLOW
strategy_returns_repaired.parquet                                      Daily   10/02/2026 16:42:15 YELLOW
merge_and_repair_strategies.py                                         Daily   10/02/2026 16:52:54 YELLOW
strategy_returns_merged.parquet                                        Daily   10/02/2026 16:54:16 YELLOW
canonical_verbose_debug.log                                            Log     07/02/2026 17:02:05 YELLOW
daily_verification_20260208_020002.log                                 Log     08/02/2026 03:22:02 YELLOW
daily_verification_20260209_020001.log                                 Log     09/02/2026 03:22:53 YELLOW
daily_verification_20260210_020002.log                                 Log     10/02/2026 03:24:48 YELLOW
baseline_summary.csv                                                   Weekly  03/02/2026 07:44:47 YELLOW
worst_episode_pnl.csv                                                  Weekly  03/02/2026 08:05:29 YELLOW
per_ticker_pnl_20250404.py                                             Weekly  03/02/2026 08:17:20 YELLOW
per_ticker_pnl_2025-04-04.csv                                          Weekly  03/02/2026 09:41:12 YELLOW
verification_summary_longonly.csv                                      Weekly  03/02/2026 15:55:03 YELLOW
verification_summary_longshort.csv                                     Weekly  03/02/2026 15:55:03 YELLOW
regen_verification_summary_longonly.csv                                Weekly  03/02/2026 17:33:58 YELLOW
regen_verification_summary_longshort.csv                               Weekly  03/02/2026 17:33:59 YELLOW
verification_summary.csv                                               Weekly  04/02/2026 12:52:39 YELLOW
