date,portfolio_type,daily_return,cumulative_return,vt_scaling_factor,vt_daily_return,vt_cumulative_return,regime_score,regime_scaling_factor,ra_vt_daily_return,ra_vt_cumulative_return
2021-01-22,longonly,0.0120223541782521,0.2690168066367256,1.0,0.0120223541782521,0.2690168066367253,0.5,0.6000000000000001,0.007213412506951261,0.1614100839820352
2021-01-25,longonly,0.0241802491499862,0.2931970557867119,1.0,0.0241802491499862,0.2931970557867114,0.5,0.6000000000000001,0.014508149489991722,0.17591823347202692
2021-01-26,longonly,0.0222144475555773,0.3154115033422892,1.0,0.0222144475555773,0.3154115033422887,0.5,0.6000000000000001,0.013328668533346383,0.1892469020053733
2021-01-27,longonly,0.0322906362191195,0.3477021395614088,1.0,0.0322906362191195,0.3477021395614082,0.5,0.6000000000000001,0.019374381731471702,0.20862128373684502
2021-01-28,longonly,-0.0206337520325275,0.3270683875288812,1.0,-0.0206337520325275,0.3270683875288807,0.5,0.6000000000000001,-0.012380251219516502,0.19624103251732852
2021-01-29,longonly,0.005117374620726,0.3321857621496072,1.0,0.005117374620726,0.3321857621496067,0.5,0.6000000000000001,0.0030704247724356007,0.1993114572897641
2021-02-01,longonly,0.0235844003070343,0.3557701624566416,1.0,0.0235844003070343,0.355770162456641,0.5,0.6000000000000001,0.014150640184220582,0.2134620974739847
2021-02-02,longonly,0.0267845635454292,0.3825547260020708,1.0,0.0267845635454292,0.3825547260020702,0.5,0.6000000000000001,0.01607073812725752,0.2295328356012422
2021-02-03,longonly,0.0142323228147299,0.3967870488168008,1.0,0.0142323228147299,0.3967870488168001,0.5,0.6000000000000001,0.00853939368883794,0.23807222929008015
2021-02-04,longonly,0.0400394277684117,0.4368264765852126,1.0,0.0400394277684117,0.4368264765852118,0.5,0.6000000000000001,0.024023656661047024,0.2620958859511272
2021-02-05,longonly,0.0149951355334856,0.4518216121186982,1.0,0.0149951355334856,0.4518216121186973,0.5,0.6000000000000001,0.00899708132009136,0.27109296727121857
2021-02-08,longonly,0.0514747709954566,0.5032963831141549,1.0,0.0514747709954566,0.5032963831141539,0.5,0.6000000000000001,0.030884862597273965,0.30197782986849253
2021-02-09,longonly,0.023404858463687,0.526701241577842,1.0,0.023404858463687,0.5267012415778409,0.5,0.6000000000000001,0.014042915078212202,0.3160207449467047
2021-02-10,longonly,-0.0012480869117943,0.5254531546660476,1.0,-0.0012480869117943,0.5254531546660466,0.5,0.6000000000000001,-0.0007488521470765801,0.31527189279962814
2021-02-11,longonly,0.0315701626427447,0.5570233173087923,1.0,0.0315701626427447,0.5570233173087913,0.5,0.6000000000000001,0.01894209758564682,0.33421399038527494
2021-02-12,longonly,0.0204013941351384,0.5774247114439308,1.0,0.0204013941351384,0.5774247114439297,0.5,0.6000000000000001,0.012240836481083041,0.346454826866358
2021-02-15,longonly,0.0,0.5774247114439308,1.0,0.0,0.5774247114439297,0.5,0.6000000000000001,0.0,0.346454826866358
2021-02-16,longonly,0.0141722916927552,0.5915970031366861,1.0,0.0141722916927552,0.591597003136685,0.5,0.6000000000000001,0.008503375015653122,0.3549582018820111
2021-02-17,longonly,0.0021982134453184,0.5937952165820045,1.0,0.0021982134453184,0.5937952165820034,0.5,0.6000000000000001,0.00131892806719104,0.35627712994920213
2021-02-18,longonly,0.0002102528907995,0.594005469472804,1.0,0.0002102528907995,0.5940054694728029,0.5,0.6000000000000001,0.0001261517344797,0.35640328168368185
2021-02-19,longonly,0.0376927520053123,0.6316982214781164,1.0,0.0376927520053123,0.6316982214781152,0.5,0.6000000000000001,0.022615651203187384,0.3790189328868692
2021-02-22,longonly,0.0297255533194101,0.6614237747975265,1.0,0.0297255533194101,0.6614237747975252,0.5,0.6000000000000001,0.017835331991646063,0.3968542648785153
2021-02-23,longonly,0.0166113209181272,0.6780350957156537,1.0,0.0166113209181272,0.6780350957156525,0.5,0.6000000000000001,0.009966792550876322,0.4068210574293916
2021-02-24,longonly,0.0304608747437631,0.7084959704594168,1.0,0.0304608747437631,0.7084959704594156,0.5,0.6000000000000001,0.01827652484625786,0.4250975822756495
2021-02-25,longonly,-0.0338351216179182,0.6746608488414987,1.0,-0.0338351216179182,0.6746608488414974,0.5,0.6000000000000001,-0.02030107297075092,0.4047965093048986
2021-02-26,longonly,0.0143755809606262,0.6890364298021249,1.0,0.0143755809606262,0.6890364298021235,0.5,0.6000000000000001,0.008625348576375721,0.4134218578812743
2021-03-01,longonly,0.0307094464082191,0.719745876210344,1.0,0.0307094464082191,0.7197458762103426,0.5,0.6000000000000001,0.01842566784493146,0.43184752572620577
2021-03-02,longonly,-0.0049171726100494,0.7148287036002945,1.0,-0.0049171726100494,0.7148287036002932,0.5,0.6000000000000001,-0.0029503035660296403,0.4288972221601761
2021-03-03,longonly,0.0139547220006354,0.72878342560093,1.0,0.0139547220006354,0.7287834256009286,0.5,0.6000000000000001,0.008372833200381243,0.43727005536055735
2021-03-04,longonly,0.0198961300987082,0.7486795556996382,1.0,0.0198961300987082,0.7486795556996367,0.5,0.6000000000000001,0.011937678059224922,0.44920773341978226
2021-03-05,longonly,0.0356076751977156,0.7842872308973539,1.0,0.0356076751977156,0.7842872308973523,0.5,0.6000000000000001,0.02136460511862936,0.4705723385384116
2021-03-08,longonly,0.0232335846200703,0.8075208155174243,1.0,0.0232335846200703,0.8075208155174226,0.5,0.6000000000000001,0.013940150772042182,0.4845124893104538
2021-03-09,longonly,-0.0118700878559351,0.7956507276614891,1.0,-0.0118700878559351,0.7956507276614875,0.5,0.6000000000000001,-0.007122052713561061,0.47739043659689273
2021-03-10,longonly,0.0271994932497749,0.822850220911264,1.0,0.0271994932497749,0.8228502209112624,0.5,0.6000000000000001,0.016319695949864942,0.49371013254675766
2021-03-11,longonly,0.0116150433692569,0.834465264280521,1.0,0.0116150433692569,0.8344652642805193,0.5,0.6000000000000001,0.006969026021554141,0.5006791585683118
2021-03-12,longonly,0.0267887214546634,0.8612539857351844,1.0,0.0267887214546634,0.8612539857351826,0.5,0.6000000000000001,0.016073232872798042,0.5167523914411098
2021-03-15,longonly,0.0106201176463929,0.8718741033815773,1.0,0.0106201176463929,0.8718741033815756,0.5,0.6000000000000001,0.006372070587835741,0.5231244620289456
2021-03-16,longonly,-0.0084978012264203,0.863376302155157,1.0,-0.0084978012264203,0.8633763021551553,0.5,0.6000000000000001,-0.005098680735852181,0.5180257812930934
2021-03-17,longonly,0.025089281246732,0.8884655834018891,1.0,0.025089281246732,0.8884655834018873,0.5,0.6000000000000001,0.015053568748039203,0.5330793500411326
2021-03-18,longonly,0.0295201985828268,0.917985781984716,1.0,0.0295201985828268,0.917985781984714,0.5,0.6000000000000001,0.017712119149696084,0.5507914691908287
2021-03-19,longonly,0.0215398357521939,0.93952561773691,1.0,0.0215398357521939,0.939525617736908,0.5,0.6000000000000001,0.012923901451316343,0.563715370642145
2021-03-22,longonly,0.0053307965109655,0.9448564142478756,1.0,0.0053307965109655,0.9448564142478736,0.5,0.6000000000000001,0.0031984779065793003,0.5669138485487244
2021-03-23,longonly,-0.0028995671137453,0.9419568471341302,1.0,-0.0028995671137453,0.9419568471341282,0.5,0.6000000000000001,-0.0017397402682471804,0.5651741082804772
2021-03-24,longonly,0.0019454137027906,0.9439022608369207,1.0,0.0019454137027906,0.9439022608369187,0.5,0.6000000000000001,0.0011672482216743601,0.5663413565021516
2021-03-25,longonly,0.0229115229638328,0.9668137838007536,0.701636671943369,0.0160755647214977,0.9599778255584164,0.7,0.76,0.012217429188338251,0.5785587856904898
2021-03-26,longonly,0.0333756107932549,1.0001893945940086,0.7012724444783509,0.0234053961669438,0.9833832217253604,0.7,0.76,0.017788101086877287,0.5963468867773671
2021-03-29,longonly,0.0063108754132604,1.006500270007269,0.6996863242202114,0.0044156332205158,0.9877988549458764,0.7,0.76,0.003355881247592008,0.5997027680249591
2021-03-30,longonly,0.0105348045858203,1.0170350745930894,0.7013860248025156,0.0073889647105198,0.995187819656396,0.7,0.76,0.005615613179995048,0.6053183812049542
2021-03-31,longonly,0.0033608816846623,1.0203959562777518,0.7195306832736004,0.0024182574949667,0.997606077151363,0.7,0.76,0.001837875696174692,0.6071562569011288
2021-04-01,longonly,0.0137967133199162,1.034192669597668,0.7276148431835511,0.0100386933987192,1.0076447705500822,0.7,0.76,0.007629406983026592,0.6147856638841555
2021-04-02,longonly,0.0,1.034192669597668,0.7282407487166849,0.0,1.0076447705500822,0.7,0.76,0.0,0.6147856638841555
2021-04-05,longonly,0.0234293077826381,1.0576219773803062,0.7289547018051068,0.017078904068193,1.0247236746182753,0.7,0.76,0.012979967091826678,0.6277656309759821
2021-04-06,longonly,0.0010792106160944,1.0587011879964006,0.7333705702213473,0.000791461304914,1.025515135923189,0.7,0.76,0.00060151059173464,0.6283671415677168
2021-04-07,longonly,0.0002544996559114,1.058955687652312,0.7298306998819266,0.0001857416619935,1.0257008775851828,0.7,0.76,0.00014116366311506002,0.6285083052308318
2021-04-08,longonly,0.0048837999049622,1.0638394875572743,0.7565766403269732,0.0036949689241254,1.0293958465093085,0.7,0.76,0.0028081763823353044,0.6313164816131671
2021-04-09,longonly,0.0094384713959472,1.0732779589532215,0.7988123787778134,0.0075395677878229,1.0369354142971312,0.7,0.76,0.005730071518745404,0.6370465531319125
2021-04-12,longonly,0.0045060599784176,1.0777840189316392,0.8018409760953404,0.0036131435314385,1.0405485578285698,0.7,0.76,0.0027459890838932603,0.6397925422158057
2021-04-13,longonly,0.004092211315294,1.0818762302469334,0.8148240689518331,0.0033344322749385,1.0438829901035085,0.7,0.76,0.00253416852895326,0.642326710744759
2021-04-14,longonly,0.0023637224424257,1.084239952689359,0.8153749395399965,0.0019273200435821,1.0458103101470906,0.7,0.76,0.001464763233122396,0.6437914739778814
2021-04-15,longonly,0.0212464604720798,1.1054864131614388,0.8138951658063692,0.0172923914687218,1.0631027016158126,0.7,0.76,0.01314221751622857,0.65693369149411
2021-04-16,longonly,0.0195816433487394,1.1250680565101785,0.8132008578213905,0.0159238091687474,1.07902651078456,0.7,0.76,0.012102094968248022,0.6690357864623581
2021-04-19,longonly,0.0004254285501234,1.1254934850603018,0.8108015971020903,0.0003449381478928,1.0793714489324528,0.7,0.76,0.00026215299239852797,0.6692979394547566
2021-04-20,longonly,0.0034561122605619,1.1289495973208636,0.8098636916500401,0.0027989798340956,1.0821704287665486,0.7,0.76,0.0021272246739126558,0.6714251641286691
2021-04-21,longonly,0.0188448865388042,1.147794483859668,0.8192686411925318,0.0154390245880735,1.097609453354622,0.7,0.76,0.01173365868693586,0.683158822815605
2021-04-22,longonly,0.0113671291543767,1.1591616130140447,0.855843291820562,0.0097284812340312,1.1073379345886534,0.7,0.76,0.007393645737863712,0.6905524685534687
2021-04-23,longonly,0.017808107415221,1.1769697204292655,0.8579845692318327,0.0152790813694825,1.122617015958136,0.7,0.76,0.0116121018408067,0.7021645703942755
2021-04-26,longonly,0.0020472625540128,1.1790169829832786,0.8564137704176943,0.001753303842917,1.124370319801053,0.7,0.76,0.00133251092061692,0.7034970813148924
2021-04-27,longonly,0.0107708530277455,1.189787836011024,0.8620436133963372,0.0092849450633986,1.1336552648644518,0.7,0.76,0.007056558248182936,0.7105536395630754
2021-04-28,longonly,0.0117113673404129,1.201499203351437,0.8619641233874207,0.010094778483247,1.1437500433476988,0.7,0.76,0.0076720316472677205,0.7182256712103431
2021-04-29,longonly,0.0178937706295563,1.2193929739809932,0.8868364881006289,0.0158688487039938,1.1596188920516928,1.0,1.0,0.0158688487039938,0.7340945199143368
2021-04-30,longonly,-0.0012411674247482,1.218151806556245,0.879633011210959,-0.0010917718392482,1.1585271202124443,0.7,0.76,-0.0008297465978286321,0.7332647733165082
2021-05-03,longonly,0.0113960121399773,1.2295478186962223,0.9408044432017808,0.010721418856072,1.1692485390685166,1.0,1.0,0.010721418856072,0.7439861921725802
2021-05-04,longonly,0.0222245040658347,1.2517723227620572,0.9419316069391628,0.0209339628281576,1.1901825018966743,0.7,0.76,0.015909811749399774,0.75989600392198
2021-05-05,longonly,0.0108818865300082,1.2626542092920654,0.9500105977069244,0.010337907526552,1.2005204094232262,0.7,0.76,0.00785680972017952,0.7677528136421595
2021-05-06,longonly,0.0107324191053975,1.2733866283974629,0.9677375594681163,0.0103861650722463,1.2109065744954726,0.7,0.76,0.007893485454907189,0.7756462990970667
2021-05-07,longonly,0.0107782009262224,1.2841648293236854,0.9712306185743816,0.0104681187526939,1.2213746932481666,0.7,0.76,0.007955770252047365,0.783602069349114
2021-05-10,longonly,0.0042858259378394,1.288450655261525,0.9753112560285788,0.004180014278554,1.2255547075267206,0.7,0.76,0.0031768108517010404,0.7867788802008151
2021-05-11,longonly,-0.0072791594390453,1.2811714958224796,0.958288531100334,-0.0069755350064878,1.2185791725202326,0.7,0.76,-0.005301406604930728,0.7814774735958844
2021-05-12,longonly,0.0020550311982253,1.2832265270207048,0.9581625535908516,0.0019690539406004,1.220548226460833,0.7,0.76,0.0014964809948563042,0.7829739545907407
2021-05-13,longonly,0.0121472190109938,1.2953737460316987,0.9642881414661844,0.0117134192440939,1.232261645704927,0.7,0.76,0.008902198625511365,0.791876153216252
2021-05-14,longonly,0.0226109378124364,1.3179846838441351,0.9923043349466504,0.0224369316084897,1.2546985773134167,0.7,0.76,0.017052068022452172,0.8089282212387042
2021-05-17,longonly,0.020169985936525,1.3381546697806603,1.0061363036015945,0.0202937550938714,1.274992332407288,0.7,0.76,0.015423253871342265,0.8243514751100465
2021-05-18,longonly,-0.0132461048450696,1.3249085649355907,0.9770911094191536,-0.0129426512785514,1.2620496811287365,0.7,0.76,-0.009836414971699065,0.8145150601383474
2021-05-19,longonly,-0.0052289592498032,1.3196796056857871,0.9847602297016308,-0.0051492711119366,1.2569004100167998,0.7,0.76,-0.003913446045071816,0.8106016140932756
2021-05-20,longonly,0.0129202124906109,1.3325998181763985,1.103527813549234,0.0142578138403553,1.271158223857155,0.7,0.76,0.010835938518670029,0.8214375526119456
2021-05-21,longonly,0.0118845472381601,1.3444843654145584,1.1043097388515362,0.0131242212569413,1.2842824451140964,0.7,0.76,0.009974408155275389,0.831411960767221
2021-05-24,longonly,0.0165562359782943,1.3610406013928529,1.131378813269958,0.0187313746133399,1.3030138197274364,0.7,0.76,0.014235844706138326,0.8456478054733594
2021-05-25,longonly,-0.0048666675649951,1.3561739338278578,1.1315005162733105,-0.0055066368623225,1.297507182865114,0.7,0.76,-0.0041850440153651,0.8414627614579943
2021-05-26,longonly,0.0113019005452456,1.3674758343731035,1.1323062200269984,0.0127972122855081,1.310304395150622,0.7,0.76,0.009725881336986156,0.8511886427949804
2021-05-27,longonly,0.0137047467219902,1.3811805810950937,1.138311108448967,0.015600265432121,1.325904660582743,1.0,1.0,0.015600265432121,0.8667889082271014
2021-05-28,longonly,0.006335017617616,1.3875155987127097,1.1909598307404274,0.0075447515096135,1.3334494120923566,1.0,1.0,0.0075447515096135,0.8743336597367148
2021-05-31,longonly,0.0,1.3875155987127097,1.1983903387018229,0.0,1.3334494120923566,1.0,1.0,0.0,0.8743336597367148
2021-06-01,longonly,0.0142882614609482,1.401803860173658,1.242406775081608,0.0177518328432194,1.351201244935576,1.0,1.0,0.0177518328432194,0.8920854925799343
2021-06-02,longonly,0.0154535688131773,1.4172574289868354,1.270568493128552,0.019634817640417,1.3708360625759932,1.0,1.0,0.019634817640417,0.9117203102203513
2021-06-03,longonly,0.0109562216647138,1.4282136506515493,1.270768292718733,0.0139228190995163,1.3847588816755096,1.0,1.0,0.0139228190995163,0.9256431293198676
2021-06-04,longonly,0.0226219915825321,1.4508356422340811,1.2845422472813854,0.0290589039054063,1.413817785580916,1.0,1.0,0.0290589039054063,0.9547020332252739
2021-06-07,longonly,0.04707307178287,1.4979087140169514,1.1533573865053095,0.0542920750462677,1.4681098606271838,1.0,1.0,0.0542920750462677,1.0089941082715417
2021-06-08,longonly,0.0067155750521442,1.5046242890690955,1.1830042174108752,0.0079445536090258,1.4760544142362098,1.0,1.0,0.0079445536090258,1.0169386618805674
2021-06-09,longonly,0.0023547906980123,1.506979079767108,1.1961788631185553,0.0028167508600305,1.4788711650962405,1.0,1.0,0.0028167508600305,1.0197554127405979
2021-06-10,longonly,0.0268472669026672,1.5338263466697752,1.205018806998424,0.0323514615342203,1.5112226266304605,1.0,1.0,0.0323514615342203,1.052106874274818
2021-06-11,longonly,0.0081748959414166,1.5420012426111918,1.216941667237644,0.0099483714964417,1.5211709981269022,1.0,1.0,0.0099483714964417,1.06205524577126
2021-06-14,longonly,0.0213785282542116,1.5633797708654034,1.207239347149644,0.0258090004926346,1.5469799986195367,1.0,1.0,0.0258090004926346,1.0878642462638946
2021-06-15,longonly,-0.0045436539406659,1.5588361169247376,1.202933005200741,-0.0054657112894374,1.541514287330099,1.0,1.0,-0.0054657112894374,1.0823985349744571
2021-06-16,longonly,0.0112027008699633,1.570038817794701,1.209498062747559,0.013549644999761,1.5550639323298605,1.0,1.0,0.013549644999761,1.0959481799742181
2021-06-17,longonly,0.0261209532693014,1.5961597710640023,1.201065338525814,0.0313729715810104,1.5864369039108708,1.0,1.0,0.0313729715810104,1.1273211515552284
2021-06-18,longonly,0.0118648981409092,1.6080246692049114,1.2532732351161942,0.0148699592773813,1.601306863188252,1.0,1.0,0.0148699592773813,1.1421911108326097
2021-06-21,longonly,0.0051655154700536,1.613190184674965,1.2522193915115982,0.0064683586387542,1.6077752218270065,1.0,1.0,0.0064683586387542,1.1486594694713639
2021-06-22,longonly,0.021678680039743,1.6348688647147085,1.2386521962642103,0.0268523446433367,1.6346275664703431,1.0,1.0,0.0268523446433367,1.1755118141147007
2021-06-23,longonly,0.0011624087534318,1.63603127346814,1.2350909021235636,0.0014356804759124,1.6360632469462555,1.0,1.0,0.0014356804759124,1.176947494590613
2021-06-24,longonly,0.0089444504691442,1.6449757239372842,1.2362154609971725,0.0110572679600794,1.647120514906335,1.0,1.0,0.0110572679600794,1.1880047625506924
2021-06-25,longonly,0.0036585195906476,1.6486342435279318,1.242447698473816,0.0045455192452214,1.6516660341515566,1.0,1.0,0.0045455192452214,1.192550281795914
2021-06-28,longonly,0.0148123712977297,1.6634466148256617,1.258553221777509,0.0186421576189224,1.670308191770479,1.0,1.0,0.0186421576189224,1.2111924394148363
2021-06-29,longonly,0.0144837610061411,1.6779303758318027,1.2655368555077204,0.0183297333596371,1.688637925130116,1.0,1.0,0.0183297333596371,1.2295221727744734
2021-06-30,longonly,4.827805728766681e-05,1.6779786538890904,1.2650833082126782,6.107576442756273e-05,1.6886990008945435,1.0,1.0,6.107576442756273e-05,1.2295832485389009
2021-07-01,longonly,0.008531914782624,1.6865105686717146,1.267963679668708,0.0108181580623957,1.6995171589569391,1.0,1.0,0.0108181580623957,1.2404014066012967
2021-07-02,longonly,0.007578349150724,1.6940889178224383,1.267213680652605,0.0096033877205595,1.7091205466774988,1.0,1.0,0.0096033877205595,1.2500047943218562
2021-07-05,longonly,0.0,1.6940889178224383,1.2593985375602608,0.0,1.7091205466774988,1.0,1.0,0.0,1.2500047943218562
2021-07-06,longonly,0.0183852562490297,1.7124741740714684,1.2568216169433355,0.023106987486823,1.7322275341643218,1.0,1.0,0.023106987486823,1.2731117818086792
2021-07-07,longonly,0.0083674240273316,1.7208415980988,1.263485220799483,0.0105721165946959,1.7427996507590178,1.0,1.0,0.0105721165946959,1.2836838984033752
2021-07-08,longonly,-0.0043171472620687,1.7165244508367312,1.2529786410356012,-0.0054092933095774,1.7373903574494405,1.0,1.0,-0.0054092933095774,1.2782746050937976
2021-07-09,longonly,0.0089385826441917,1.725463033480923,1.2623944634278184,0.0112840172409195,1.74867437469036,1.0,1.0,0.0112840172409195,1.289558622334717
2021-07-12,longonly,0.0073229468297893,1.7327859803107124,1.271667313197474,0.0093123521197261,1.757986726810086,1.0,1.0,0.0093123521197261,1.2988709744544433
2021-07-13,longonly,-0.0029536155973542,1.729832364713358,1.2580712428379406,-0.0037158588454289,1.754270867964657,1.0,1.0,-0.0037158588454289,1.2951551156090144
2021-07-14,longonly,0.0052043381128562,1.735036702826214,1.264275736608894,0.006579718401193,1.76085058636585,1.0,1.0,0.006579718401193,1.3017348340102073
2021-07-15,longonly,0.0096565078856743,1.7446932107118889,1.2645484951934824,0.0122111225156534,1.7730617088815035,1.0,1.0,0.0122111225156534,1.3139459565258607
2021-07-16,longonly,0.0117254556641161,1.7564186663760046,1.27124515758415,0.0149059287334752,1.787967637614979,1.0,1.0,0.0149059287334752,1.3288518852593358
2021-07-19,longonly,0.0056597131233962,1.762078379499401,1.2758938332693466,0.0072211930722148,1.7951888306871937,0.6,0.6799999999999999,0.004910411289106064,1.333762296548442
2021-07-20,longonly,0.02470116189674,1.786779541396141,1.2521587482231638,0.0309297759602796,1.826118606647473,1.0,1.0,0.0309297759602796,1.3646920725087217
2021-07-21,longonly,0.0149449443798918,1.8017244857760328,1.2498931157907065,0.0186795830963017,1.8447981897437749,1.0,1.0,0.0186795830963017,1.3833716556050233
2021-07-22,longonly,0.0203919966614027,1.822116482437436,1.2451704589706123,0.0253915118422059,1.8701897015859807,1.0,1.0,0.0253915118422059,1.4087631674472292
2021-07-23,longonly,0.0134738426706039,1.83559032510804,1.2576460061563854,0.0169453244222644,1.887135026008245,1.0,1.0,0.0169453244222644,1.4257084918694936
2021-07-26,longonly,0.0006758978046795,1.8362662229127191,1.2482674541396384,0.0008437012319058,1.887978727240151,1.0,1.0,0.0008437012319058,1.4265521931013994
2021-07-27,longonly,-0.001254861430806,1.8350113614819128,1.25104899305958,-0.0015698931294391,1.886408834110712,1.0,1.0,-0.0015698931294391,1.4249822999719604
2021-07-28,longonly,0.0188425117502264,1.85385387323214,1.2426863977528244,0.0234153330515041,1.909824167162216,1.0,1.0,0.0234153330515041,1.4483976330234645
2021-07-29,longonly,0.0168099785082787,1.8706638517404184,1.2378980466574392,0.0208090395597517,1.930633206721968,1.0,1.0,0.0208090395597517,1.469206672583216
2021-07-30,longonly,0.0257177959720126,1.896381647712431,1.2138949047962873,0.0312187014930165,1.961851908214984,1.0,1.0,0.0312187014930165,1.5004253740762326
2021-08-02,longonly,0.009129692309952,1.905511340022383,1.2171798136536875,0.0111124771845428,1.972964385399527,1.0,1.0,0.0111124771845428,1.5115378512607753
2021-08-03,longonly,0.0309636400884432,1.9364749801108263,1.2081558954958536,0.0374089043188644,2.0103732897183915,1.0,1.0,0.0374089043188644,1.54894675557964
2021-08-04,longonly,0.0440063605082526,1.9804813406190789,1.124765094057414,0.0494968182161892,2.0598701079345805,1.0,1.0,0.0494968182161892,1.5984435737958291
2021-08-05,longonly,0.0111716576595655,1.9916529982786444,1.1247720095914615,0.0125655678362173,2.072435675770798,1.0,1.0,0.0125655678362173,1.6110091416320462
2021-08-06,longonly,0.0100538118036596,2.0017068100823043,1.134106969133122,0.0114020980328831,2.083837773803681,1.0,1.0,0.0114020980328831,1.6224112396649295
2021-08-09,longonly,0.0075675534593854,2.0092743635416896,1.1392023662314623,0.0086209748075149,2.092458748611196,1.0,1.0,0.0086209748075149,1.6310322144724443
2021-08-10,longonly,0.0054355934727462,2.014709957014436,1.187017290267418,0.0064521434350144,2.0989108920462103,1.0,1.0,0.0064521434350144,1.6374843579074587
2021-08-11,longonly,0.0106402416473415,2.0253501986617777,1.2131447676007203,0.0129081534804796,2.11181904552669,1.0,1.0,0.0129081534804796,1.6503925113879383
2021-08-12,longonly,0.0079371338480302,2.033287332509808,1.2119201938393669,0.0096191727916337,2.121438218318324,1.0,1.0,0.0096191727916337,1.660011684179572
2021-08-13,longonly,0.0065769010833778,2.039864233593186,1.2095030838916352,0.0079547821427956,2.1293930004611195,1.0,1.0,0.0079547821427956,1.6679664663223677
2021-08-16,longonly,0.0025813250094633,2.042445558602649,1.2045059070573156,0.0031092212219333,2.132502221683053,1.0,1.0,0.0031092212219333,1.671075687544301
2021-08-17,longonly,0.0008108955358266,2.043256454138476,1.2189935343267304,0.000988476415187,2.13349069809824,1.0,1.0,0.000988476415187,1.672064163959488
2021-08-18,longonly,0.0025041634695876,2.0457606176080634,1.2114493333335792,0.0030336671657902,2.13652436526403,1.0,1.0,0.0030336671657902,1.6750978311252782
2021-08-19,longonly,0.0159903463347071,2.0617509639427705,1.2099232132090445,0.0193470912176142,2.155871456481644,1.0,1.0,0.0193470912176142,1.6944449223428923
2021-08-20,longonly,0.0109296191762526,2.072680583119023,1.21231897103452,0.0132501846735537,2.169121641155197,1.0,1.0,0.0132501846735537,1.7076951070164461
2021-08-23,longonly,0.0098957036832807,2.082576286802304,1.224850023450809,0.0121207528885286,2.181242394043726,1.0,1.0,0.0121207528885286,1.7198158599049747
2021-08-24,longonly,0.0187693515366806,2.1013456383389846,1.2205580189149148,0.0229090825279284,2.2041514765716546,1.0,1.0,0.0229090825279284,1.742724942432903
2021-08-25,longonly,0.00847169368109,2.1098173320200746,1.221048753873149,0.0103443510124899,2.2144958275841446,1.0,1.0,0.0103443510124899,1.7530692934453929
2021-08-26,longonly,0.0032665898092107,2.1130839218292854,1.214572435554979,0.0039675099405321,2.218463337524677,1.0,1.0,0.0039675099405321,1.757036803385925
2021-08-27,longonly,0.0156288658308428,2.128712787660128,1.2251023743883744,0.0191469606383628,2.23761029816304,1.0,1.0,0.0191469606383628,1.776183764024288
