date,pnl,cumulative_return
2021-01-27,0.0025673365565146854,0.0025673365565146854
2021-01-28,-0.011698082787694165,-0.00913074623117948
2021-01-29,-0.011937748824230907,-0.021068495055410388
2021-02-01,0.01217857476646378,-0.008889920288946607
2021-02-02,0.005852850335562045,-0.003037069953384562
2021-02-03,0.0066218976939499226,0.0035848277405653604
2021-02-04,0.016878566795692624,0.020463394536257985
2021-02-05,0.011228382036910444,0.03169177657316843
2021-02-08,0.02332840382413205,0.05502018039730047
2021-02-09,0.008788805270202427,0.0638089856675029
2021-02-10,-0.001115545584352084,0.06269344008315081
2021-02-11,0.008549305978026302,0.07124274606117711
2021-02-12,0.008023830566031785,0.0792665766272089
2021-02-15,0.0,0.0792665766272089
2021-02-16,0.0022024077495477285,0.08146898437675663
2021-02-17,-0.0025981405882656143,0.07887084378849102
2021-02-18,-0.008134589817266445,0.07073625397122457
2021-02-19,0.01708795100962319,0.08782420498084777
2021-02-22,-0.000570169998846558,0.08725403498200121
2021-02-23,-0.00039612238421218697,0.08685791259778902
2021-02-24,0.021053387046342766,0.10791129964413179
2021-02-25,-0.02832366660768099,0.0795876330364508
2021-02-26,-0.0028871473496222036,0.0767004856868286
2021-03-01,0.022477369909096264,0.09917785559592487
2021-03-02,-0.003351914910600397,0.09582594068532448
2021-03-03,0.0005117577572460026,0.09633769844257048
2021-03-04,-0.01792578481631969,0.07841191362625079
2021-03-05,0.02409972354392654,0.10251163717017733
2021-03-08,0.014183463032461619,0.11669510020263896
2021-03-09,-0.002954733649941498,0.11374036655269745
2021-03-10,0.012168875132594388,0.12590924168529183
2021-03-11,0.0073121467839252045,0.13322138846921702
2021-03-12,0.012307408480351684,0.14552879694956872
2021-03-15,0.010046598255587472,0.15557539520515618
2021-03-16,-0.00889709690663382,0.14667829829852236
2021-03-17,0.007718042247754617,0.154396340546277
2021-03-18,-0.006113544431491084,0.1482827961147859
2021-03-19,0.003540022414248065,0.15182281852903395
2021-03-22,-0.0018940826099460846,0.14992873591908787
2021-03-23,-0.021346080652816915,0.12858265526627094
2021-03-24,-0.006428264493423927,0.12215439077284701
2021-03-25,0.014340155482627775,0.13649454625547477
2021-03-26,0.018857755226568206,0.155352301482043
2021-03-29,-0.006115517564229705,0.14923678391781328
2021-03-30,0.004332166134415711,0.15356895005222898
2021-03-31,-0.0012348520429281468,0.15233409800930084
2021-04-01,0.01335027889020607,0.1656843768995069
2021-04-02,0.0,0.1656843768995069
2021-04-05,0.011964562273151631,0.17764893917265853
2021-04-06,-0.0006368136387031558,0.17701212553395537
2021-04-07,-0.002715694502965564,0.1742964310309898
2021-04-08,0.003908871868410756,0.17820530289940056
2021-04-09,0.006579412969555423,0.18478471586895598
2021-04-12,7.384585952526326e-05,0.18485856172848125
2021-04-13,0.0014467999609045219,0.18630536168938577
2021-04-14,-0.0005399808221748813,0.1857653808672109
2021-04-15,0.012321019865074659,0.19808640073228556
2021-04-16,0.0048526050200289935,0.20293900575231455
2021-04-19,-0.005608183972644361,0.19733082177967018
2021-04-20,-0.0055829559976411655,0.19174786578202901
2021-04-21,0.01078787303273886,0.20253573881476788
2021-04-22,-0.0015390718579650843,0.2009966669568028
2021-04-23,0.013133623380876105,0.21413029033767889
2021-04-26,0.0021986859471048613,0.21632897628478376
2021-04-27,0.005003479854189493,0.22133245613897326
2021-04-28,0.001801504505970862,0.22313396064494412
2021-04-29,0.006760659259302108,0.22989461990424623
2021-04-30,-0.008618332051444523,0.2212762878528017
2021-05-03,0.006659421702865424,0.22793570955566714
2021-05-04,-0.0015313906854089523,0.2264043188702582
2021-05-05,0.0040925809763263845,0.23049689984658459
2021-05-06,0.0059629977201076986,0.23645989756669228
2021-05-07,0.013470635552498497,0.24993053311919078
2021-05-10,-0.004152093368977031,0.24577843975021374
2021-05-11,-0.012434122634098002,0.23334431711611575
2021-05-12,-0.023039019765855366,0.21030529735026038
2021-05-13,0.017259676750944704,0.22756497410120508
