date,regime_label,factor_contribution,idiosyncratic_contribution,turnover_cost,liquidity_cost,net_contribution,attribution_regime_summary_run_date
2026-01-21 00:00:00+00:00,normal,-104.60295324420758,105.36029424860095,-109.83274218579085,-0.005355837852900459,-109.08075701925038,2026-01-25 10:44:38 UTC
