date,portfolio_type,daily_return,rolling_vol_63,target_ann_vol,leverage_cap,applied_leverage,optimised_daily_return,optimised_cumulative_return
2024-04-18,longonly,0.0018660090191563,0.0090260211271223,0.15,2.0,1.046874552158651,0.0019534773562532555,4.072248862588805
2024-04-19,longonly,0.0053319425869534,0.0090197790859367,0.15,2.0,1.047599030442262,0.005585737884466188,4.077834600473271
2024-04-22,longonly,0.0134781510247741,0.0090662854724286,0.15,2.0,1.042225270091736,0.014047269592132396,4.091881870065404
2024-04-23,longonly,0.0182901312539347,0.0091210625289232,0.15,2.0,1.0359661273308045,0.018947956443510845,4.1108298265089145
2024-04-24,longonly,0.008499872989602,0.0091154260488199,0.15,2.0,1.0366067120311921,0.008811025392434068,4.119640851901349
2024-04-25,longonly,0.0061538331447074,0.0090958650505577,0.15,2.0,1.0388359735670574,0.006392823246051338,4.126033675147401
2024-04-26,longonly,0.0137607594558245,0.0091472601534937,0.15,2.0,1.0329991348963319,0.014214852613383228,4.140248527760784
2024-04-29,longonly,0.0080127837654034,0.008962095643798,0.15,2.0,1.054341774601536,0.008448212654713797,4.148696740415498
2024-04-30,longonly,-0.0085054388308939,0.0088961523379631,0.15,2.0,1.0621571513459704,-0.009034112679569665,4.1396626277359285
2024-05-01,longonly,-0.0006791745546458,0.0088452218212614,0.15,2.0,1.0682730197356611,-0.0007255438524190916,4.138937083883509
2024-05-02,longonly,0.0212447601882068,0.0090502564768851,0.15,2.0,1.0440711652055696,0.02218104152421397,4.161118125407723
2024-05-03,longonly,0.0145758463629457,0.0091130185493248,0.15,2.0,1.0368805653238555,0.0151134118168848,4.176231537224608
2024-05-06,longonly,0.0168151375202369,0.009167992247868,0.15,2.0,1.0306631560937514,0.01733074270675782,4.193562279931366
2024-05-07,longonly,0.0031145139196142,0.0090567373720555,0.15,2.0,1.0433240401102772,0.0032494472455915826,4.196811727176958
2024-05-08,longonly,0.0044970464624375,0.0090420368605246,0.15,2.0,1.0450202726426912,0.004699504720263286,4.201511231897221
2024-05-09,longonly,0.0125060226043486,0.0090805377694841,0.15,2.0,1.0405894524204506,0.013013635213816887,4.214524867111038
2024-05-10,longonly,0.0070221561788908,0.0088861118726591,0.15,2.0,1.0633572883888425,0.007467060953028276,4.2219919280640665
2024-05-13,longonly,0.0008552297891952,0.0085930902318355,0.15,2.0,1.0996174333447366,0.000940425585714786,4.222932353649782
2024-05-14,longonly,0.0112373037815458,0.0085303748315088,0.15,2.0,1.10770183161569,0.012447581981240201,4.2353799356310216
2024-05-15,longonly,0.0208485585887539,0.0087095989258565,0.15,2.0,1.0849078018023035,0.022618763869271526,4.257998699500293
2024-05-16,longonly,-0.0035356274634674,0.008760188837389,0.15,2.0,1.0786424814156192,-0.003813677980555688,4.254185021519738
2024-05-17,longonly,0.006251372496263,0.0086116695851276,0.15,2.0,1.0972450500828952,0.006859287527748929,4.261044309047486
2024-05-20,longonly,0.0099528330156416,0.0085848734176374,0.15,2.0,1.1006699068873542,0.010954783788591625,4.271999092836078
2024-05-21,longonly,0.0055779555893772,0.0081787916992171,0.15,2.0,1.1553188016923306,0.006444316967412304,4.27844340980349
2024-05-22,longonly,0.0017617350181965,0.0081849072323672,0.15,2.0,1.1544555798829563,0.002033844822032151,4.280477254625522
2024-05-23,longonly,-0.0056905859934948,0.0083035562474317,0.15,2.0,1.1379596336392976,-0.006475657152350261,4.2740015974731715
2024-05-24,longonly,0.0198383275093792,0.0084643413880504,0.15,2.0,1.1163434214232588,0.022146386407135534,4.296147983880307
2024-05-27,longonly,0.0,0.0084965855089051,0.15,2.0,1.1121069534729282,0.0,4.296147983880307
2024-05-28,longonly,0.0024552103489126,0.0084563101482982,0.15,2.0,1.1174036499988445,0.0027434610053898756,4.298891444885697
2024-05-29,longonly,-0.0070553481733364,0.0083734780249779,0.15,2.0,1.128457230919361,-0.007961658662855167,4.290929786222843
2024-05-30,longonly,0.0057489453234151,0.0083517671339045,0.15,2.0,1.1313907193211175,0.006504303384796384,4.297434089607639
2024-05-31,longonly,0.0028813125506683,0.0082665085054088,0.15,2.0,1.1430595902790275,0.0032935119436327265,4.300727601551271
2024-06-03,longonly,-0.0001243881366954,0.0081342624008727,0.15,2.0,1.161643350012524,-0.00014449465181266022,4.300583106899459
2024-06-04,longonly,0.0010062738378847,0.0080676087683311,0.15,2.0,1.1712407104224716,0.001178588884763623,4.301761695784222
2024-06-05,longonly,0.0210015438805314,0.0082360380277041,0.15,2.0,1.1472885134145914,0.024094830058106177,4.325856525842329
2024-06-06,longonly,-0.0017319179790973,0.0082101642782465,0.15,2.0,1.150904111659114,-0.001993271523199426,4.3238632543191295
2024-06-07,longonly,-0.0031960256273755,0.0082255137524487,0.15,2.0,1.1487564314651737,-0.003671454994575122,4.320191799324554
2024-06-10,longonly,0.0158908812592757,0.00832706794612,0.15,2.0,1.1347465742288672,0.018032123070440807,4.338223922394995
2024-06-11,longonly,0.0027318153469238,0.0082454376404608,0.15,2.0,1.1459806304110998,0.003130607473434453,4.34135452986843
2024-06-12,longonly,0.0149295497289662,0.0083364533812407,0.15,2.0,1.1334690417022864,0.016922182424337948,4.358276712292768
2024-06-13,longonly,0.0036620304617493,0.0083387215584754,0.15,2.0,1.1331607320101351,0.0041496691186792495,4.3624263814114475
2024-06-14,longonly,-0.0039752840072365,0.0084167477207451,0.15,2.0,1.1226559401253136,-0.004462876204409217,4.357963505207038
2024-06-17,longonly,0.012619450690818,0.0083764401395558,0.15,2.0,1.128058180778901,0.0142354745887132,4.372198979795751
2024-06-18,longonly,0.0125731943474395,0.0083226075115253,0.15,2.0,1.1353547325336892,0.014275035705431267,4.386474015501182
2024-06-19,longonly,0.0,0.0082921452946416,0.15,2.0,1.139525597957951,0.0,4.386474015501182
2024-06-20,longonly,-0.0054233276269706,0.0083912821661701,0.15,2.0,1.1260629350929559,-0.006107008225597229,4.380367007275585
2024-06-21,longonly,-0.0016058098933841,0.0084108429622874,0.15,2.0,1.1234440908715901,-0.0018040376357855053,4.3785629696398
2024-06-24,longonly,0.0023312426613662,0.0083649220637544,0.15,2.0,1.12961146000082,0.0026333984263220704,4.381196368066123
2024-06-25,longonly,0.005927545371511,0.008366265745527,0.15,2.0,1.129430036367494,0.00669474778451564,4.387891115850638
