portfolio_type,pre_ann_vol,post_ann_vol,pre_ann_sharpe,post_ann_sharpe,pre_max_drawdown,post_max_drawdown,pre_calmar,post_calmar
longonly,0.17198159192283646,0.15158729321454667,8.012824624351747,8.641729898146608,-0.034778116367093985,-0.02163625675601414,39.624294776309256,60.545428847674195
longshort,0.14149877299200694,0.10317703333130353,17.178267774713195,17.845565320458405,-0.022113002992355663,-0.011160002788014455,109.92192300115596,164.98674085120726
