date,market_return,market_level,trend_lookback_days,vol_lookback_days,trend_regime,vol_regime,regime_score
2024-08-16,0.0024215997652999094,1.5406081026268696,60,60,up,high,0.7
2024-08-19,0.007966771198679667,1.55288177488733,60,60,up,high,0.7
2024-08-20,-0.004547116696916267,1.5458206402404029,60,60,up,high,0.7
2024-08-21,0.007832217364807733,1.557927843501772,60,60,up,low,1.0
2024-08-22,-0.003897149733510122,1.5518563654216413,60,60,up,low,1.0
2024-08-23,0.013287544288644907,1.5724767256067969,60,60,up,high,0.7
2024-08-26,-0.00159148962609547,1.569974145210717,60,60,up,low,1.0
2024-08-27,0.0002756165116833853,1.5704068560080529,60,60,up,low,1.0
2024-08-28,-0.003990636220138746,1.564139933528113,60,60,up,low,1.0
2024-08-29,0.003923391034094005,1.5702766661193857,60,60,up,low,1.0
2024-08-30,0.008335474434904849,1.5833656671255516,60,60,up,low,1.0
2024-09-02,0.0,1.5833656671255516,60,60,up,low,1.0
2024-09-03,-0.015230531572624354,1.5592501663413865,60,60,up,high,0.7
2024-09-04,-0.0019041263465012653,1.5562811570188693,60,60,up,high,0.7
2024-09-05,-0.006042019384735769,1.5468780761000622,60,60,up,high,0.7
2024-09-06,-0.012389198564138755,1.5277134964607455,60,60,up,high,0.7
2024-09-09,0.010848414558052744,1.544286765796284,60,60,up,high,0.7
2024-09-10,0.0005668395143840516,1.5451621285566777,60,60,up,high,0.7
2024-09-11,0.0034316799133719236,1.5504646303961487,60,60,up,high,0.7
2024-09-12,0.0060816439489112945,1.5598940042335985,60,60,up,high,0.7
2024-09-13,0.009731471934782271,1.5750740689570328,60,60,up,high,0.7
2024-09-16,0.0064362496807806495,1.5852116389305633,60,60,up,high,0.7
2024-09-17,0.0017760374940107985,1.5880270342372462,60,60,up,high,0.7
2024-09-18,-0.0016268110636616481,1.5854436142885553,60,60,up,high,0.7
2024-09-19,0.012040051604324014,1.6045324372203353,60,60,up,high,0.7
2024-09-20,-0.003311907648763833,1.5992183739688155,60,60,up,high,0.7
2024-09-23,0.005023100314386638,1.607251408285871,60,60,up,high,0.7
2024-09-24,0.0018888627930988152,1.610287285670138,60,60,up,high,0.7
2024-09-25,-0.0062438075156758,1.6002329618134736,60,60,up,high,0.7
2024-09-26,0.008535976829104069,1.613892513296682,60,60,up,high,0.7
2024-09-27,0.0036552419608881595,1.6197916809316473,60,60,up,high,0.7
2024-09-30,0.0011967993833454746,1.6217302466165344,60,60,up,high,0.7
2024-10-01,-0.005469366445108022,1.6128604096226733,60,60,up,high,0.7
2024-10-02,-0.0007184675176532609,1.6117016218078506,60,60,up,high,0.7
2024-10-03,-0.004331572053115507,1.6047204201048668,60,60,up,high,0.7
2024-10-04,0.00779628274374205,1.617231274224661,60,60,up,high,0.7
2024-10-07,-0.008003643944269664,1.6042875309302294,60,60,up,high,0.7
2024-10-08,0.003711995981718135,1.610242639798563,60,60,up,high,0.7
2024-10-09,0.007077786821029167,1.6216395939331885,60,60,up,high,0.7
2024-10-10,-0.0036562603990468335,1.6157104573043641,60,60,up,high,0.7
2024-10-11,0.010458027225228095,1.632607601254939,60,60,up,high,0.7
2024-10-14,0.006877447081209692,1.6438357736369504,60,60,up,high,0.7
2024-10-15,-0.004521967947724188,1.6364024009572418,60,60,up,high,0.7
2024-10-16,0.00613103173388057,1.646435236006909,60,60,up,high,0.7
2024-10-17,-0.0018662588665680074,1.6433625616494811,60,60,up,high,0.7
2024-10-18,0.0037075754749391174,1.649455452379486,60,60,up,high,0.7
2024-10-21,-0.007869865163627041,1.6364744603758499,60,60,up,high,0.7
2024-10-22,-0.004108153164859859,1.6297515726422445,60,60,up,high,0.7
2024-10-23,-0.0037155286007625604,1.6236961840619546,60,60,up,high,0.7
2024-10-24,0.0006683420029398818,1.6247813684217765,60,60,up,low,1.0
2024-10-25,-0.004504815169015487,1.6174620286669763,60,60,up,low,1.0
2024-10-28,0.005512170655182057,1.6263777553972654,60,60,up,low,1.0
2024-10-29,-0.0024747322329680063,1.6223529059430015,60,60,up,low,1.0
2024-10-30,-0.001450674804955843,1.6199993994576032,60,60,up,low,1.0
2024-10-31,-0.011525934697485042,1.6013273921694897,60,60,up,low,1.0
2024-11-01,0.000984125084444465,1.6029032986245317,60,60,up,low,1.0
2024-11-04,0.0013324556527724944,1.6050390961856318,60,60,up,low,1.0
2024-11-05,0.012765582410213706,1.6255283550396045,60,60,up,low,1.0
2024-11-06,0.02345754081160395,1.6636592527683656,60,60,up,low,1.0
2024-11-07,0.002740082434830361,1.668217816264419,60,60,up,low,1.0
2024-11-08,0.005379161331312097,1.6771914290338745,60,60,up,low,1.0
2024-11-11,0.006035523848026214,1.6873141579015138,60,60,up,low,1.0
2024-11-12,-0.0063084341909588875,1.676669847576919,60,60,up,low,1.0
2024-11-13,-5.0246757222183414e-05,1.6765856003541462,60,60,up,low,1.0
2024-11-14,-0.007454260151922973,1.6640878951221385,60,60,up,low,1.0
2024-11-15,-0.007913730939953782,1.6509187512597079,60,60,up,low,1.0
2024-11-18,0.005412673933063349,1.6598546361502569,60,60,up,low,1.0
2024-11-19,-0.001107685309733134,1.6580160395535009,60,60,up,low,1.0
2024-11-20,0.003435966419487051,1.6637129269883775,60,60,up,low,1.0
2024-11-21,0.0122835626254052,1.6841492489177354,60,60,up,low,1.0
