date,portfolio_type,daily_return,cumulative_return
2021-01-01,longonly,0.0,0.0
2021-01-04,longonly,0.0009586739193568517,0.0009586739193568517
2021-01-05,longonly,0.01837180432921331,0.019330478248570163
2021-01-06,longonly,0.03763888664623495,0.05696936489480511
2021-01-07,longonly,0.02175716880660611,0.07872653370141122
2021-01-08,longonly,-0.000978860892964159,0.07774767280844706
2021-01-11,longonly,0.0003167464151403532,0.07806441922358742
2021-01-12,longonly,0.02232259815947492,0.10038701738306233
2021-01-13,longonly,-0.006893438417806059,0.09349357896525627
2021-01-14,longonly,0.036479919752896266,0.12997349871815256
2021-01-15,longonly,-0.02712544361583697,0.10284805510231557
2021-01-18,longonly,0.0,0.10284805510231557
2021-01-19,longonly,0.020026574179564258,0.12287462928187984
2021-01-20,longonly,-0.010831921588959476,0.11204270769292035
2021-01-21,longonly,0.011827574849089195,0.12387028254200955
2021-01-22,longonly,0.01202235417825212,0.13589263672026167
2021-01-25,longonly,0.002291496040003972,0.13818413276026564
2021-01-26,longonly,0.0017476166755798514,0.1399317494358455
2021-01-27,longonly,-0.022377272658027657,0.11755447677781783
2021-01-28,longonly,0.009852518485898156,0.127406995263716
2021-01-29,longonly,0.005117374620726026,0.13252436988444202
2021-02-01,longonly,-0.0015220024715946984,0.13100236741284732
2021-02-02,longonly,-0.014188821869448191,0.11681354554339912
2021-02-03,longonly,0.016388512854572258,0.1332020583979714
2021-02-04,longonly,0.017347786902525374,0.15054984530049675
2021-02-05,longonly,0.014995135533485596,0.16554498083398236
2021-02-08,longonly,0.04037614532141292,0.20592112615539526
2021-02-09,longonly,0.016239963724220284,0.22216108987961555
2021-02-10,longonly,0.009407835664970396,0.23156892554458597
2021-02-11,longonly,0.020943778312717785,0.25251270385730373
2021-02-12,longonly,0.02040139413513844,0.27291409799244215
2021-02-15,longonly,0.0,0.27291409799244215
2021-02-16,longonly,-0.004819447100187108,0.2680946508922551
2021-02-17,longonly,-0.007974901222491525,0.26011974966976353
2021-02-18,longonly,-0.01295582339157006,0.24716392627819347
2021-02-19,longonly,0.037692752005312274,0.28485667828350575
2021-02-22,longonly,0.008497233747787054,0.2933539120312928
2021-02-23,longonly,0.009163703133794675,0.3025176151650875
2021-02-24,longonly,0.016453597655209894,0.3189712128202974
2021-02-25,longonly,-0.0363122354870907,0.28265897733320666
2021-02-26,longonly,0.014375580960626204,0.2970345582938329
2021-03-01,longonly,0.011348913737965902,0.3083834720317988
2021-03-02,longonly,-0.0035848672012679227,0.3047986048305309
2021-03-03,longonly,0.004679868724724603,0.3094784735552555
2021-03-04,longonly,-0.010375160103013441,0.29910331345224206
2021-03-05,longonly,0.03560767519771563,0.33471098864995763
2021-03-08,longonly,0.019392054578011318,0.354103043227969
2021-03-09,longonly,-0.019946050796891657,0.3341569924310773
2021-03-10,longonly,0.02127490967760827,0.3554319021086856
2021-03-11,longonly,0.007160059868790701,0.3625919619774763
2021-03-12,longonly,0.02678872145466337,0.38938068343213966
2021-03-15,longonly,0.008076077254367892,0.39745676068650754
2021-03-16,longonly,-0.015927302172419555,0.381529458514088
2021-03-17,longonly,0.012852882397426185,0.3943823409115142
2021-03-18,longonly,-0.010532084340243029,0.38385025657127114
2021-03-19,longonly,0.021539835752193936,0.40539009232346507
2021-03-22,longonly,-0.003056744359683943,0.4023333479637812
2021-03-23,longonly,-0.023117700491563496,0.37921564747221764
2021-03-24,longonly,-0.015003424078008188,0.36421222339420944
2021-03-25,longonly,0.018847718849890047,0.3830599422440995
2021-03-26,longonly,0.03337561079325489,0.4164355530373544
2021-03-29,longonly,-0.00020101815867003942,0.4162345348786844
2021-03-30,longonly,-0.005387062793485881,0.4108474720851985
2021-03-31,longonly,-0.0016988822696093185,0.40914858981558916
2021-04-01,longonly,0.007378455692994632,0.41652704550858377
2021-04-02,longonly,0.0,0.41652704550858377
2021-04-05,longonly,0.017236681594848903,0.4337637271034327
2021-04-06,longonly,-8.384726281094679e-05,0.43367987984062173
2021-04-07,longonly,-0.004513182229284902,0.42916669761133686
2021-04-08,longonly,0.0029326171258848436,0.4320993147372217
2021-04-09,longonly,0.009438471395947265,0.44153778613316896
2021-04-12,longonly,-0.0007320863653363394,0.4408056997678326
2021-04-13,longonly,0.0010352950221866283,0.44184099479001926
2021-04-14,longonly,-0.0033475912746788704,0.4384934035153404
2021-04-15,longonly,0.010577772836374103,0.4490711763517145
2021-04-16,longonly,0.01958164334873939,0.46865281970045386
2021-04-19,longonly,-0.0003181268921796272,0.4683346928082742
2021-04-20,longonly,-0.0016651818758559541,0.4666695109324183
2021-04-21,longonly,0.015001119772954846,0.48167063070537314
2021-04-22,longonly,-0.0031213836543672094,0.47854924705100593
2021-04-23,longonly,0.017808107415220986,0.4963573544662269
2021-04-26,longonly,-0.006686281078651579,0.4896710733875753
2021-04-27,longonly,0.0069815226986882,0.49665259608626355
2021-04-28,longonly,0.0003117508425118734,0.4969643469287754
2021-04-29,longonly,0.010087820247106784,0.5070521671758822
2021-04-30,longonly,-0.0012411674247482921,0.5058109997511339
2021-05-03,longonly,0.003526593992874583,0.5093375937440084
2021-05-04,longonly,-0.007428513199231905,0.5019090805447766
2021-05-05,longonly,-0.0015812120099489785,0.5003278685348276
2021-05-06,longonly,0.004138145539923815,0.5044660140747514
2021-05-07,longonly,0.010778200926222475,0.515244215000974
2021-05-10,longonly,-0.0031731883290897628,0.5120710266718841
2021-05-11,longonly,-0.012907288211536992,0.4991637384603471
2021-05-12,longonly,-0.017720934064688595,0.48144280439565856
2021-05-13,longonly,0.01683993597222483,0.4982827403678834
2021-05-14,longonly,0.02261093781243645,0.5208936781803198
2021-05-17,longonly,0.00836991592700487,0.5292635941073247
2021-05-18,longonly,-0.01215832822197372,0.517105265885351
2021-05-19,longonly,-0.007506057446800993,0.50959920843855
2021-05-20,longonly,0.004143695148423209,0.5137429035869732
2021-05-21,longonly,0.011884547238160095,0.5256274508251333
2021-05-24,longonly,0.0014421645858088113,0.5270696154109421
2021-05-25,longonly,-0.010905135674036021,0.516164479736906
2021-05-26,longonly,0.013687891192912704,0.5298523709298187
2021-05-27,longonly,-0.0024203022608200106,0.5274320686689987
2021-05-28,longonly,0.006335017617616085,0.5337670862866148
2021-05-31,longonly,0.0,0.5337670862866148
2021-06-01,longonly,-0.001302650716615512,0.5324644355699993
2021-06-02,longonly,0.0051668587679505615,0.5376312943379499
2021-06-03,longonly,-0.008184177177466218,0.5294471171604836
2021-06-04,longonly,0.022621991582532135,0.5520691087430158
2021-06-07,longonly,0.007369670482895279,0.5594387792259111
2021-06-08,longonly,0.00018121952213402041,0.5596199987480451
2021-06-09,longonly,-0.00625140109959338,0.5533685976484517
2021-06-10,longonly,-0.0004925622580263996,0.5528760353904253
2021-06-11,longonly,0.00817489594141659,0.5610509313318419
2021-06-14,longonly,0.012840456294996326,0.5738913876268382
2021-06-15,longonly,-0.010968530971316347,0.5629228566555219
2021-06-16,longonly,0.003806627094032043,0.5667294837495539
2021-06-17,longonly,0.0187668589930357,0.5854963427425897
2021-06-18,longonly,0.011864898140909188,0.5973612408834988
2021-06-21,longonly,-0.006087969559350207,0.5912732713241486
2021-06-22,longonly,0.01194362047221518,0.6032168917963638
2021-06-23,longonly,0.00022734474281387268,0.6034442365391777
2021-06-24,longonly,-0.001360549183290245,0.6020836873558875
2021-06-25,longonly,0.003658519590647603,0.605742206946535
2021-06-28,longonly,0.004882865046971102,0.6106250719935061
2021-06-29,longonly,0.00972548503461381,0.6203505570281199
2021-06-30,longonly,-0.00654395402103258,0.6138066030070873
2021-07-01,longonly,0.0020159971847719315,0.6158226001918593
2021-07-02,longonly,0.007578349150724038,0.6234009493425834
2021-07-05,longonly,0.0,0.6234009493425834
2021-07-06,longonly,0.008587225882695091,0.6319881752252784
2021-07-07,longonly,0.005681308629244388,0.6376694838545228
2021-07-08,longonly,-0.005949580190787427,0.6317199036637354
2021-07-09,longonly,0.008938582644191704,0.6406584863079271
2021-07-12,longonly,0.0011893899400686118,0.6418478762479957
2021-07-13,longonly,-0.003973253189881089,0.6378746230581146
2021-07-14,longonly,-0.0027584919462681503,0.6351161311118465
2021-07-15,longonly,-0.004628559917081155,0.6304875711947653
2021-07-16,longonly,0.011725455664116088,0.6422130268588814
2021-07-19,longonly,-0.005040113174601742,0.6371729136842796
2021-07-20,longonly,0.014391057470330466,0.6515639711546102
2021-07-21,longonly,0.004425694062380642,0.6559896652169908
2021-07-22,longonly,0.006644403791284146,0.6626340690082749
2021-07-23,longonly,0.013473842670603978,0.6761079116788788
2021-07-26,longonly,-0.003509941740895429,0.6725979699379835
2021-07-27,longonly,-0.005013032801605382,0.6675849371363781
2021-07-28,longonly,0.01204960413776322,0.6796345412741414
2021-07-29,longonly,0.00718679519405188,0.6868213364681932
2021-07-30,longonly,0.025717795972012653,0.7125391324402058
2021-08-02,longonly,0.001075415044427579,0.7136145474846334
2021-08-03,longonly,0.02182856368038277,0.7354431111650162
2021-08-04,longonly,0.017866580673860575,0.7533096918388767
2021-08-05,longonly,-0.0023920851958136105,0.7509176066430632
2021-08-06,longonly,0.01005381180365967,0.7609714184467228
2021-08-09,longonly,0.004016642454175635,0.7649880609008984
2021-08-10,longonly,-0.011394548417525227,0.7535935124833733
2021-08-11,longonly,-0.002858305413306636,0.7507352070700666
2021-08-12,longonly,-0.0009351995347377322,0.7498000075353288
2021-08-13,longonly,0.006576901083377834,0.7563769086187067
2021-08-16,longonly,-0.0033582523493117028,0.753018656269395
2021-08-17,longonly,-0.009758615985639648,0.7432600402837554
2021-08-18,longonly,-0.0016495433052799249,0.7416104969784754
2021-08-19,longonly,-0.0026031303223638435,0.7390073666561116
2021-08-20,longonly,0.010929619176252629,0.7499369858323642
2021-08-23,longonly,0.00036114045084716627,0.7502981262832114
2021-08-24,longonly,0.0008485640121600927,0.7511466902953715
2021-08-25,longonly,-0.0005929077953645194,0.7505537825000069
2021-08-26,longonly,-5.887401059592666e-05,0.750494908489411
2021-08-27,longonly,0.015628865830842876,0.7661237743202539
