date,portfolio_type,gross_turnover,cost_per_unit,daily_return,cost_adjusted_return
2021-03-22,longonly,0.52,0.001,0.0037373309470225,0.0032173309470225
2021-03-23,longonly,0.42000000000000004,0.001,-0.013874712664647,-0.014294712664647
2021-03-24,longonly,0.44000000000000006,0.001,0.001162733314588,0.0007227333145879999
2021-03-25,longonly,0.46,0.001,0.017131790932843,0.016671790932843003
2021-03-26,longonly,0.33999999999999997,0.001,0.0280536768723853,0.0277136768723853
2021-03-29,longonly,0.28,0.001,-0.0030386340387161,-0.0033186340387160998
2021-03-30,longonly,0.28,0.001,0.0052112704821984,0.0049312704821984
2021-03-31,longonly,0.28,0.001,0.0015496190363118,0.0012696190363118
2021-04-01,longonly,0.52,0.001,0.0182053406696318,0.0176853406696318
2021-04-02,longonly,0.2,0.001,0.0,-0.0002
2021-04-05,longonly,0.38,0.001,0.0149631910305194,0.0145831910305194
2021-04-06,longonly,0.30000000000000004,0.001,0.0013736565882215,0.0010736565882214998
2021-04-07,longonly,0.28,0.001,-0.0021068054134191,-0.0023868054134191
2021-04-08,longonly,0.36,0.001,0.0077172239969888,0.0073572239969888
2021-04-09,longonly,0.34,0.001,0.0100074726848991,0.009667472684899099
2021-04-12,longonly,0.36,0.001,0.002265964361275,0.001905964361275
2021-04-13,longonly,0.36,0.001,0.0088985842701897,0.0085385842701897
2021-04-14,longonly,0.32,0.001,0.0002508252130582,-6.917478694180005e-05
2021-04-15,longonly,0.4,0.001,0.0165482267953545,0.0161482267953545
2021-04-16,longonly,0.27722772277227736,0.001,0.0061688339712657,0.005891606248493423
2021-04-19,longonly,0.39603960396039595,0.001,-0.0031337392925442,-0.003529778896504596
2021-04-20,longonly,0.49504950495049493,0.001,-0.0027545031113964,-0.003249552616346895
2021-04-21,longonly,0.5148514851485148,0.001,0.0141722090937417,0.013657357608593185
2021-04-22,longonly,0.4554455445544554,0.001,0.0031871324448123,0.0027316869002578445
2021-04-23,longonly,0.39603960396039595,0.001,0.0159754586385916,0.015579419034631205
2021-04-26,longonly,0.4554455445544554,0.001,0.0064385170622024,0.005983071517647945
2021-04-27,longonly,0.3762376237623761,0.001,0.0092150652550103,0.008838827631247924
2021-04-28,longonly,0.3366336633663366,0.001,0.0084725291903251,0.008135895526958764
2021-04-29,longonly,0.33663366336633654,0.001,0.0100110901996061,0.009674456536239762
2021-04-30,longonly,0.41584158415841577,0.001,-0.0047086791044698,-0.005124520688628216
2021-05-03,longonly,0.5346534653465346,0.001,0.0112362616158605,0.010701608150513965
2021-05-04,longonly,0.5148514851485148,0.001,0.00839918982563,0.007884338340481484
2021-05-05,longonly,0.3366336633663366,0.001,0.0101690539979957,0.009832420334629364
2021-05-06,longonly,0.49504950495049493,0.001,0.0130096702213682,0.012514620716417705
2021-05-07,longonly,0.35643564356435636,0.001,0.0175793632409831,0.017222927597418742
2021-05-10,longonly,0.29702970297029696,0.001,-0.000476804755025,-0.000773834457995297
2021-05-11,longonly,0.3762376237623762,0.001,-0.0107331318280751,-0.011109369451837476
2021-05-12,longonly,0.3762376237623762,0.001,-0.0193346305599415,-0.019710868183703878
2021-05-13,longonly,0.39603960396039595,0.001,0.0194394247133285,0.019043385109368104
2021-05-14,longonly,0.45544554455445535,0.001,0.0213489410877809,0.020893495543226445
2021-05-17,longonly,0.3762376237623761,0.001,0.0063730021955793,0.005996764571816924
2021-05-18,longonly,0.3168316831683168,0.001,-0.0084046252561753,-0.008721456939343617
2021-05-19,longonly,0.3168316831683168,0.001,-0.0040458409901157,-0.004362672673284017
2021-05-20,longonly,0.3366336633663366,0.001,0.0121302676852142,0.011793634021847863
2021-05-21,longonly,0.29702970297029696,0.001,0.0058760854233424,0.0055790557203721025
2021-05-24,longonly,0.41584158415841577,0.001,0.0111958806149807,0.010780039030822284
2021-05-25,longonly,0.2178217821782178,0.001,-0.0025160405585754,-0.002733862340753618
2021-05-26,longonly,0.27722772277227714,0.001,0.0092085105158484,0.008931282793076123
2021-05-27,longonly,0.3564356435643564,0.001,0.009189176510606,0.008832740867041644
2021-05-28,longonly,0.2574257425742574,0.001,0.0038145865328312,0.003557160790256943
2021-05-31,longonly,0.13861386138613857,0.001,0.0,-0.00013861386138613857
2021-06-01,longonly,0.4356435643564356,0.001,0.0116918604996389,0.011256216935282464
2021-06-02,longonly,0.23762376237623759,0.001,0.0026629461683775,0.0024253224060012627
2021-06-03,longonly,0.3762376237623762,0.001,0.0026118318137736,0.002235594190011224
2021-06-04,longonly,0.39603960396039595,0.001,0.0126012484864894,0.012205208882529003
2021-06-07,longonly,0.3168316831683168,0.001,0.0071262041715695,0.0068093724884011825
2021-06-08,longonly,0.3564356435643564,0.001,0.0077616605858519,0.007405224942287543
2021-06-09,longonly,0.17821782178217818,0.001,-0.0013728517284376,-0.0015510695502197781
2021-06-10,longonly,0.35643564356435636,0.001,0.006946741519839,0.006590305876274643
2021-06-11,longonly,0.21782178217821777,0.001,0.0064465385699705,0.006228716787792282
2021-06-14,longonly,0.29702970297029696,0.001,0.0029551769953743,0.002658147292404003
2021-06-15,longonly,0.2574257425742574,0.001,0.0009379423887795,0.0006805166462052427
2021-06-16,longonly,0.2574257425742574,0.001,-0.0009915351362697,-0.0012489608788439574
2021-06-17,longonly,0.3168316831683168,0.001,0.0064462747028415,0.006129443019673183
2021-06-18,longonly,0.1782178217821782,0.001,-0.0072040853656671,-0.007382303187449278
2021-06-21,longonly,0.17821782178217818,0.001,0.0162322755636186,0.016054057741836422
2021-06-22,longonly,0.19801980198019797,0.001,0.0079900306338385,0.007792010831858301
2021-06-23,longonly,0.1584158415841584,0.001,0.0018130017577167,0.0016545859161325417
2021-06-24,longonly,0.1584158415841584,0.001,0.0090649833078306,0.008906567466246441
2021-06-25,longonly,0.2178217821782178,0.001,0.0072856163924396,0.007067794610261382
2021-06-28,longonly,0.2772277227722772,0.001,0.004095556845025,0.0038183291222527228
2021-06-29,longonly,0.19801980198019797,0.001,0.0056152236385419,0.005417203836561702
2021-06-30,longonly,0.27722772277227714,0.001,-0.0010577358764451,-0.0013349635992173773
2021-07-01,longonly,0.3762376237623761,0.001,0.0079332555181,0.007557017894337624
2021-07-02,longonly,0.19801980198019797,0.001,0.0075311644569525,0.007333144654972302
2021-07-05,longonly,0.11881188118811879,0.001,0.0,-0.0001188118811881188
2021-07-06,longonly,0.29702970297029696,0.001,0.0024896203396267,0.0021925906366564033
2021-07-07,longonly,0.2574257425742574,0.001,0.0085137036008426,0.008256277858268343
2021-07-08,longonly,0.1584158415841584,0.001,-0.0083641819689468,-0.008522597810530958
2021-07-09,longonly,0.2376237623762376,0.001,0.0131010517471115,0.012863427984735262
2021-07-12,longonly,0.29702970297029696,0.001,0.0064303313021412,0.006133301599170903
2021-07-13,longonly,0.25742574257425743,0.001,-0.003421610454215,-0.0036790361967892577
2021-07-14,longonly,0.23762376237623756,0.001,-0.0014844579762242,-0.0017220817386004376
2021-07-15,longonly,0.23762376237623759,0.001,-0.0005688346755883,-0.0008064584379645376
2021-07-16,longonly,0.3564356435643564,0.001,0.0001780668207592,-0.00017836882280515643
2021-07-19,longonly,0.2574257425742574,0.001,-0.0071718031564358,-0.007429228899010058
2021-07-20,longonly,0.3762376237623761,0.001,0.0217439816459377,0.021367744022175325
2021-07-21,longonly,0.3168316831683168,0.001,0.0132798267849953,0.012962995101826982
2021-07-22,longonly,0.29702970297029696,0.001,0.0101314762440339,0.009834446541063602
2021-07-23,longonly,0.1782178217821782,0.001,0.0149461924797068,0.014767974657924622
2021-07-26,longonly,0.2772277227722772,0.001,0.0036640583818201,0.003386830659047823
2021-07-27,longonly,0.2574257425742574,0.001,-0.0007116443829261,-0.0009690701255003573
2021-07-28,longonly,0.23762376237623759,0.001,0.0075378233350736,0.007300199572697362
2021-07-29,longonly,0.3168316831683168,0.001,0.0144273526280734,0.014110520944905083
2021-07-30,longonly,0.35643564356435636,0.001,0.0071060418058805,0.006749606162316143
2021-08-02,longonly,0.3762376237623761,0.001,0.0045962285482451,0.004219990924482725
2021-08-03,longonly,0.3168316831683168,0.001,0.0201563755054844,0.019839543822316084
2021-08-04,longonly,0.2178217821782178,0.001,0.0097244011238989,0.009506579341720682
2021-08-05,longonly,0.3168316831683168,0.001,0.0081079704694936,0.007791138786325282
2021-08-06,longonly,0.29702970297029696,0.001,0.0043290889092201,0.004032059206249803
2021-08-09,longonly,0.19801980198019797,0.001,0.0045555069272823,0.004357487125302102
2021-08-10,longonly,0.17821782178217815,0.001,0.0057884351697702,0.005610217347988022
2021-08-11,longonly,0.2178217821782178,0.001,0.0045194633556693,0.004301641573491082
2021-08-12,longonly,0.2574257425742574,0.001,0.0051430043448935,0.004885578602319242
2021-08-13,longonly,0.23762376237623759,0.001,0.004412583696373,0.0041749599339967625
2021-08-16,longonly,0.19801980198019797,0.001,-0.0005857382804564,-0.000783758082436598
2021-08-17,longonly,0.33663366336633654,0.001,-0.0043360922766896,-0.004672725940055937
2021-08-18,longonly,0.27722772277227714,0.001,-0.0038616473024821,-0.004138875025254377
2021-08-19,longonly,0.3168316831683168,0.001,0.0018672414406026,0.0015504097574342833
2021-08-20,longonly,0.19801980198019797,0.001,0.0113836066396082,0.011185586837628003
2021-08-23,longonly,0.27722772277227714,0.001,0.0108706733335343,0.010593445610762022
2021-08-24,longonly,0.29702970297029696,0.001,0.0091086249100663,0.008811595207096002
2021-08-25,longonly,0.2772277227722772,0.001,0.0069042935010575,0.006627065778285222
2021-08-26,longonly,0.2772277227722772,0.001,-0.0013982766512352,-0.0016755043740074773
2021-08-27,longonly,0.2772277227722772,0.001,0.0134549363721549,0.013177708649382622
2021-08-30,longonly,0.1584158415841584,0.001,0.004984041445583,0.0048256256039988414
