portfolio_type,ann_vol,ann_sharpe,max_drawdown,calmar,skew,kurtosis
longonly,0.17198159192283646,8.012824624351747,-0.034778116367093985,39.624294776309256,0.09631060928003446,2.881927000442821
longshort,0.14149877299200694,17.178267774713195,-0.022113002992355663,109.92192300115596,0.864223277807166,6.818299184238192
