portfolio_type,ann_vol,ann_sharpe,max_drawdown,calmar,avg_turnover,cost_adj_ann_sharpe
longshort,0.06307354304886317,6.435710462547282,-0.022411583370020964,18.112199134153162,0.1135470221654722,6.208881207343306
longonly,0.1681300336774397,3.3795078731481154,-0.07001159755888439,8.115752137318022,0.11277462937392461,3.2949923170019964
