week_start,date,strategy,side,rank,ticker,weight,expected_return,realized_weekly_return,portfolio_weekly_return,regime_label
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,long,6,ABNB,0.1,,-0.09509348915157945,0.026359759060907303,calm_trending_down
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,long,7,ABT,0.1,,0.03299898582384775,0.026359759060907303,normal
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,long,8,ABT,0.1,,0.03299898582384775,0.026359759060907303,calm_trending_up
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,long,9,ABT,0.1,,0.03299898582384775,0.026359759060907303,calm_trending_down
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,long,10,ADI,0.1,,0.11322866121172548,0.026359759060907303,normal
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,short,1,A,-0.1,,0.005197868550974594,0.026359759060907303,normal
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,short,2,A,-0.1,,0.005197868550974594,0.026359759060907303,calm_trending_up
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,short,3,A,-0.1,,0.005197868550974594,0.026359759060907303,calm_trending_down
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,short,4,ADSK,-0.1,,-0.05853594459978917,0.026359759060907303,normal
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,short,5,ADSK,-0.1,,-0.05853594459978917,0.026359759060907303,calm_trending_up
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,short,6,ADSK,-0.1,,-0.05853594459978917,0.026359759060907303,calm_trending_down
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,short,7,AES,-0.1,,0.06646523938857296,0.026359759060907303,normal
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,short,8,AES,-0.1,,0.06646523938857296,0.026359759060907303,calm_trending_up
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,short,9,AES,-0.1,,0.06646523938857296,0.026359759060907303,calm_trending_down
2025-02-17 00:00:00+00:00,2025-02-17 00:00:00+00:00,long_short,short,10,AKAM,-0.1,,-0.23277670514980708,0.026359759060907303,normal
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_only,long,1,ABBV,0.1,,0.03439230445995656,0.013024406618747908,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_only,long,2,ABBV,0.1,,0.03439230445995656,0.013024406618747908,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_only,long,3,ABT,0.1,,0.02290243388545954,0.013024406618747908,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_only,long,4,ABT,0.1,,0.02290243388545954,0.013024406618747908,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_only,long,5,ADI,0.1,,-0.03704326301895755,0.013024406618747908,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_only,long,6,ADI,0.1,,-0.03704326301895755,0.013024406618747908,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_only,long,7,ADP,0.1,,0.014223139307692145,0.013024406618747908,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_only,long,8,ADP,0.1,,0.014223139307692145,0.013024406618747908,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_only,long,9,AEE,0.1,,0.03064741845958885,0.013024406618747908,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_only,long,10,AEE,0.1,,0.03064741845958885,0.013024406618747908,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,long,1,ABBV,0.1,,0.03439230445995656,0.034069266692333636,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,long,2,ABBV,0.1,,0.03439230445995656,0.034069266692333636,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,long,3,ABT,0.1,,0.02290243388545954,0.034069266692333636,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,long,4,ABT,0.1,,0.02290243388545954,0.034069266692333636,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,long,5,ADI,0.1,,-0.03704326301895755,0.034069266692333636,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,long,6,ADI,0.1,,-0.03704326301895755,0.034069266692333636,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,long,7,ADP,0.1,,0.014223139307692145,0.034069266692333636,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,long,8,ADP,0.1,,0.014223139307692145,0.034069266692333636,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,long,9,AEE,0.1,,0.03064741845958885,0.034069266692333636,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,long,10,AEE,0.1,,0.03064741845958885,0.034069266692333636,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,short,1,A,-0.1,,-0.05503432974044831,0.034069266692333636,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,short,2,A,-0.1,,-0.05503432974044831,0.034069266692333636,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,short,3,ACN,-0.1,,-0.04326582480400598,0.034069266692333636,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,short,4,ACN,-0.1,,-0.04326582480400598,0.034069266692333636,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,short,5,ADM,-0.1,,-0.0205436375177821,0.034069266692333636,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,short,6,ADM,-0.1,,-0.0205436375177821,0.034069266692333636,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,short,7,ADSK,-0.1,,-0.037859679104988775,0.034069266692333636,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,short,8,ADSK,-0.1,,-0.037859679104988775,0.034069266692333636,calm_trending_up
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,short,9,AKAM,-0.1,,0.051479170799296536,0.034069266692333636,calm_trending_down
2025-02-24 00:00:00+00:00,2025-02-24 00:00:00+00:00,long_short,short,10,AKAM,-0.1,,0.051479170799296536,0.034069266692333636,calm_trending_up
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_only,long,1,ABBV,0.1,,0.025163825946292295,-0.003546488255311675,normal
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_only,long,2,ABBV,0.1,,0.025163825946292295,-0.003546488255311675,recovery
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_only,long,3,ABBV,0.1,,0.025163825946292295,-0.003546488255311675,stress_building
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_only,long,4,ABT,0.1,,-0.006303855893164401,-0.003546488255311675,normal
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_only,long,5,ABT,0.1,,-0.006303855893164401,-0.003546488255311675,recovery
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_only,long,6,ABT,0.1,,-0.006303855893164401,-0.003546488255311675,stress_building
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_only,long,7,AIG,0.1,,-0.017120879630345143,-0.003546488255311675,normal
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_only,long,8,AIG,0.1,,-0.017120879630345143,-0.003546488255311675,recovery
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_only,long,9,AIG,0.1,,-0.017120879630345143,-0.003546488255311675,stress_building
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_only,long,10,AJG,0.1,,-0.040682153821465006,-0.003546488255311675,normal
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,long,1,ABBV,0.1,,0.025163825946292295,0.028154884094031905,normal
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,long,2,ABBV,0.1,,0.025163825946292295,0.028154884094031905,recovery
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,long,3,ABBV,0.1,,0.025163825946292295,0.028154884094031905,stress_building
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,long,4,ABT,0.1,,-0.006303855893164401,0.028154884094031905,normal
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,long,5,ABT,0.1,,-0.006303855893164401,0.028154884094031905,recovery
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,long,6,ABT,0.1,,-0.006303855893164401,0.028154884094031905,stress_building
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,long,7,AIG,0.1,,-0.017120879630345143,0.028154884094031905,normal
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,long,8,AIG,0.1,,-0.017120879630345143,0.028154884094031905,recovery
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,long,9,AIG,0.1,,-0.017120879630345143,0.028154884094031905,stress_building
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,long,10,AJG,0.1,,-0.040682153821465006,0.028154884094031905,normal
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,short,1,A,-0.1,,-0.009537220435946625,0.028154884094031905,normal
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,short,2,A,-0.1,,-0.009537220435946625,0.028154884094031905,recovery
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,short,3,A,-0.1,,-0.009537220435946625,0.028154884094031905,stress_building
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,short,4,ADSK,-0.1,,-0.052733277071149276,0.028154884094031905,normal
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,short,5,ADSK,-0.1,,-0.052733277071149276,0.028154884094031905,recovery
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,short,6,ADSK,-0.1,,-0.052733277071149276,0.028154884094031905,stress_building
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,long_short,short,7,ALB,-0.1,,-0.019732528458444087,0.028154884094031905,normal
