date,portfolio_ret,cum_ret,roll_vol_20,roll_sharpe_20,drawdown,performance_run_date
2021-01-28,0.0029721663385272,1.0124945358892623,0.1302703643181908,1.263609172025372,-0.02039825823538488,2026-02-02 07:32:14 UTC
2021-01-29,-0.0051915307935405,1.0072381393279017,0.13166257597004466,0.9272053198391399,-0.025483890843161716,2026-02-02 07:32:14 UTC
2021-02-01,-0.0116934366943219,0.9954600639095643,0.138503592565647,-0.29572047862726913,-0.036879333273184156,2026-02-02 07:32:14 UTC
2021-02-02,0.0019679317508861,0.9974190613760711,0.13520025426071536,-0.8882112642007506,-0.03498397753319782,2026-02-02 07:32:14 UTC
2021-02-03,0.0013236199269794,0.9987392651212577,0.13521241339326928,-0.8815806034131631,-0.03370666309600623,2026-02-02 07:32:14 UTC
2021-02-04,0.0013994598371811,1.0001369606106107,0.134717579069847,-0.383781285047115,-0.03235437438007327,2026-02-02 07:32:14 UTC
2021-02-05,0.0086277471557865,1.008765889427916,0.1376253008122992,0.053121971721713686,-0.024005772585821705,2026-02-02 07:32:14 UTC
2021-02-08,0.0024496067017794,1.0112369691111849,0.12995312438099485,-0.9184549127288403,-0.021614970585450033,2026-02-02 07:32:14 UTC
2021-02-09,-0.0009236538655782,1.0103029361756497,0.12928805603156227,-0.619504713295862,-0.02251865969989264,2026-02-02 07:32:14 UTC
2021-02-10,0.0038434427607474,1.0141859776818558,0.12212937586479047,-1.4890314353027463,-0.018761766118750578,2026-02-02 07:32:14 UTC
2021-02-11,0.0013028744281818,1.015507334657598,0.11590328029474993,-0.21853348794328226,-0.017483335915872478,2026-02-02 07:32:14 UTC
2021-02-12,0.0,1.015507334657598,0.11590328029474993,-0.21853348794328226,-0.017483335915872478,2026-02-02 07:32:14 UTC
2021-02-15,0.0031921998897023,1.0187490370592838,0.11557219320634098,-0.3042351242803706,-0.014346946329152566,2026-02-02 07:32:14 UTC
2021-02-16,-0.0033184499493027,1.0153683693689022,0.11308494245284054,0.13963984488457576,-0.01761778665513669,2026-02-02 07:32:14 UTC
2021-02-17,-0.0037875878379854,1.0115225724820054,0.11383277244394303,-0.14286883179568843,-0.021338645578654947,2026-02-02 07:32:14 UTC
2021-02-18,0.0069269566507134,1.0185293454928062,0.11525966395073882,0.08747255286096102,-0.01455950080085,2026-02-02 07:32:14 UTC
2021-02-19,0.0066349968778207,1.0252872845201197,0.1170899629452698,0.44072773522628816,-0.008021106165385539,2026-02-02 07:32:14 UTC
2021-02-22,0.0032453163447556,1.028614666102643,0.11722281928294076,0.4849241217732116,-0.004801820847571414,2026-02-02 07:32:14 UTC
2021-02-23,0.0067663833055024,1.0355746672071549,0.11541796878909108,0.26602965479937635,0.0,2026-02-02 07:32:14 UTC
2021-02-24,-0.0055533293442219,1.0298237800196206,0.0791386760132913,3.2136927568867315,-0.0055533293442218135,2026-02-02 07:32:14 UTC
2021-02-25,-0.0024117722780669,1.0273400795756753,0.07967324295473603,2.3406824726637883,-0.007951708256525247,2026-02-02 07:32:14 UTC
2021-02-26,0.000903136080011,1.0282679074679815,0.07653039221707635,3.4402354189481943,-0.007055753651138419,2026-02-02 07:32:14 UTC
2021-03-01,0.0019612183221457,1.0302845653281822,0.05993570512471161,7.263303538898172,-0.005108373202329819,2026-02-02 07:32:14 UTC
2021-03-02,0.0140464578550272,1.0447564140537495,0.0742128373838361,7.916698360583334,0.0,2026-02-02 07:32:14 UTC
2021-03-03,0.001099532619647,1.0459051578105871,0.07425744801217533,7.873919231409583,0.0,2026-02-02 07:32:14 UTC
2021-03-04,0.0033323244520895,1.049390453142526,0.07425653099023255,8.201988889117686,0.0,2026-02-02 07:32:14 UTC
2021-03-05,0.0154392017460939,1.0655922040590182,0.08497540556939241,8.177372797553007,0.0,2026-02-02 07:32:14 UTC
2021-03-08,-0.0249068540427685,1.0390516545634083,0.12989897086927485,2.6958193913275226,-0.02490685404276849,2026-02-02 07:32:14 UTC
2021-03-09,0.0087875757835691,1.0481823997209272,0.132159436487799,3.5755725865686614,-0.016338149126630452,2026-02-02 07:32:14 UTC
2021-03-10,-0.0136984444083556,1.0338239313885333,0.14292475747413166,1.7597922450696568,-0.029812786307439443,2026-02-02 07:32:14 UTC
2021-03-11,0.0083992789912397,1.042507307016086,0.14532509360867846,2.3459993650099267,-0.021663913225902,2026-02-02 07:32:14 UTC
2021-03-12,-0.004268545731553,1.0380573169006095,0.14663611064554632,1.9582413898204512,-0.025839985553125944,2026-02-02 07:32:14 UTC
2021-03-15,-0.0052270973164662,1.0326312902851003,0.1481109531974947,1.2225007833771724,-0.030932014750449932,2026-02-02 07:32:14 UTC
2021-03-16,0.0033495560145728,1.0360901466343109,0.14759075410742714,1.7960652959504644,-0.027686067251927238,2026-02-02 07:32:14 UTC
2021-03-17,0.0065697279879443,1.0428969770686876,0.1476654021705613,2.6789268511611217,-0.02129822919488411,2026-02-02 07:32:14 UTC
2021-03-18,-0.0039922171603822,1.038733505860323,0.14749802278375765,1.7491978263374326,-0.02520541919918884,2026-02-02 07:32:14 UTC
2021-03-19,-0.0082339410062119,1.0301806354518936,0.14942621132460138,0.4728394227310151,-0.033231820270677614,2026-02-02 07:32:14 UTC
2021-03-22,-0.0046088343448867,1.0254327035577857,0.14995911662091554,-0.18876941811710823,-0.03768749466095778,2026-02-02 07:32:14 UTC
2021-03-23,0.0039868637446917,1.0295209640262213,0.14858637322870533,-0.4262143309374888,-0.03385088582235829,2026-02-02 07:32:14 UTC
2021-03-24,0.0032305442390969,1.0328468770455856,0.14769796975824168,0.3205674768259586,-0.030729698367443214,2026-02-02 07:32:14 UTC
2021-03-25,-0.0032124357024383,1.0295289228626125,0.14791207143560692,0.25189834736955297,-0.0338434168897207,2026-02-02 07:32:14 UTC
2021-03-26,0.0071298227366352,1.036869281584862,0.14997084508485903,0.7715836912076192,-0.02695489171631127,2026-02-02 07:32:14 UTC
2021-03-29,-0.0054101681912011,1.031259644379198,0.15126864847586846,0.1509604824662315,-0.032219229409751526,2026-02-02 07:32:14 UTC
2021-03-30,-0.0101715621563062,1.0207701228071047,0.14596856623994495,-1.9340565661431648,-0.04206307167148815,2026-02-02 07:32:14 UTC
2021-03-31,-0.0066021653138046,1.0140308297089395,0.14697177467546438,-2.581127286419633,-0.04838752963251125,2026-02-02 07:32:14 UTC
2021-04-01,0.0,1.0140308297089395,0.14598970300062886,-2.886094960018324,-0.04838752963251125,2026-02-02 07:32:14 UTC
2021-04-02,0.0031514076227429,1.0172264541953806,0.1328084194933834,-4.338326999122329,-0.045388610839497856,2026-02-02 07:32:14 UTC
2021-04-05,-0.0042539807636962,1.0128991924269106,0.10305331922024445,-3.0657930387217767,-0.04944950932579195,2026-02-02 07:32:14 UTC
2021-04-06,-0.0001026833162998,1.0127951845787548,0.09616574108579537,-4.450206575740309,-0.049547115002484765,2026-02-02 07:32:14 UTC
2021-04-07,-0.000197246041583,1.0125954147376623,0.08512867298583635,-3.028853908747192,-0.049734588071761676,2026-02-02 07:32:14 UTC
2021-04-08,-6.511200024955932e-05,1.0125294826247653,0.07767890527871975,-4.6923117557403335,-0.049796461753500276,2026-02-02 07:32:14 UTC
2021-04-09,0.0009306235965548,1.0134717664535031,0.07736531689042436,-3.8645754828572807,-0.04891217991927843,2026-02-02 07:32:14 UTC
2021-04-12,-0.0010751356712014,1.0123821468056333,0.07587871021517396,-3.2508379418731037,-0.04993472836109247,2026-02-02 07:32:14 UTC
2021-04-13,-0.0058359294135424,1.0064739560573452,0.07593440749485826,-4.7726257239404015,-0.05547924222463507,2026-02-02 07:32:14 UTC
2021-04-14,0.0058245092233104,1.012336172897423,0.07493152366532746,-4.961813730588252,-0.04997787235936424,2026-02-02 07:32:14 UTC
2021-04-15,0.0038777566708032,1.0162617662449713,0.07661406482150983,-3.558544940002201,-0.04629391771649516,2026-02-02 07:32:14 UTC
2021-04-16,0.0007477846004198,1.0170217111437647,0.07198737257472691,-2.21517808410762,-0.04558075099483683,2026-02-02 07:32:14 UTC
2021-04-19,0.0108017091231915,1.0280072838395102,0.08092679860415017,0.428881387085791,-0.0352713918855081,2026-02-02 07:32:14 UTC
2021-04-20,-0.0073928116300693,1.0204074196357455,0.08377891316836099,-1.2971750047155008,-0.04240344875943758,2026-02-02 07:32:14 UTC
2021-04-21,0.002247156504367,1.0227004348058844,0.08328007414324687,-1.4537282631807333,-0.040251579440757856,2026-02-02 07:32:14 UTC
2021-04-22,-0.0044930232842081,1.0181054179395317,0.08395854944691061,-1.634163548274273,-0.04456375144131264,2026-02-02 07:32:14 UTC
2021-04-23,-0.0074760099337661,1.0104940517213947,0.0822416407296634,-3.90599567164661,-0.0517066023266175,2026-02-02 07:32:14 UTC
2021-04-26,-0.0004696040297557,1.0100195196426622,0.08080393056372989,-3.2050963669484913,-0.05215192472755559,2026-02-02 07:32:14 UTC
2021-04-27,-0.0031545597167201,1.0068333527528965,0.07380844255432677,-2.310984321619246,-0.05514196808338068,2026-02-02 07:32:14 UTC
2021-04-28,0.0009777181196444,1.0078177519653453,0.07057078723417712,-1.0636642331286554,-0.05421816326508433,2026-02-02 07:32:14 UTC
2021-04-29,0.0014460393551228,1.0092750960974786,0.07083790490237012,-0.802445053796013,-0.052850525507805335,2026-02-02 07:32:14 UTC
2021-04-30,0.0003657443066632,1.009644232717733,0.06975849403980154,-1.3180170452120765,-0.05250411097995089,2026-02-02 07:32:14 UTC
2021-05-03,0.0039565255486728,1.013638915919551,0.06977544892242958,0.16495050222982025,-0.04875531928778065,2026-02-02 07:32:14 UTC
2021-05-04,-0.0012022146811691,1.0124203043334281,0.06991547260643649,-0.033534778023819094,-0.04989891960831683,2026-02-02 07:32:14 UTC
2021-05-05,0.0056923890358582,1.018183394573496,0.07277277895199093,0.9875231254928708,-0.04449057463533823,2026-02-02 07:32:14 UTC
2021-05-06,-0.0037765911206494,1.014338132206357,0.07418847628453155,0.33832970376919996,-0.04809914304686724,2026-02-02 07:32:14 UTC
2021-05-07,0.0102314076512455,1.0247162391331632,0.08245552291034482,1.7256581399435293,-0.03835985733580971,2026-02-02 07:32:14 UTC
2021-05-10,-0.0077546430177062,1.016769930504239,0.08747349897599968,0.6645241405459842,-0.0458170333536666,2026-02-02 07:32:14 UTC
2021-05-11,0.0062716146806271,1.0231467197272097,0.08689234701860364,2.424647446443179,-0.03983276545204306,2026-02-02 07:32:14 UTC
2021-05-12,0.0065887335586611,1.0298879608549105,0.08751437189801735,2.517444039891715,-0.03350647937185003,2026-02-02 07:32:14 UTC
2021-05-13,-0.0104500833655329,1.019125545806818,0.09541413214615221,0.41693770709730393,-0.04360641723466163,2026-02-02 07:32:14 UTC
2021-05-14,0.0064360900546677,1.025684729596643,0.09798247553829952,1.137493185316123,-0.03745098200827768,2026-02-02 07:32:14 UTC
2021-05-17,-0.0047586426564065,1.0208038624903597,0.09151715117806865,-0.9244828223847789,-0.04203140882417522,2026-02-02 07:32:14 UTC
2021-05-18,-0.0038738145651013,1.0168494576197329,0.08872806366167249,-0.45382114223363157,-0.04574240150558173,2026-02-02 07:32:14 UTC
2021-05-19,-0.0062325297871168,1.0105119130861044,0.09075939362365833,-1.6208869693623318,-0.051689840412780574,2026-02-02 07:32:14 UTC
2021-05-20,0.002970607160405,1.0135137470107927,0.09036147787926038,-0.5872964466185397,-0.04887278346242585,2026-02-02 07:32:14 UTC
2021-05-21,-0.0030539744470507,1.010418501925687,0.08694450083772119,0.030463942370182615,-0.05177750167762618,2026-02-02 07:32:14 UTC
2021-05-24,-0.0049290796151789,1.0054380686850455,0.08869450867723508,-0.6036531563441628,-0.05645136586476107,2026-02-02 07:32:14 UTC
2021-05-25,-0.0012714532280495,1.004159701207012,0.08811602214351548,-0.3383445783287908,-0.05765104382145403,2026-02-02 07:32:14 UTC
2021-05-26,-2.893187128594291e-05,1.0041306489877861,0.0880223529886118,-0.4828020019798688,-0.057678307740160584,2026-02-02 07:32:14 UTC
2021-05-27,0.0017418852165277,1.0058797293207202,0.08810056163797181,-0.4400620117212598,-0.05603689151519997,2026-02-02 07:32:14 UTC
2021-05-28,0.0,1.0058797293207202,0.08808151589520018,-0.4924766361167819,-0.05603689151519997,2026-02-02 07:32:14 UTC
2021-05-31,0.0018348327016212,1.0077253503419756,0.08707875434872892,-0.8051495344571222,-0.05430487713462817,2026-02-02 07:32:14 UTC
2021-06-01,0.000922831770375,1.0086553113110837,0.08710639216989723,-0.49750462803010914,-0.053432159630159126,2026-02-02 07:32:14 UTC
2021-06-02,0.0033367740290364,1.012020966158116,0.08538735873911082,-0.8551216877966238,-0.05027367664369198,2026-02-02 07:32:14 UTC
2021-06-03,0.0002628765001554,1.0122870026877835,0.08439772593312801,-0.26208396085067287,-0.0500240159117028,2026-02-02 07:32:14 UTC
2021-06-04,0.0032026117700242,1.0155289649572339,0.07629858854375288,-1.450644376458711,-0.04698161164382131,2026-02-02 07:32:14 UTC
2021-06-07,0.0005498391752452,1.0160873425657635,0.07126661418183973,-0.08483134551781536,-0.046457604799174046,2026-02-02 07:32:14 UTC
2021-06-08,-0.0011819519987883,1.0148863761002744,0.0673364075473021,-1.4844953357804067,-0.047584646139111064,2026-02-02 07:32:14 UTC
2021-06-09,0.0018688986654923,1.0167830958941946,0.06277187879141902,-2.5398395851089246,-0.04580467835528601,2026-02-02 07:32:14 UTC
2021-06-10,-0.0027650197355466,1.013971670567277,0.051798867220199996,-1.2084955561319002,-0.048443047251199856,2026-02-02 07:32:14 UTC
2021-06-11,0.0024165977935131,1.0164220322690547,0.04662591129149037,-2.4287847722880667,-0.046143516818785035,2026-02-02 07:32:14 UTC
2021-06-14,-0.0031991953762529,1.013170299603098,0.04501509396044372,-2.0791974285588735,-0.04919509006938716,2026-02-02 07:32:14 UTC
2021-06-15,0.0021209612241535,1.0153191945220201,0.043843119383486256,-0.4119481669701395,-0.047178469723689664,2026-02-02 07:32:14 UTC
2021-06-16,0.0112819656781063,1.02677399082694,0.05408382240821783,3.7464354621270877,-0.0364287699217517,2026-02-02 07:32:14 UTC
2021-06-17,0.0030793334058563,1.0299357702771579,0.05414293459974947,3.767647660737644,-0.03346161284404958,2026-02-02 07:32:14 UTC
2021-06-18,-0.0043629570378974,1.025442204759645,0.05556253904193771,3.3745455747446704,-0.0376785783026895,2026-02-02 07:32:14 UTC
2021-06-21,0.0018611405784878,1.0273506968578172,0.05144225208371862,5.307992625232883,-0.035887562855220545,2026-02-02 07:32:14 UTC
2021-06-22,0.0002920245480643,1.0276507084807707,0.05078814508419402,5.764237189199742,-0.03560601835648014,2026-02-02 07:32:14 UTC
2021-06-23,-0.0019950559266742,1.0256004878442653,0.05186752730477813,5.166657550343722,-0.037530038285206846,2026-02-02 07:32:14 UTC
2021-06-24,-0.0027754345859749,1.0227540007789095,0.05353558781477153,3.942490045791966,-0.04020131070491206,2026-02-02 07:32:14 UTC
2021-06-25,0.0024509673515406,1.0252607374434761,0.053733571772360426,4.502691756836132,-0.037848875453398434,2026-02-02 07:32:14 UTC
2021-06-28,0.0023849231755709,1.027705905537208,0.05388760014098028,4.618443760817455,-0.03555421893806565,2026-02-02 07:32:14 UTC
2021-06-29,-0.0046513051853933,1.0229257317297236,0.057488657738037824,3.107442964278069,-0.04004015060054955,2026-02-02 07:32:14 UTC
2021-06-30,-0.0018187187643559,1.0210653175068842,0.05727533778053602,1.984859805676186,-0.041786047591680586,2026-02-02 07:32:14 UTC
2021-07-01,0.0041018328101661,1.0252535567275567,0.058711054417130724,2.760201923335977,-0.037855614162533247,2026-02-02 07:32:14 UTC
2021-07-02,0.0,1.0252535567275567,0.05795498982169989,2.0999306081384947,-0.037855614162533247,2026-02-02 07:32:14 UTC
2021-07-05,0.0081891728684138,1.0336495353375548,0.06409107378531469,3.400739739280321,-0.02997644746253636,2026-02-02 07:32:14 UTC
2021-07-06,0.0022522610649665,1.0359775839408163,0.0637950227488246,4.09480449888217,-0.027791701183055628,2026-02-02 07:32:14 UTC
2021-07-07,0.0014382213659451,1.0374675490366803,0.06373879369777087,4.013279783687352,-0.02639345043554797,2026-02-02 07:32:14 UTC
2021-07-08,-0.0052730762414272,1.031996903552603,0.06628258235996329,3.3824889168049492,-0.03152735200055423,2026-02-02 07:32:14 UTC
2021-07-09,0.0004866209322159,1.0324990948478536,0.06604651894395332,3.026387990668537,-0.03105607293775936,2026-02-02 07:32:14 UTC
2021-07-12,0.0034197455808161,1.036029979064656,0.06490906682331336,4.364275465361733,-0.027742531225129707,2026-02-02 07:32:14 UTC
2021-07-13,0.0029342640529724,1.0390699645900272,0.06513852094385592,4.506222419643634,-0.02488967108426976,2026-02-02 07:32:14 UTC
2021-07-14,0.0020971808045242,1.0412490821743232,0.05330135398462178,3.335757176145909,-0.022844688420174286,2026-02-02 07:32:14 UTC
2021-07-15,0.006651213715403,1.0481746523508317,0.05680406502112762,3.9223612935080214,-0.016345419609715695,2026-02-02 07:32:14 UTC
2021-07-16,0.0051863520514652,1.0536108551093453,0.05519558531228206,6.216572549007834,-0.011243840658775484,2026-02-02 07:32:14 UTC
2021-07-19,-0.0029307164312612,1.0505230204641212,0.057204701179204884,4.942774917574446,-0.014141604581467515,2026-02-02 07:32:14 UTC
2021-07-20,-0.0082501118295245,1.0418560880658023,0.06618040863087615,2.646085864700983,-0.02227504659174595,2026-02-02 07:32:14 UTC
2021-07-21,0.0063070469382736,1.0484271233161595,0.06823417963611735,4.099492972413136,-0.01610848941787868,2026-02-02 07:32:14 UTC
2021-07-22,0.0068514029591912,1.0556103200113442,0.06950836700134727,5.769430505509626,-0.009367452210753191,2026-02-02 07:32:14 UTC
2021-07-23,-0.007218890955122,1.047989984220081,0.07608611888520299,3.6693089671587584,-0.016518720549838273,2026-02-02 07:32:14 UTC
2021-07-26,0.0037992684915774,1.051971579546617,0.07656509533941921,3.879107417901343,-0.012782211112767228,2026-02-02 07:32:14 UTC
2021-07-27,-0.0048848654428078,1.0468328399308737,0.07680507941449842,3.828670867626656,-0.017604637174227555,2026-02-02 07:32:14 UTC
2021-07-28,0.0023779562041629,1.0493221625773088,0.07608262142344535,4.560035763127204,-0.015268544026255215,2026-02-02 07:32:14 UTC
2021-07-29,0.0040175123033073,1.0535378272755962,0.07604314320157825,4.548431609936126,-0.01131237328642698,2026-02-02 07:32:14 UTC
2021-07-30,0.0031924916311621,1.0569012379722862,0.07612323088191887,5.072070987219608,-0.008155996312310343,2026-02-02 07:32:14 UTC
2021-08-02,0.0136232921583101,1.0712997123196624,0.08441806980340077,5.384775261042291,0.0,2026-02-02 07:32:14 UTC
2021-08-03,0.0228622987422828,1.0957920863852362,0.11279939711711737,6.3321154797917805,0.0,2026-02-02 07:32:14 UTC
2021-08-04,-0.0157756641178012,1.078505238487478,0.13074714249479452,3.8040131662615684,-0.01577566411780129,2026-02-02 07:32:14 UTC
2021-08-05,-0.0016389876408432,1.0767375817310123,0.12869592009431324,4.220439680376742,-0.017388795640129406,2026-02-02 07:32:14 UTC
2021-08-06,0.0037735778135776,1.0808007347804778,0.12865951819606775,4.543535004405589,-0.013680835799984137,2026-02-02 07:32:14 UTC
2021-08-09,-0.0056754718603299,1.0746666806236074,0.13164416331082285,3.5699971270713715,-0.019278662461705287,2026-02-02 07:32:14 UTC
2021-08-10,-0.0049070837595094,1.0693932012082334,0.13372546736646493,2.775599215973735,-0.024091144209743787,2026-02-02 07:32:14 UTC
2021-08-11,0.0035878146644174,1.0732299858175567,0.13392230128733196,2.9117651448961626,-0.020589764105804598,2026-02-02 07:32:14 UTC
2021-08-12,0.0038313513492892,1.0773419069718164,0.13286687604053457,2.667482172844769,-0.016837299377003734,2026-02-02 07:32:14 UTC
2021-08-13,0.0033443161260812,1.0809448788846052,0.13233164222320265,2.5028811323992612,-0.013549292502748833,2026-02-02 07:32:14 UTC
2021-08-16,0.0003226925140389,1.08129369170511,0.13144838945391504,2.8315548391038803,-0.013230972243971073,2026-02-02 07:32:14 UTC
2021-08-17,-0.0005612245590987,1.0806868431297265,0.12664777158207408,3.7038417415344758,-0.01378477125650579,2026-02-02 07:32:14 UTC
2021-08-18,0.0066033682355076,1.0878230163021803,0.1267900163733693,3.7291339233746448,-0.007272428941647147,2026-02-02 07:32:14 UTC
2021-08-19,0.0013212052914297,1.0892602538274578,0.12542416984655172,3.2141848025191178,-0.005960832021816631,2026-02-02 07:32:14 UTC
2021-08-20,-0.0082507975593017,1.0802729879837338,0.12643586926807382,3.0856309972411555,-0.0141624479628214,2026-02-02 07:32:14 UTC
2021-08-23,-0.0094897605496134,1.070021455999553,0.1319758649672729,1.6873742143150015,-0.02351781027247113,2026-02-02 07:32:14 UTC
2021-08-24,-0.0012269826044274,1.0687085582866773,0.1304856060070945,2.059859347295933,-0.024715936932800053,2026-02-02 07:32:14 UTC
2021-08-25,0.0044172195884628,1.073429278664699,0.1309573542209998,2.248645871132341,-0.020407893065104044,2026-02-02 07:32:14 UTC
2021-08-26,-0.0049656500704779,1.0680990044914447,0.13224120242748613,1.3708954896503007,-0.025272204679944843,2026-02-02 07:32:14 UTC
2021-08-27,0.0059650402879608,1.074470258084767,0.13329094827285332,1.622188031754545,-0.019457914111065566,2026-02-02 07:32:14 UTC
2021-08-30,-0.0032859859328479,1.070939563931437,0.12507346942802255,0.0253137383597403,-0.02267996161186192,2026-02-02 07:32:14 UTC
2021-08-31,0.0010468839664947,1.0720607133900018,0.09174488763722227,-2.96156174029525,-0.021656820933539267,2026-02-02 07:32:14 UTC
2021-09-01,0.0005178606982508,1.0726158914996051,0.0735514282808739,-0.9029020640935387,-0.02115017545169895,2026-02-02 07:32:14 UTC
2021-09-02,0.0042680187539743,1.0771938362403364,0.07505956998963333,0.1068290714159307,-0.01697242604320237,2026-02-02 07:32:14 UTC
2021-09-03,0.0,1.0771938362403364,0.07374832177521162,-0.535992349882768,-0.01697242604320237,2026-02-02 07:32:14 UTC
2021-09-06,-0.0006775172756475,1.0764640188070627,0.07086546704086802,0.3308479074197163,-0.017638444206995785,2026-02-02 07:32:14 UTC
2021-09-07,0.0033594126471087,1.0800803056460004,0.06918460580264271,1.8443921840963344,-0.014338286372431508,2026-02-02 07:32:14 UTC
2021-09-08,-0.0023471302499083,1.0775452164882886,0.06888546243346302,0.7668271129441668,-0.01665176279666314,2026-02-02 07:32:14 UTC
2021-09-09,0.0015178547325375,1.0791807735946584,0.0677523791353559,0.3494074040309424,-0.01515918302109176,2026-02-02 07:32:14 UTC
2021-09-10,-0.0097018992024912,1.0687106705079765,0.07490060809366535,-1.8786113198633396,-0.02471400935792023,2026-02-02 07:32:14 UTC
2021-09-13,0.0065387794416156,1.0756987338693293,0.07900784770982895,-0.7896232684513411,-0.01833682937261405,2026-02-02 07:32:14 UTC
2021-09-14,-0.0017584328286913,1.073807189901912,0.07918497786993069,-0.9783580323285821,-0.02006301811856237,2026-02-02 07:32:14 UTC
2021-09-15,0.0001260662020784,1.0739425606961073,0.0749099050549048,-2.123687977489959,-0.019939481184980457,2026-02-02 07:32:14 UTC
2021-09-16,-0.0023806566054238,1.0713858722451404,0.07478256978245981,-2.7510250752124223,-0.02227266873281253,2026-02-02 07:32:14 UTC
2021-09-17,-0.0010660988989973,1.0702436689463386,0.06946917440945473,-1.6583113664419111,-0.023315022764195947,2026-02-02 07:32:14 UTC
2021-09-20,0.0041962528454504,1.07473468198748,0.06250471169725066,0.9158069157174825,-0.019216605649361562,2026-02-02 07:32:14 UTC
2021-09-21,-0.0003134146790416,1.0743978443620699,0.06230662987358264,1.103465285100925,-0.019523997562111428,2026-02-02 07:32:14 UTC
2021-09-22,-0.0013155460537976,1.0729844245177107,0.060547306520834634,-0.05746983962289082,-0.020813858897961834,2026-02-02 07:32:14 UTC
2021-09-23,0.000516512507245,1.0735386343930533,0.057658940404845725,1.1376484552679262,-0.020308097009161474,2026-02-02 07:32:14 UTC
2021-09-24,-0.010015044447347,1.0627870972536626,0.06421783547442338,-2.1139526453673128,-0.030119754962320777,2026-02-02 07:32:14 UTC
2021-09-27,-0.0050036111552068,1.0574693238782344,0.06546965526362236,-2.404099125753267,-0.03497265857560594,2026-02-02 07:32:14 UTC
2021-09-28,-0.0007740068514332,1.0566508353763722,0.06517145344237811,-2.76714352316819,-0.0357195963496888,2026-02-02 07:32:14 UTC
2021-09-29,3.201426044730322e-05,1.0566846632714177,0.0650722341314765,-2.865437661601109,-0.035688725625702133,2026-02-02 07:32:14 UTC
2021-09-30,0.0034838436959035,1.0603659874741138,0.06432707220425059,-3.052230257163425,-0.03232921587158455,2026-02-02 07:32:14 UTC
2021-10-01,0.003105759455139,1.0636592291656193,0.0657548232344017,-2.3908279160204637,-0.029323863184316012,2026-02-02 07:32:14 UTC
2021-10-04,-0.0001595739206659,1.0634894968921689,0.0657749153211147,-2.2908791291238533,-0.02947875778116449,2026-02-02 07:32:14 UTC
2021-10-05,-0.0030168488836202,1.0602811097907279,0.0645698958454275,-3.57787902537827,-0.03240667370728212,2026-02-02 07:32:14 UTC
2021-10-06,-0.0011814838942255,1.0590284047361587,0.06435964538067171,-3.3613630195604003,-0.033549869638456964,2026-02-02 07:32:14 UTC
2021-10-07,0.0077399897287368,1.067225273711257,0.0708673885453848,-1.946413347715819,-0.026069555556122337,2026-02-02 07:32:14 UTC
2021-10-08,0.0026356535250068,1.0700381097658904,0.06280204803864879,0.2789070409486536,-0.023502612347112484,2026-02-02 07:32:14 UTC
2021-10-11,0.001251345992672,1.0713770976665522,0.05821511677177594,-0.8435219371838869,-0.022280676254218368,2026-02-02 07:32:14 UTC
2021-10-12,-0.0030814682918481,1.0680756831114806,0.05887214109897261,-1.117268264422579,-0.025293487348668098,2026-02-02 07:32:14 UTC
