date,factor_name,factor_var_regime,regime_label,window_length,risk_model_run_date
2026-01-15 00:00:00+00:00,model_signal_v3,0.1935792179122079,calm_trending_up,252,2026-01-30 01:11:06 UTC
2026-01-15 00:00:00+00:00,mom_long,0.11415412317199933,calm_trending_up,252,2026-01-30 01:11:06 UTC
2026-01-15 00:00:00+00:00,mom_medium,0.009668109000304646,calm_trending_up,252,2026-01-30 01:11:06 UTC
2026-01-15 00:00:00+00:00,mom_short,0.0036528108225086266,calm_trending_up,252,2026-01-30 01:11:06 UTC
2026-01-15 00:00:00+00:00,seasonality_12m,3.5371339323662454e-06,calm_trending_up,252,2026-01-30 01:11:06 UTC
2026-01-15 00:00:00+00:00,trend_vol_combo,0.5842684568327433,calm_trending_up,252,2026-01-30 01:11:06 UTC
2026-01-15 00:00:00+00:00,volume_persistence,0.15273031370454918,calm_trending_up,252,2026-01-30 01:11:06 UTC
2026-01-16 00:00:00+00:00,cross_sectional_mom,0.00035424698483891805,calm_trending_down,252,2026-01-30 01:11:06 UTC
2026-01-16 00:00:00+00:00,low_vol_252,5.57059129266609,calm_trending_down,252,2026-01-30 01:11:06 UTC
2026-01-16 00:00:00+00:00,mean_reversion,0.00019411476070570855,calm_trending_down,252,2026-01-30 01:11:06 UTC
2026-01-16 00:00:00+00:00,model_signal_v2,0.30121336701641804,calm_trending_down,252,2026-01-30 01:11:06 UTC
2026-01-16 00:00:00+00:00,model_signal_v3,0.14040618466699625,calm_trending_down,252,2026-01-30 01:11:06 UTC
2026-01-16 00:00:00+00:00,mom_long,0.08475152247750545,calm_trending_down,252,2026-01-30 01:11:06 UTC
2026-01-16 00:00:00+00:00,mom_medium,0.006490623263047289,calm_trending_down,252,2026-01-30 01:11:06 UTC
2026-01-16 00:00:00+00:00,mom_short,0.0021107340460227403,calm_trending_down,252,2026-01-30 01:11:06 UTC
2026-01-16 00:00:00+00:00,seasonality_12m,2.3698485143532273e-06,calm_trending_down,252,2026-01-30 01:11:06 UTC
2026-01-16 00:00:00+00:00,trend_vol_combo,0.2157158824693366,calm_trending_down,252,2026-01-30 01:11:06 UTC
2026-01-16 00:00:00+00:00,volume_persistence,0.10512358455194314,calm_trending_down,252,2026-01-30 01:11:06 UTC
2026-01-21 00:00:00+00:00,cross_sectional_mom,0.0,normal,252,2026-01-30 01:11:06 UTC
2026-01-21 00:00:00+00:00,low_vol_252,14.561996120926795,normal,252,2026-01-30 01:11:06 UTC
2026-01-21 00:00:00+00:00,mean_reversion,0.00010219492545398168,normal,252,2026-01-30 01:11:06 UTC
2026-01-21 00:00:00+00:00,model_signal_v2,0.40698762479312606,normal,252,2026-01-30 01:11:06 UTC
2026-01-21 00:00:00+00:00,model_signal_v3,0.2258423653989084,normal,252,2026-01-30 01:11:06 UTC
2026-01-21 00:00:00+00:00,mom_long,0.11135133169266553,normal,252,2026-01-30 01:11:07 UTC
2026-01-21 00:00:00+00:00,mom_medium,0.008118431855617975,normal,252,2026-01-30 01:11:07 UTC
2026-01-21 00:00:00+00:00,mom_short,0.0012727558318416823,normal,252,2026-01-30 01:11:07 UTC
2026-01-21 00:00:00+00:00,seasonality_12m,2.909192162957706e-06,normal,252,2026-01-30 01:11:07 UTC
2026-01-21 00:00:00+00:00,trend_vol_combo,0.24708498307171456,normal,252,2026-01-30 01:11:07 UTC
2026-01-21 00:00:00+00:00,volume_persistence,0.14598328766424823,normal,252,2026-01-30 01:11:07 UTC
