regime_label,avg_turnover,turnover_regime_run_date
calm_trending_down,1.2329229656497167,2026-01-30 01:11:22 UTC
calm_trending_up,1.2392139577139796,2026-01-30 01:11:22 UTC
high_vol,1.0134760978522537,2026-01-30 01:11:22 UTC
normal,1.156318072611362,2026-01-30 01:11:22 UTC
recovery,1.1612845012535953,2026-01-30 01:11:22 UTC
stress_building,1.1818851531754746,2026-01-30 01:11:22 UTC
unknown,0.5497971465845722,2026-01-30 01:11:22 UTC
