week_start,strategy,weekly_return,cumulative_return,drawdown
2021-01-04 00:00:00+00:00,long_only,0.08554195414303087,0.0855419541430309,0.0
2021-01-11 00:00:00+00:00,long_only,0.06774764234884369,0.15908486220697782,0.0
2021-01-18 00:00:00+00:00,long_only,0.05185847082230686,0.21919323071431607,0.0
2021-01-25 00:00:00+00:00,long_only,-0.009073336065972538,0.20813108080268639,-0.009073336065972493
2021-02-01 00:00:00+00:00,long_only,0.09439328199567046,0.3221705386006286,0.0
2021-02-08 00:00:00+00:00,long_only,0.06342515864223117,0.4060294147634578,0.0
2021-02-15 00:00:00+00:00,long_only,0.007508041059561044,0.41658594134045246,0.0
2021-02-22 00:00:00+00:00,long_only,0.028542673072633397,0.45701909074342173,0.0
2021-03-01 00:00:00+00:00,long_only,0.059875040790665926,0.5442581682344629,0.0
2021-03-08 00:00:00+00:00,long_only,0.04620445024955098,0.6156097679411148,0.0
2021-03-15 00:00:00+00:00,long_only,0.026786353884083004,0.6588860629237665,0.0
2021-03-22 00:00:00+00:00,long_only,0.047940485619677675,0.7384138663680471,0.0
2021-03-29 00:00:00+00:00,long_only,0.02108410384542401,0.775066764852876,0.0
2021-04-05 00:00:00+00:00,long_only,0.04273810627011678,0.8509297568857108,0.0
2021-04-12 00:00:00+00:00,long_only,0.02743906539509482,0.9017175395266248,0.0
2021-04-19 00:00:00+00:00,long_only,0.016511492797513495,0.9331177349834237,0.0
2021-04-26 00:00:00+00:00,long_only,0.041528250028483746,1.0133967316163113,0.0
2021-05-03 00:00:00+00:00,long_only,0.04642629289426159,1.1068712779906793,0.0
2021-05-10 00:00:00+00:00,long_only,0.004657681931050928,1.1166844142732266,0.0
2021-05-17 00:00:00+00:00,long_only,-0.01309221060023642,1.0889723361473234,-0.013092210600236465
2021-05-24 00:00:00+00:00,long_only,0.0588826356525189,1.2119765331048775,0.0
2021-05-31 00:00:00+00:00,long_only,0.031092157058683956,1.2807516548822977,0.0
2021-06-07 00:00:00+00:00,long_only,0.047916299166586726,1.3900368335023257,0.0
2021-06-14 00:00:00+00:00,long_only,0.0058448364795851806,1.4040062079743323,0.0
2021-06-21 00:00:00+00:00,long_only,0.022795257683302282,1.4588061489573656,0.0
2021-06-28 00:00:00+00:00,long_only,0.04513001420008309,1.5697721053750628,0.0
2021-07-05 00:00:00+00:00,long_only,0.023640053501516746,1.6305216554328346,0.0
2021-07-12 00:00:00+00:00,long_only,0.0022186058940945053,1.6363577462821213,0.0
2021-07-19 00:00:00+00:00,long_only,0.03771033488743578,1.7357756797775052,0.0
2021-07-26 00:00:00+00:00,long_only,0.06905058214355127,1.9246825830803114,0.0
2021-08-02 00:00:00+00:00,long_only,0.032031325728313485,2.0183640435508825,0.0
2021-08-09 00:00:00+00:00,long_only,0.026700052045272305,2.0989545206052695,0.0
