week_start,lo_weekly_return,ls_weekly_return,spread_weekly_return,lo_cum_return,ls_cum_return,spread_cum_return,lo_drawdown,ls_drawdown,spread_drawdown
2022-10-24,0.0223938841451622,-0.0322342266358215,-0.0546281107809837,-0.2796000587612826,-0.2787969845563137,-0.13132157019490653,-2.720480873782522,-4.548313538376719,6.306521384515721
2022-10-31,0.0016167973372595,0.003073554627428,0.0014567572901684998,-0.2784353180545258,-0.2765803276908817,-0.1300561165594759,-2.7133138005073274,-4.520101635087788,6.236113575389893
2022-11-07,0.0405817374170113,-0.0294945567766241,-0.0700762941936354,-0.2491529696024251,-0.2979172702891298,-0.1910185600674077,-2.533128858220574,-4.791661825774278,9.627966082803114
2022-11-14,-0.0224180767758249,0.0212269434530041,0.043645020228829004,-0.2659855159767782,-0.2830141998862264,-0.15571054875680246,-2.636705639364449,-4.601987010753736,7.663485005530204
2022-11-21,0.027337593141751,-0.0113989198930721,-0.0387365130348231,-0.2459193266523991,-0.2911870635861936,-0.18841537809004816,-2.5132310768223545,-4.706004932468537,9.483129215888306
2022-11-28,0.0247586996450988,-0.0096935868207939,-0.0344522864658927,-0.227249269752812,-0.2980580033250227,-0.21637632397540307,-2.3983474249716377,-4.793452967587918,11.038831365500254
2022-12-05,-0.0249332762961829,0.0071618349805775,0.0320951112767604,-0.2465164772181423,-0.2930308105788994,-0.19122583489428957,-2.516905561483342,-4.729470725780366,9.639498521478927
2022-12-12,-0.0342808168279129,0.0152830652678539,0.0495638820957668,-0.2723465078454777,-0.2822261543146149,-0.15113984753288778,-2.6758471363185943,-4.591957372968891,7.409178525755413
2022-12-19,-0.010906684748041,-0.008290483488188,0.0026162012598530005,-0.2802827950902182,-0.2881768465305229,-0.14891905853256437,-2.7246819987786126,-4.667693205571321,7.285617390313023
2022-12-26,-0.0097342639154707,-0.0114136155825475,-0.0016793516670768008,-0.2872887123073151,-0.2963013223669802,-0.15034832273043497,-2.76779195601081,-4.771095283784592,7.3651393562045735
2023-01-02,0.0322971317979426,-0.0210097227731747,-0.0533068545711173,-0.2642701819148231,-0.3110858364998997,-0.19564058112674954,-2.6261505648812165,-4.959261205807195,9.885127915848825
2023-01-09,0.0314465598312433,-0.0273669443011419,-0.0588135041323852,-0.2411340101707777,-0.3299393120406747,-0.24294777713257443,-2.4837852837202323,-5.199213738339962,12.5172243699578
2023-01-16,0.0251413876674028,-0.003363737624038,-0.0285051252914408,-0.2220550661328738,-0.3321932203871524,-0.26452764559757413,-2.366385600563492,-5.227899749821738,13.71789361401678
2023-01-23,0.0022259392686316,0.0089501890077042,0.006724249739072599,-0.2203234079557459,-0.3262162234889911,-0.2595821458103884,-2.355730077861254,-5.15182913146002,13.442733943761848
2023-01-30,0.0985380206091629,0.0368660223863416,-0.0616719982228213,-0.1434956198604071,-0.3013764957005825,-0.30524519439811526,-1.882980749486111,-4.835688185597675,15.983352674509764
2023-02-06,-0.0498109407951452,-0.0395822218657392,0.010228718929405994,-0.186158908830323,-0.3290295662483823,-0.29813874276675956,-2.145503486464739,-5.187635193771377,15.58796111213762
2023-02-13,-0.022517366691624,-0.0044751687177878,0.018042197973836202,-0.2044844671089021,-0.332032272144068,-0.285475623013592,-2.2582673129795285,-5.225851324402708,14.883405454343704
2023-02-20,-0.0285243138134992,-0.0014564432611752,0.027067870552324,-0.2271760018126009,-0.3330051292399864,-0.26613496967084393,-2.397896580682287,-5.238233101091744,13.807322545575872
2023-02-27,0.0173359491945841,-0.0052983319544258,-0.0226342811490099,-0.2137783642436688,-0.3365390894771722,-0.28274547709274067,-2.3154560429608777,-5.283210628282892,14.731504517399818
2023-03-06,-0.0528838029453152,0.0061795292076523,0.0590633321529675,-0.2553567543003501,-0.3324392134024608,-0.240382034968051,-2.5713030022645045,-5.23103055967592,12.374470594135438
2023-03-13,0.0317243012777558,0.0198572050526785,-0.011867096225077301,-0.2317334676293283,-0.319183321977866,-0.24939649445338252,-2.42594032575636,-5.06231977150152,12.87602065100477
2023-03-20,-0.0008962631709238,-0.0043016375881796,-0.0034053744172558003,-0.2324220366277455,-0.3221119485907057,-0.2519525804286734,-2.430177341289564,-5.099593078010653,13.018237171957153
2023-03-27,0.0277245733960857,0.0078051486842077,-0.019919424711878003,-0.2111412650450134,-0.3168209315582083,-0.2668532546837391,-2.2992290122740653,-5.032253083648555,13.84728677079117
2023-04-03,-0.0065303949838463,0.002073684869172,0.008604079853018299,-0.2162928241707268,-0.3154042334610455,-0.2605452015430576,-2.330928429596137,-5.014222440146598,13.496316818949712
2023-04-10,0.0054877064455755,-0.0065848122592036,-0.0120725187047791,-0.2119920692504846,-0.3199121680571501,-0.2694722834287677,-2.3044643200537998,-5.071595963690731,13.993005326423816
2023-04-17,-0.0045688920566708,0.0101442104630202,0.014713102519690999,-0.2155923924258798,-0.3130132139565827,-0.2587239542413795,-2.3266184182687497,-4.983791383326849,13.394985542325069
2023-04-24,0.0030695083892872,0.0074864991299926,0.0044169907407054,-0.2131846466938102,-0.3078700879805521,-0.25544974481095695,-2.311802682895482,-4.918333632557524,13.212813784972038
2023-05-01,0.0030832984123678,-0.0106118969466333,-0.0136951953590011,-0.2107586601641345,-0.3152148992805849,-0.265646506010365,-2.2968747052589515,-5.011812740354202,13.780145211528227
2023-05-08,-0.0002692501496842,-0.0020928788763788,-0.0018236287266946002,-0.2109711635130223,-0.3166480715527395,-0.266985694137553,-2.298182315668606,-5.030053054481722,13.854655489425959
2023-05-15,0.0527697357489932,0.007730991452431,-0.0450387442965622,-0.1693343203132689,-0.3113650836349115,-0.2999997380250138,-2.0419756729117147,-4.962815248514264,15.69150390126766
2023-05-22,0.0298480165213415,0.0235194084434698,-0.006328608077871698,-0.144540597382268,-0.2951687977684863,-0.304429765337461,-1.8894108763174835,-4.756681381956437,15.937983510400752
2023-05-29,0.0218858848090254,0.0100405762083157,-0.0118453086007097,-0.1258181114377785,-0.288091886368482,-0.3126690094205068,-1.7742046094809734,-4.66661189798949,16.39640182656671
2023-06-05,0.0168917916484104,0.0038697911326433,-0.013022000515767101,-0.1110516131133716,-0.2853369506630939,-0.3216194339343357,-1.6833409735703155,-4.631549195728407,16.894389080402643
2023-06-12,0.0143092470416479,-0.0084601865173954,-0.0227694335590433,-0.0983314310381364,-0.2913831333575747,-0.337065775161114,-1.6050690659447229,-4.708500357680417,17.753798713705674
2023-06-19,-0.0588391845359653,-0.037465687040069,0.0213734974958963,-0.1513848743575633,-0.3179319511145142,-0.3228965521665761,-1.9315262023407849,-5.046393285843766,16.9654458889724
2023-06-26,0.1053414733366769,0.0356129943313587,-0.0697284790053182,-0.0619905067265996,-0.2936414655559545,-0.3701099457132575,-1.3814501386434268,-4.737242672545894,19.59232332481473
2023-07-03,0.0069439169085651,0.0095492761398379,0.0026053592312728,-0.0554770467458638,-0.2868962528568171,-0.3684688558456347,-1.3413704499314456,-4.651394794464754,19.50101571865451
2023-07-10,0.0353091387365775,0.0036448436250732,-0.0316642951115043,-0.0221267547495315,-0.2842971012100264,-0.38846584436624443,-1.136153971190499,-4.618314791855405,20.613616063250582
2023-07-17,-0.0065331215276432,-0.0320992143981992,-0.025566092870555997,-0.0285153194993837,-0.3072706020036985,-0.40410038338269405,-1.1754651341127729,-4.910703836234145,21.483496719499126
2023-07-24,0.0280357752779204,0.0118340590568267,-0.0162017162210937,-0.0012789933109262,-0.2990728013974103,-0.4137549798673862,-1.0078701111111823,-4.806368536759879,22.020662971544212
2023-07-31,-0.0423864194687213,-0.0107211046237341,0.0316653148449872,-0.043611200832673,-0.3065875152272496,-0.395191346728581,-1.2683555834992275,-4.902010033248374,20.987812219747113
2023-08-07,-0.0259081867837991,-0.012489435369381,0.013418751414418102,-0.0683895004794334,-0.3152478456401407,-0.3870755697570428,-1.420825475014883,-5.012232056272695,20.536263415491312
2023-08-14,-0.022820033678146,0.0020459957693497,0.0248660294474957,-0.0896488834534073,-0.3138468456292673,-0.371834572825532,-1.5516421921399968,-4.99440120593635,19.688278809183725
2023-08-21,0.0023407943993467,0.0027560701809892,0.00041527578164249996,-0.087517938658356,-0.3119557593809144,-0.3715737109367614,-1.5385297136261689,-4.970332914997165,19.67376487239574
2023-08-28,0.0264997319731426,0.0003850437730337,-0.0261146882001089,-0.0633374086025018,-0.3116908322304923,-0.38798486753239936,-1.3897381158585171,-4.966961126037459,20.58685528421992
2023-09-04,0.0016586321141488,0.0055049258422321,0.0038462937280833,-0.0617838299482881,-0.3079017413053926,-0.3856308775668972,-1.3801783812421038,-4.918736491724903,20.455883060872683
2023-09-11,-0.040443072488172,-0.0097630411406251,0.030680031347546897,-0.0997281745232646,-0.314658725078383,-0.3667820136316847,-1.6136637367126396,-5.004734182978448,19.40716252538065
2023-09-18,-0.0335394985100216,0.0123180872614232,0.0458575857714448,-0.129922840072456,-0.3062166314500434,-0.33774416550977815,-1.79946249797827,-4.897289709856357,17.79154326383713
2023-09-25,-0.0164177810100776,-0.0061366276762267,0.010281153333850901,-0.1442075763460167,-0.3104741216707928,-0.33093541172914676,-1.887361676735853,-4.951475770060104,17.412715132051552
2023-10-02,0.0266527354846725,0.027076605316919,0.0004238698322465012,-0.1213983672485802,-0.2918041016074708,-0.3306518154343543,-1.7470083156811234,-4.713858117710391,17.396936289402966
2023-10-09,0.0078595624825185,-0.0127458200201239,-0.0206053825026424,-0.1144929428187275,-0.3008306390673719,-0.3444439908047787,-1.7045167271258594,-4.828740942302643,18.164310789520737
2023-10-16,-0.0514556735268653,-0.0297408511470858,0.0217148223797795,-0.1600573048587824,-0.3216245309574723,-0.3302087085051074,-1.9848908220503063,-5.093389601349677,17.372282531080064
2023-10-23,-0.0173348346414037,-0.0017225306880964,0.015612303953307302,-0.1746175725873104,-0.3227930535209499,-0.31975172327701085,-2.074485446082461,-5.108261657582583,16.790472657247044
2023-10-30,0.0370946809790326,-0.0149833181684691,-0.052077999147501705,-0.1440002747567371,-0.3329398606659429,-0.35517769245228015,-1.8860860746453512,-5.237402412893027,18.7615167207785
2023-11-06,0.0003071508193755,0.0004519614607198,0.00014481064134429998,-0.1437373537397435,-0.3326383751909815,-0.3550843153203711,-1.8844682259830257,-5.233565337703236,18.75632136703649
2023-11-13,0.057706395622844,-0.0142972279804912,-0.0720036236033352,-0.0943255227175857,-0.3421797964863071,-0.4015205815359303,-1.58041925478886,-5.355001207647953,21.339960685523774
2023-11-20,0.006757017146298,0.0035678271464596,-0.0031891899998384003,-0.0882058647456239,-0.3398328077067214,-0.40342924611240505,-1.5427627730931954,-5.325130540021201,21.446155719006715
2023-11-27,0.0575106296874828,0.0182410711728426,-0.0392695585146402,-0.0357680098817909,-0.327790650966124,-0.42685631624031695,-1.2200935764016625,-5.171867233167589,22.749600298690677
2023-12-04,0.0120013423075051,-0.0078792974433603,-0.0198806397508654,-0.0241959317045353,-0.3330871883713695,-0.43825077934262713,-1.148886369714761,-5.239277486587152,23.383569936721504
2023-12-11,0.0456519970948025,0.0072050406208969,-0.0384469564739056,0.0203514727863858,-0.3282820544729886,-0.45984832717849156,-0.8747699845364593,-5.178121438961774,24.58522283259866
2023-12-18,0.0220488942222444,0.011296931822287,-0.010751962399957399,0.0428490944793642,-0.3206937026385632,-0.46565601765494247,-0.7363339341298633,-5.081542734601294,24.90835340892254
2023-12-25,-0.0093430194977362,-0.0067152076274795,0.0026278118702567008,0.0331057350564469,-0.3252553854679997,-0.4642518621953359,-0.7962883690744925,-5.13960032431027,24.83022845292656
2024-01-01,-0.0106582800407118,-0.0124449162878001,-0.0017866362470883006,0.0220946048205499,-0.3336525257114945,-0.4652090492376477,-0.8640438590179469,-5.246472665333105,24.883484803602634
2024-01-08,-0.0090653150541528,-0.0002961082046154,0.008769206849537399,0.0128289952127018,-0.3338498366657561,-0.4605193567691519,-0.9210585255557984,-5.248983887365835,24.622557841969364
2024-01-15,-0.0062479735384601,0.0025432995615613,0.0087912731000214,0.0065008664516277,-0.3321556172474141,-0.45577663510233424,-0.959997803853864,-5.227421165987587,24.358680420857375
2024-01-22,0.0267480155856326,0.0056790319021232,-0.0210689836835094,0.0334227673144285,-0.3283629076921085,-0.4672428682975477,-0.7943375542619142,-5.179150476533615,24.99664323166087
2024-01-29,0.0457039391826266,0.0424472077876451,-0.0032567313949814977,0.0806542586217089,-0.2998537884770256,-0.46897791517426335,-0.503705006492028,-4.816308339488759,25.093178454998853
2024-02-05,0.0345721053807349,-0.0144359936555431,-0.049008099036278,0.1180147515309184,-0.3099610947445238,-0.4950022980978539,-0.2738123027130853,-4.944946358018833,26.541133349749384
2024-02-12,-0.0040833568342391,-0.0045130125609901,-0.0004296557267509998,0.1134494983544744,-0.3130752489915136,-0.4952192732524723,-0.3019039662443605,-4.984580917527332,26.55320549909069
2024-02-19,0.0545836303686491,0.0299631773457128,-0.0246204530229363,0.1742256142068128,-0.2924928008538867,-0.5076472034222435,0.0,-4.722623351896178,27.244675585961637
2024-02-26,0.1316286620846917,0.0675261800620724,-0.06410248202261931,0.3287873607904308,-0.2447175423291337,-0.5392082397136553,0.0,-4.11457661533405,29.00068098734711
2024-03-04,0.0134145549013953,-0.003946016950734,-0.017360571852129303,0.3466124517940343,-0.2476978997096951,-0.5472078481769755,0.0,-4.152508311257794,29.445766362264973
