date,ticker,adj_close
2026-02-05,EXPD,163.77999877929688
2026-02-06,EXPD,165.0399932861328
2026-02-09,EXPD,163.72500610351562
2025-12-31,FCX,50.663761138916016
2026-01-01,FCX,50.663761138916016
2026-01-02,FCX,51.800926208496094
2026-01-05,FCX,54.27476119995117
2026-01-06,FCX,56.010440826416016
2026-01-07,FCX,55.36205291748047
2026-01-08,FCX,54.085235595703125
2026-01-09,FCX,56.38949203491211
2026-01-12,FCX,58.5640754699707
2026-01-13,FCX,59.192508697509766
2026-01-14,FCX,60.19999694824219
2026-01-15,FCX,59.959999084472656
2026-01-16,FCX,58.709999084472656
2026-01-19,FCX,58.709999084472656
2026-01-20,FCX,60.06999969482422
2026-01-21,FCX,60.58000183105469
2026-01-22,FCX,58.84999847412109
2026-01-23,FCX,60.40999984741211
2026-01-26,FCX,61.16999816894531
2026-01-27,FCX,62.869998931884766
2026-01-28,FCX,63.630001068115234
2026-01-29,FCX,65.12999725341797
2026-01-30,FCX,60.22999954223633
2026-02-02,FCX,60.7599983215332
2026-02-03,FCX,64.66999816894531
2026-02-04,FCX,61.86000061035156
2026-02-05,FCX,59.220001220703125
2026-02-06,FCX,60.66999816894531
2026-02-09,FCX,63.900001525878906
2025-12-31,GOOG,313.79998779296875
2026-01-01,GOOG,313.79998779296875
2026-01-02,GOOG,315.32000732421875
2026-01-05,GOOG,317.32000732421875
2026-01-06,GOOG,314.54998779296875
2026-01-07,GOOG,322.42999267578125
2026-01-08,GOOG,326.010009765625
2026-01-09,GOOG,329.1400146484375
2026-01-12,GOOG,332.7300109863281
2026-01-13,GOOG,336.42999267578125
2026-01-14,GOOG,336.3099975585937
2026-01-15,GOOG,333.1600036621094
2026-01-16,GOOG,330.3399963378906
2026-01-19,GOOG,330.3399963378906
2026-01-20,GOOG,322.1600036621094
2026-01-21,GOOG,328.3800048828125
2026-01-22,GOOG,330.8399963378906
2026-01-23,GOOG,328.42999267578125
2026-01-26,GOOG,333.5899963378906
2026-01-27,GOOG,335.0
2026-01-28,GOOG,336.2799987792969
2026-01-29,GOOG,338.6600036621094
2026-01-30,GOOG,338.5299987792969
2026-02-02,GOOG,344.8999938964844
2026-02-03,GOOG,340.70001220703125
2026-02-04,GOOG,333.3399963378906
2026-02-05,GOOG,331.3299865722656
2026-02-06,GOOG,323.1000061035156
2026-02-09,GOOG,326.6943054199219
2025-12-31,GOOGL,313.0
2026-01-01,GOOGL,313.0
2026-01-02,GOOGL,315.1499938964844
2026-01-05,GOOGL,316.5400085449219
2026-01-06,GOOGL,314.3399963378906
2026-01-07,GOOGL,321.9800109863281
2026-01-08,GOOGL,325.44000244140625
2026-01-09,GOOGL,328.57000732421875
2026-01-12,GOOGL,331.8599853515625
2026-01-13,GOOGL,335.9700012207031
2026-01-14,GOOGL,335.8399963378906
2026-01-15,GOOGL,332.7799987792969
2026-01-16,GOOGL,330.0
2026-01-19,GOOGL,330.0
2026-01-20,GOOGL,322.0
2026-01-21,GOOGL,328.3800048828125
2026-01-22,GOOGL,330.5400085449219
2026-01-23,GOOGL,327.92999267578125
2026-01-26,GOOGL,333.260009765625
2026-01-27,GOOGL,334.54998779296875
2026-01-28,GOOGL,336.010009765625
2026-01-29,GOOGL,338.25
2026-01-30,GOOGL,338.0
2026-02-02,GOOGL,343.69000244140625
2026-02-03,GOOGL,339.7099914550781
2026-02-04,GOOGL,333.0400085449219
2026-02-05,GOOGL,331.25
2026-02-06,GOOGL,322.8599853515625
2026-02-09,GOOGL,326.6086120605469
2025-12-31,JNJ,206.9499969482422
2026-01-01,JNJ,206.9499969482422
2026-01-02,JNJ,207.3500061035156
2026-01-05,JNJ,204.30999755859372
2026-01-06,JNJ,204.7899932861328
2026-01-07,JNJ,207.4900054931641
2026-01-08,JNJ,205.75
2026-01-09,JNJ,204.38999938964844
2026-01-12,JNJ,209.72000122070312
2026-01-13,JNJ,213.6499938964844
2026-01-14,JNJ,218.5500030517578
2026-01-15,JNJ,219.57000732421875
2026-01-16,JNJ,218.66000366210935
2026-01-19,JNJ,218.66000366210935
2026-01-20,JNJ,218.2100067138672
2026-01-21,JNJ,218.00999450683597
2026-01-22,JNJ,218.4900054931641
2026-01-23,JNJ,220.13999938964844
2026-01-26,JNJ,221.4900054931641
2026-01-27,JNJ,224.44000244140625
2026-01-28,JNJ,227.72000122070312
2026-01-29,JNJ,227.2899932861328
2026-01-30,JNJ,227.25
2026-02-02,JNJ,230.75
2026-02-03,JNJ,233.1000061035156
2026-02-04,JNJ,234.47000122070312
2026-02-05,JNJ,237.7899932861328
2026-02-06,JNJ,239.9900054931641
2026-02-09,JNJ,238.08999633789065
2025-12-31,LUV,41.33000183105469
2026-01-01,LUV,41.33000183105469
2026-01-02,LUV,41.29999923706055
2026-01-05,LUV,42.43999862670898
2026-01-06,LUV,42.47999954223633
2026-01-07,LUV,42.63999938964844
2026-01-08,LUV,42.91999816894531
2026-01-09,LUV,44.52000045776367
2026-01-12,LUV,43.84999847412109
2026-01-13,LUV,43.20000076293945
2026-01-14,LUV,42.54999923706055
2026-01-15,LUV,43.09999847412109
2026-01-16,LUV,43.119998931884766
2026-01-19,LUV,43.119998931884766
2026-01-20,LUV,42.380001068115234
2026-01-21,LUV,42.84999847412109
2026-01-22,LUV,42.43999862670898
2026-01-23,LUV,41.95000076293945
2026-01-26,LUV,42.02999877929688
2026-01-27,LUV,41.34000015258789
2026-01-28,LUV,40.86000061035156
2026-01-29,LUV,48.5
2026-01-30,LUV,47.52000045776367
2026-02-02,LUV,49.63999938964844
2026-02-03,LUV,51.18999862670898
2026-02-04,LUV,52.59000015258789
2026-02-05,LUV,52.5099983215332
2026-02-06,LUV,54.2599983215332
2026-02-09,LUV,53.46500015258789
2025-12-31,NEM,99.8499984741211
2026-01-01,NEM,99.8499984741211
2026-01-02,NEM,101.22000122070312
2026-01-05,NEM,103.52999877929688
2026-01-06,NEM,109.1999969482422
2026-01-07,NEM,108.01000213623048
2026-01-08,NEM,106.88999938964844
2026-01-09,NEM,108.98999786376952
2026-01-12,NEM,112.95999908447266
2026-01-13,NEM,114.62999725341795
2026-01-14,NEM,114.1500015258789
2026-01-15,NEM,114.20999908447266
2026-01-16,NEM,114.12000274658205
2026-01-19,NEM,114.12000274658205
2026-01-20,NEM,118.94000244140624
2026-01-21,NEM,118.91000366210938
2026-01-22,NEM,121.69000244140624
2026-01-23,NEM,124.30999755859376
2026-01-26,NEM,125.91999816894533
2026-01-27,NEM,127.0
2026-01-28,NEM,131.9499969482422
2026-01-29,NEM,126.93000030517578
2026-01-30,NEM,112.3499984741211
2026-02-02,NEM,112.8499984741211
2026-02-03,NEM,117.13999938964844
2026-02-04,NEM,116.8499984741211
2026-02-05,NEM,108.52999877929688
2026-02-06,NEM,115.31999969482422
2026-02-09,NEM,119.62000274658205
2025-12-31,PCAR,109.51000213623048
2026-01-01,PCAR,109.51000213623048
2026-01-02,PCAR,111.55999755859376
2026-01-05,PCAR,112.91999816894533
2026-01-06,PCAR,117.08000183105467
2026-01-07,PCAR,115.3000030517578
2026-01-08,PCAR,118.1999969482422
2026-01-09,PCAR,118.8000030517578
2026-01-12,PCAR,118.45999908447266
2026-01-13,PCAR,119.43000030517578
2026-01-14,PCAR,119.0
2026-01-15,PCAR,121.91999816894533
2026-01-16,PCAR,121.36000061035156
2026-01-19,PCAR,121.36000061035156
2026-01-20,PCAR,119.37999725341795
2026-01-21,PCAR,123.26000213623048
2026-01-22,PCAR,123.55999755859376
2026-01-23,PCAR,122.0
2026-01-26,PCAR,122.11000061035156
2026-01-27,PCAR,120.80999755859376
2026-01-28,PCAR,123.05999755859376
2026-01-29,PCAR,123.31999969482422
2026-01-30,PCAR,122.91000366210938
2026-02-02,PCAR,124.61000061035156
2026-02-03,PCAR,127.9000015258789
2026-02-04,PCAR,128.77999877929688
2026-02-05,PCAR,127.41999816894533
2026-02-06,PCAR,127.3499984741211
2026-02-09,PCAR,127.375
2025-12-31,ROST,180.13999938964844
2026-01-01,ROST,180.13999938964844
2026-01-02,ROST,182.7400054931641
2026-01-05,ROST,186.67999267578125
2026-01-06,ROST,187.52999877929688
2026-01-07,ROST,186.9900054931641
2026-01-08,ROST,189.2700042724609
2026-01-09,ROST,191.44000244140625
2026-01-12,ROST,192.25999450683597
2026-01-13,ROST,193.22999572753903
2026-01-14,ROST,191.8300018310547
2026-01-15,ROST,193.7899932861328
2026-01-16,ROST,192.3600006103516
2026-01-19,ROST,192.3600006103516
2026-01-20,ROST,189.69000244140625
2026-01-21,ROST,192.32000732421875
2026-01-22,ROST,187.00999450683597
2026-01-23,ROST,188.5500030517578
2026-01-26,ROST,187.57000732421875
2026-01-27,ROST,186.0
2026-01-28,ROST,186.0399932861328
2026-01-29,ROST,186.5
2026-01-30,ROST,188.6499938964844
2026-02-02,ROST,190.1100006103516
2026-02-03,ROST,191.1199951171875
2026-02-04,ROST,189.2700042724609
2026-02-05,ROST,189.22999572753903
2026-02-06,ROST,190.7400054931641
2026-02-09,ROST,193.0870056152344
2025-12-31,ULTA,605.010009765625
2026-01-01,ULTA,605.010009765625
2026-01-02,ULTA,620.0399780273438
2026-01-05,ULTA,631.1500244140625
2026-01-06,ULTA,650.0599975585938
2026-01-07,ULTA,655.3599853515625
2026-01-08,ULTA,657.4600219726562
2026-01-09,ULTA,666.1799926757812
2026-01-12,ULTA,661.489990234375
2026-01-13,ULTA,664.8499755859375
2026-01-14,ULTA,663.8499755859375
2026-01-15,ULTA,665.1199951171875
2026-01-16,ULTA,663.47998046875
2026-01-19,ULTA,663.47998046875
2026-01-20,ULTA,675.6199951171875
2026-01-21,ULTA,683.4500122070312
2026-01-22,ULTA,681.6400146484375
2026-01-23,ULTA,686.1199951171875
2026-01-26,ULTA,661.3400268554688
2026-01-27,ULTA,651.2999877929688
2026-01-28,ULTA,638.2100219726562
2026-01-29,ULTA,631.0999755859375
2026-01-30,ULTA,647.3599853515625
2026-02-02,ULTA,665.5700073242188
2026-02-03,ULTA,673.3900146484375
2026-02-04,ULTA,678.6400146484375
2026-02-05,ULTA,677.9099731445312
2026-02-06,ULTA,690.3699951171875
2026-02-09,ULTA,698.7750244140625
2025-12-31,WBD,28.81999969482422
2026-01-01,WBD,28.81999969482422
2026-01-02,WBD,28.51000022888184
2026-01-05,WBD,28.530000686645508
2026-01-06,WBD,28.46999931335449
2026-01-07,WBD,28.59000015258789
2026-01-08,WBD,28.31999969482422
2026-01-09,WBD,28.88999938964844
2026-01-12,WBD,28.399999618530277
2026-01-13,WBD,28.86000061035156
2026-01-14,WBD,28.6299991607666
2026-01-15,WBD,28.489999771118164
2026-01-16,WBD,28.57999992370605
2026-01-19,WBD,28.57999992370605
2026-01-20,WBD,28.239999771118164
2026-01-21,WBD,28.530000686645508
2026-01-22,WBD,28.36000061035156
2026-01-23,WBD,28.57999992370605
2026-01-26,WBD,28.239999771118164
2026-01-27,WBD,28.06999969482422
2026-01-28,WBD,27.979999542236328
2026-01-29,WBD,27.600000381469727
2026-01-30,WBD,27.540000915527344
2026-02-02,WBD,27.520000457763672
2026-02-03,WBD,27.190000534057617
2026-02-04,WBD,27.030000686645508
2026-02-05,WBD,26.76000022888184
2026-02-06,WBD,27.36000061035156
2026-02-09,WBD,27.280000686645508
